Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
36.0,60.0,3,108.0,13418.0,1,1,3,3,0,4,0,16,2,2,0,5,8.0,5.0,2004.0,2005.0,1,1,12,13,3,132.0,2,4,2,0,4,0,6,0.0,6,0.0,1117.0,1117.0,1,0,1,5,1132.0,1320.0,0.0,2452.0,0.0,0.0,3.0,1.0,4.0,1.0,2,9.0,6,1.0,2,3,2004.0,0,3.0,691.0,5,5,2,113.0,32.0,0.0,0.0,0.0,0.0,3,4,1,0.0,9.0,2006.0,8,4,309000.0
37.0,20.0,3,112.0,10859.0,1,1,3,3,0,0,0,5,2,2,0,2,5.0,5.0,1994.0,1995.0,1,1,12,13,2,-1.4210854715202004e-14,3,4,2,2,4,4,6,0.0,6,0.0,1097.0,1097.0,1,0,1,5,1097.0,0.0,0.0,1097.0,0.0,0.0,1.0,1.0,3.0,1.0,3,6.0,6,0.0,3,1,1995.0,3,2.0,672.0,5,5,2,392.0,64.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2009.0,8,4,145000.0
38.0,20.0,3,74.0,8532.0,1,1,3,3,0,4,0,12,2,2,0,2,5.0,6.0,1954.0,1990.0,3,1,13,14,1,650.0,3,4,1,4,4,4,5,1213.0,6,0.0,84.00000000000006,1297.0,1,2,1,5,1297.0,0.0,0.0,1297.0,0.0,1.0,1.0,0.0,3.0,1.0,3,5.0,6,1.0,5,1,1954.0,0,2.0,498.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,10.0,2009.0,8,4,153000.0
39.0,20.0,3,68.0,7922.0,1,1,3,3,0,4,0,12,2,2,0,2,5.0,7.0,1953.0,2007.0,1,1,12,13,2,-1.4210854715202004e-14,3,2,1,4,4,4,2,731.0,6,0.0,326.0,1057.0,1,4,1,5,1057.0,0.0,0.0,1057.0,1.0,0.0,1.0,0.0,3.0,1.0,2,5.0,6,0.0,3,5,1953.0,3,1.0,246.0,5,5,2,0.0,52.0,0.0,0.0,0.0,0.0,3,4,1,0.0,1.0,2010.0,8,0,109000.0
40.0,90.0,3,65.0,6040.0,1,1,3,3,0,4,0,7,2,2,2,2,4.0,5.0,1955.0,1955.0,1,1,0,10,2,-1.4210854715202004e-14,3,4,2,3,2,3,4,0.0,4,0.0,0.0,0.0,1,4,0,2,1152.0,0.0,0.0,1152.0,0.0,0.0,2.0,0.0,2.0,2.0,1,6.0,6,0.0,3,6,1962.685653939754,1,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2008.0,8,1,82000.0
41.0,20.0,3,84.0,8658.0,1,1,3,3,0,4,0,12,2,2,0,2,6.0,5.0,1965.0,1965.0,1,1,13,14,1,101.0,3,4,1,4,4,4,5,643.0,6,0.0,445.0,1088.0,1,0,1,5,1324.0,0.0,0.0,1324.0,0.0,0.0,2.0,0.0,3.0,1.0,3,6.0,6,1.0,5,1,1965.0,2,2.0,440.0,5,5,2,0.0,138.0,0.0,0.0,0.0,0.0,3,1,1,0.0,12.0,2006.0,8,0,160000.0
42.0,20.0,3,115.0,16905.0,1,1,3,3,0,4,0,23,2,2,0,2,5.0,6.0,1959.0,1959.0,1,1,12,13,2,-1.4210854715202004e-14,3,2,1,4,4,1,1,967.0,6,0.0,383.0,1350.0,1,2,1,5,1328.0,0.0,0.0,1328.0,0.0,1.0,1.0,1.0,2.0,1.0,3,5.0,6,2.0,2,1,1959.0,2,1.0,308.0,5,5,1,0.0,104.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2007.0,8,4,170000.0
43.0,85.0,3,73.4932366753208,9180.0,1,1,0,3,0,1,0,20,2,2,0,6,5.0,7.0,1983.0,1983.0,1,1,6,6,2,-1.4210854715202004e-14,3,4,1,2,4,0,0,747.0,3,93.0,0.0,840.0,1,2,1,5,884.0,0.0,0.0,884.0,1.0,0.0,1.0,0.0,2.0,1.0,2,5.0,6,0.0,3,1,1983.0,2,2.0,504.0,5,2,2,240.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,12.0,2007.0,8,4,144000.0
44.0,20.0,3,72.16018757207556,9200.0,1,1,0,3,0,1,0,5,2,2,0,2,5.0,6.0,1975.0,1980.0,3,1,12,13,2,-1.4210854715202004e-14,3,4,1,2,4,0,3,280.0,1,491.0,167.0,938.0,1,4,1,5,938.0,0.0,0.0,938.0,1.0,0.0,1.0,0.0,3.0,1.0,3,5.0,6,0.0,3,5,1977.0,3,1.0,308.0,5,5,2,145.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,7.0,2008.0,8,4,130250.0
45.0,20.0,3,70.0,7945.0,1,1,3,3,0,4,0,12,2,2,0,2,5.0,6.0,1959.0,1959.0,1,1,3,14,2,-1.4210854715202004e-14,3,4,1,4,4,4,0,179.0,1,506.0,465.0,1150.0,1,0,1,0,1150.0,0.0,0.0,1150.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,3,1,1959.0,2,1.0,300.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,0.0,5.0,2006.0,8,4,141000.0
46.0,120.0,3,61.0,7658.0,1,1,3,3,0,4,0,16,2,2,4,2,9.0,5.0,2005.0,2005.0,3,1,8,8,1,412.0,0,4,2,0,4,4,2,456.0,6,0.0,1296.0,1752.0,1,0,1,5,1752.0,0.0,0.0,1752.0,1.0,0.0,2.0,0.0,2.0,1.0,0,6.0,6,1.0,2,1,2005.0,2,2.0,576.0,5,5,2,196.0,82.0,0.0,0.0,0.0,0.0,3,4,1,0.0,2.0,2010.0,8,4,319900.0
47.0,50.0,3,48.0,12822.0,1,1,0,3,0,1,0,11,2,2,0,0,7.0,5.0,2003.0,2003.0,1,1,12,13,2,-1.4210854715202004e-14,2,4,2,0,4,4,2,1351.0,6,0.0,83.00000000000006,1434.0,1,0,1,5,1518.0,631.0,0.0,2149.0,1.0,0.0,1.0,1.0,1.0,1.0,2,6.0,6,1.0,0,1,2003.0,2,2.0,670.0,5,5,2,168.0,43.0,0.0,0.0,198.0,0.0,3,4,1,0.0,8.0,2009.0,8,0,239686.0
48.0,20.0,1,84.0,11096.0,1,1,3,3,0,4,0,21,2,2,0,2,8.0,5.0,2006.0,2006.0,1,1,12,13,2,-1.4210854715202004e-14,2,4,2,2,4,0,2,24.0,6,0.0,1632.0,1656.0,1,0,1,5,1656.0,0.0,0.0,1656.0,0.0,0.0,2.0,0.0,3.0,1.0,2,7.0,6,0.0,3,1,2006.0,2,3.0,826.0,5,5,2,0.0,146.0,0.0,0.0,0.0,0.0,3,4,1,0.0,7.0,2007.0,8,4,249700.0
49.0,190.0,4,33.0,4456.0,1,1,3,3,0,4,0,17,2,2,1,5,4.0,5.0,1920.0,2008.0,1,1,8,8,2,-1.4210854715202004e-14,3,4,0,4,4,4,6,0.0,6,0.0,736.0,736.0,1,2,1,5,736.0,716.0,0.0,1452.0,0.0,0.0,2.0,0.0,2.0,3.0,3,8.0,6,0.0,3,6,1928.3882395627775,1,0.0,0.0,3,3,0,0.0,0.0,102.0,0.0,0.0,0.0,3,4,1,0.0,6.0,2009.0,6,5,113000.0
50.0,20.0,3,66.0,7742.0,1,1,3,3,0,4,0,19,2,2,0,2,5.0,7.0,1966.0,1966.0,1,1,6,6,2,-1.4210854715202004e-14,3,4,1,4,4,4,1,763.0,6,0.0,192.0,955.0,1,0,1,5,955.0,0.0,0.0,955.0,1.0,0.0,1.0,0.0,3.0,1.0,3,6.0,6,0.0,3,1,1966.0,3,1.0,386.0,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,1.0,2007.0,8,4,127000.0
