season_idx,week_idx,contestant_id,celebrity_name,judge_rank,vote_rank,total_rank,placement,estimated_strength,strength_lower_95,strength_upper_95,implied_audience_score,implied_audience_lower_95,implied_audience_upper_95
2,5,24,70,2,4,6,4,45.70194164,13.29902139,122.3818305,81.07523209,23.59246034,217.1053341
2,5,25,3,3,6,9,3,23.44843148,7.633720304,55.67543678,55.40438273,18.03709395,131.5509403
2,5,26,63,3,6,9,8,24.35268257,7.212685658,56.4441765,57.54096375,17.04226558,133.3673325
2,5,27,36,4,8,12,1,21.52218475,6.920357705,50.83422889,67.7319304,21.77888499,159.9791329
2,6,16,64,5,7,12,7,12.8981203,3.186373619,31.42637947,54.06426412,13.35612794,131.728038
2,6,17,42,1,1,2,5,28.61200911,8.625778481,70.78475715,38.10878734,11.48881075,94.27933727
2,6,18,65,3,5,8,2,18.17467131,5.619505626,43.56980099,42.94344575,13.27787067,102.9475226
2,6,22,96,6,8,14,6,17.09926703,4.235987658,43.47888782,95.46367345,23.64913898,242.7387292
2,6,24,70,1,1,2,4,53.30291856,14.00919049,150.880282,70.99500003,18.65906232,200.9598333
2,6,25,3,1,1,2,3,34.31846169,10.17955402,87.78657264,45.70930175,13.55830895,116.9243241
2,6,26,63,4,6,10,8,9.186025596,2.685334149,20.76861192,28.90911186,8.450948071,65.36038015
2,6,27,36,2,4,6,1,31.04429313,9.058986921,78.94585582,55.0725676,16.07064034,140.0499268
2,7,16,64,5,5,10,7,6.637382695,1.634512497,16.64149537,27.82151219,6.851286333,69.75514107
2,7,17,42,1,1,2,5,25.12475926,6.861138009,64.70256855,33.46406413,9.138458199,86.1783741
2,7,18,65,4,4,8,2,12.3292564,3.128445163,31.98620525,38.80109507,9.845451681,100.6629881
2,7,22,96,7,7,14,6,11.56000048,2.377458055,31.55017464,85.95977579,17.67869835,234.6060403
2,7,24,70,6,6,12,4,12.17868165,2.836040205,32.44957506,67.9924868,15.83335797,181.1630657
2,7,25,3,3,3,6,3,17.70783912,4.642232634,46.76669415,41.84040614,10.96875217,110.5012003
2,7,27,36,2,2,4,1,27.38814886,7.252791114,73.33943092,48.58656866,12.86644947,130.1041306
2,8,17,42,3,3,6,5,13.89128314,3.257105906,37.84999264,32.82257786,7.695949403,89.43265483
2,8,18,65,2,2,4,2,18.72595012,4.740946657,50.75740994,33.21983045,8.410438085,90.04363147
2,8,22,96,6,6,12,6,8.042477964,1.872563446,21.52684211,44.90043279,10.45435369,120.1824278
2,8,24,70,5,5,10,4,14.55840378,3.115330804,41.8179692,61.02357311,13.05834211,175.2858308
2,8,25,3,1,1,2,3,27.56171032,6.87743267,78.0098745,36.70987777,9.160161316,103.9025853
2,8,27,36,4,4,8,1,14.99584616,3.449414565,41.88808358,47.19305312,10.85556648,131.8249422
2,9,17,42,4,5,9,5,7.479632344,1.395328166,22.56611576,23.53896425,4.391202441,71.01725964
2,9,18,65,2,2,4,2,17.13072135,3.565646659,51.56129379,30.38989503,6.325456206,91.46972122
2,9,24,70,3,3,6,4,21.8376871,4.557053344,68.6977821,51.59848646,10.76748898,162.3203759
2,9,25,3,1,1,2,3,25.00590478,5.391417315,77.28682868,33.30575996,7.180913968,102.9395491
2,9,27,36,3,3,6,1,17.3939003,3.556655642,52.76370793,41.09862573,8.403730997,124.6710541
2,10,18,65,2,2,4,2,14.80517552,2.431161714,48.31494292,26.26437735,4.312880222,85.71069566
2,10,24,70,4,4,8,4,14.60506556,2.320165624,48.68994034,45.96323728,7.301735321,153.2308959
2,10,25,3,1,1,2,3,22.33916843,3.768574901,77.09187413,29.75389165,5.019424497,102.6798861
2,10,27,36,3,3,6,1,15.14355657,2.422793701,51.48939157,35.78147243,5.724621268,121.6600761
3,0,28,8,4,6,10,13,52.37198433,9.652335894,162.3686586,164.8185646,30.37662536,510.9863525
3,0,29,50,4,6,10,12,49.40158967,9.686852737,149.5709068,155.4705097,30.48525245,470.7108672
3,0,30,20,7,13,20,8,30.01701677,6.033111001,89.5131162,223.2055298,44.86201103,665.6165296
3,0,31,99,1,1,2,5,315.5327385,56.07631563,1109.964708,420.2630435,74.68893144,1478.379545
3,0,32,61,1,1,2,4,135.7408758,25.71273442,452.1875757,180.7954188,34.24719754,602.2757819
3,0,33,17,8,14,22,15,15.55660229,2.201994692,48.78774458,154.0738538,21.80873445,483.1977887
3,0,34,110,5,11,16,11,44.99236133,8.958424463,137.1939394,188.5917366,37.55048139,575.0674675
3,0,35,57,4,6,10,6,62.96870404,13.48393056,193.1189605,198.1672367,42.4349413,607.75986
3,0,36,86,2,3,5,2,118.0762195,19.87714421,417.6130931,209.4671814,35.26204844,740.8455141
3,0,37,0,4,6,10,7,52.94649502,11.10076865,158.6954132,166.6265928,34.93495194,499.4263736
3,0,38,85,6,12,18,3,79.92109586,15.74783603,260.6959469,446.1923065,87.91875542,1455.442078
3,0,39,62,2,3,5,1,125.9502932,24.7029213,416.3061244,223.435786,43.82297569,738.5269519
3,0,40,14,9,15,24,14,13.67518726,2.17344783,41.93263053,180.3948991,28.6708251,553.1502064
3,0,41,84,3,5,8,10,72.50263468,14.37364299,218.5860084,171.3105512,33.96230654,516.4790184
3,0,42,46,4,6,10,9,47.97874122,9.910026299,148.2624192,150.9926989,31.1875964,466.5929586
3,1,28,8,5,6,11,13,34.06181818,7.260231067,93.50213145,142.7748456,30.43226772,391.9271812
3,1,29,50,3,4,7,12,55.51034462,12.61121537,155.1301823,131.1608575,29.79801032,366.5444319
3,1,30,20,5,6,11,8,45.45963148,11.15652766,123.8396169,190.5503644,46.7641365,519.0909685
3,1,31,99,7,14,21,5,45.79333637,10.78688191,131.4265205,340.5177133,80.21089206,977.283198
3,1,32,61,2,2,4,4,84.04526827,19.81088686,258.1245018,149.0962831,35.14450792,457.9127962
3,1,33,17,7,14,21,15,12.87635853,2.407477829,35.02938706,95.74817011,17.90192438,260.4773472
3,1,34,110,5,6,11,11,38.7344023,9.293541715,106.8848316,162.3606315,38.95517194,448.0226292
3,1,35,57,5,6,11,6,40.39080076,9.960521779,112.6287613,169.3036559,41.75091159,472.099109
3,1,36,86,2,2,4,2,99.63457241,19.54006132,323.2936366,176.7517045,34.66406348,573.5228237
3,1,37,0,4,5,9,7,45.30464526,11.4728628,124.9490115,142.5771182,36.10596013,393.2239152
3,1,38,85,5,6,11,3,90.70211966,19.54174342,283.8193272,380.1905425,81.91193394,1189.668162
3,1,39,62,1,1,2,1,140.8012006,30.81974888,445.0138249,187.5353454,41.04931084,592.7209498
3,1,40,14,6,12,18,14,28.24593527,6.15829514,78.15080672,157.694522,34.38120915,436.3089411
3,1,41,84,6,12,18,10,27.29228359,6.545579435,73.21482667,152.3703702,36.54338262,408.7518074
3,1,42,46,5,6,11,9,31.46356268,7.643982668,85.54544967,131.8838965,32.0408159,358.5756435
3,2,28,8,8,13,21,13,13.58372052,2.548859892,35.57852341,134.5342724,25.24411559,352.3725884
3,2,29,50,5,9,14,12,27.1147211,6.87102896,69.91323238,113.6551225,28.80087299,293.0510318
3,2,30,20,3,4,7,8,68.14998108,18.02723244,180.1737906,161.0260217,42.5950745,425.7179276
3,2,31,99,7,11,18,5,38.78952282,9.970315378,102.7616696,288.4375906,74.13893072,764.1323281
3,2,32,61,6,10,16,4,23.16030066,6.337473129,61.11689633,129.3018803,35.38154379,341.2101479
3,2,34,110,3,4,7,11,57.75827549,14.44844393,154.8640119,136.4723097,34.13904757,365.9155196
3,2,35,57,1,1,2,6,108.7494698,26.83274627,300.7711103,144.8451384,35.73895903,400.6017975
3,2,36,86,1,1,2,2,112.6464531,25.25175985,358.4043435,150.035592,33.63321822,477.364412
3,2,37,0,4,7,11,7,38.17839492,10.22981409,101.7436486,120.1502737,32.19399257,320.1948968
3,2,38,85,7,11,18,3,42.95945328,11.16031503,120.9364478,319.4450536,82.98772822,899.2793697
3,2,39,62,2,3,5,1,88.59621116,22.61462143,254.0753877,157.1696546,40.11833228,450.729669
3,2,40,14,9,14,23,14,8.14972955,1.636548233,21.281902,107.5063626,21.58836642,280.7381348
3,2,41,84,4,7,11,10,39.31608133,9.868407669,103.2276727,123.7306582,31.05661945,324.8652319
3,2,42,46,3,4,7,9,46.2762829,11.7995463,122.1025004,109.3424476,27.8801838,288.5060211
3,3,28,8,5,10,15,13,15.00428485,4.015108943,35.0029249,62.89254561,16.82988725,146.7196253
3,3,29,50,5,10,15,12,25.59277034,6.810196323,61.33154954,107.2756544,28.54588453,257.0797152
3,3,30,20,4,8,12,8,44.3647644,12.52609471,108.1517981,139.6192426,39.42055999,340.3618242
3,3,31,99,1,1,2,5,189.1518195,47.58011146,520.8021341,251.9342991,63.37270276,693.6645971
3,3,32,61,3,3,6,4,46.37432726,14.1696116,118.9249787,109.5741086,33.48021744,280.9981146
3,3,34,110,4,8,12,11,38.12452087,11.03741256,93.02839805,119.980728,34.73556557,292.7673494
3,3,35,57,3,3,6,6,51.91999285,15.18415192,129.8472516,122.6775087,35.87739187,306.8054609
3,3,36,86,3,3,6,2,54.31520691,13.6384181,153.2575721,128.3369642,32.22510372,362.1197943
3,3,37,0,3,3,6,7,44.05338833,13.28573425,110.6117721,104.0901516,31.39177587,261.3555182
3,3,38,85,5,10,15,3,65.50830021,18.43899726,179.9153148,274.5871462,77.2896201,754.1400509
3,3,39,62,2,2,4,1,75.92778434,21.36585222,209.8930926,134.6958688,37.90301605,372.3502895
3,3,41,84,3,3,6,10,45.26116163,12.9588128,112.044535,106.9439005,30.61931989,264.7408764
3,3,42,46,5,10,15,9,25.06164353,7.400385216,59.43270734,105.0493625,31.01974331,249.1204542
3,4,29,50,6,11,17,12,11.32450846,2.956567473,26.50155012,63.22371456,16.5062509,147.9557762
3,4,30,20,6,11,17,8,22.88194574,6.646122452,53.66823119,127.7478498,37.10470526,299.6249189
3,4,31,99,4,5,9,5,67.47310168,19.23375227,168.5896292,212.3429141,60.53006166,530.5642139
3,4,32,61,4,5,9,4,30.47012973,9.661650312,76.23188054,95.89178471,30.40593853,239.9074484
3,4,34,110,5,10,15,11,25.54299914,7.269883234,61.60001891,107.0670315,30.47272612,258.2050419
3,4,35,57,1,1,2,6,79.82810401,23.0460414,199.1609825,106.3243139,30.69538693,265.2656616
3,4,36,86,3,3,6,2,46.94721732,12.03036628,131.6343291,110.9277437,28.42556947,311.0280003
3,4,37,0,4,5,9,7,29.27751352,9.014403129,71.07733014,92.138532,28.36900308,223.6856915
3,4,38,85,4,5,9,3,75.39069104,20.51376757,204.5869708,237.2601619,64.55836586,643.850549
3,4,39,62,2,2,4,1,65.23013778,18.58366477,172.0581619,115.7182467,32.96741627,305.2311326
3,4,41,84,3,3,6,10,38.77040004,10.83632989,95.16665254,91.60741027,25.60427845,224.8615071
3,4,42,46,4,5,9,9,26.75614838,8.078237768,62.56413678,84.2036067,25.42282044,196.8940332
3,5,30,20,4,7,11,8,33.94777348,9.971848501,83.35585554,106.8361905,31.38215551,262.3271323
3,5,31,99,7,11,18,5,26.5557387,7.521601283,63.74269043,197.4675822,55.93037485,473.9885079
3,5,32,61,1,1,2,4,61.43865298,17.82502963,157.7383497,81.83111334,23.74143881,210.0942021
3,5,34,110,6,10,16,11,12.35628134,3.324455316,29.03405667,68.98400992,18.56013571,162.0945331
3,5,35,57,5,9,14,6,23.83315845,7.207362581,57.45636623,99.89999656,30.21066211,240.8363457
3,5,36,86,2,5,7,2,54.36997209,13.90477793,154.0206712,96.45231575,24.66707228,273.2326291
3,5,37,0,1,1,2,7,58.44928408,16.9181471,141.7723393,77.84952564,22.53354763,188.8288204
3,5,38,85,4,7,11,3,65.67850116,18.09551122,173.9185814,206.6951716,56.94793166,547.3348262
3,5,39,62,1,1,2,1,76.55640182,21.72486531,203.1445272,101.9666821,28.93569162,270.5714078
3,5,41,84,1,1,2,10,59.92832788,16.57645797,148.2223756,79.81948746,22.07844647,197.4197256
3,5,42,46,3,6,9,9,30.72308161,9.27365253,72.99434752,72.59305913,21.9119558,172.4723793
3,6,30,20,3,5,8,8,39.93528994,12.27864917,99.88913768,94.35983343,29.01221683,236.0198814
3,6,31,99,2,2,4,5,92.48552494,25.44970007,247.4441259,164.0692962,45.14776102,438.9658123
3,6,32,61,3,5,8,4,32.39356965,10.58475746,80.85143324,76.54011881,25.00985852,191.0372451
3,6,35,57,2,2,4,6,46.51193051,14.18932979,117.6496261,82.51215213,25.17186721,208.7104049
3,6,36,86,1,1,2,2,63.5386111,15.93976424,179.3003311,84.62808077,21.23042402,238.812946
3,6,37,0,3,5,8,7,30.94403952,9.809411995,74.56936538,73.11514251,23.17785806,176.1938603
3,6,38,85,2,2,4,3,103.4260268,26.52260341,292.0208291,183.4777434,47.05109127,518.0448718
3,6,39,62,5,9,14,1,24.67113789,7.944069501,59.96140024,103.4125038,33.29867157,251.336544
3,6,41,84,6,10,16,10,11.3739592,2.649368789,28.62657935,63.49979357,14.79118821,159.8196237
3,6,42,46,4,8,12,9,14.53167317,4.08815631,34.31797148,45.7322659,12.86573468,108.0012314
3,7,30,20,4,5,9,8,15.24226227,4.205250009,37.965334,47.96854314,13.23423733,119.479755
3,7,31,99,5,7,12,5,35.94774717,9.680604961,95.9400372,150.6799791,40.57760134,402.146002
3,7,32,61,2,3,5,4,37.1719427,10.61308433,100.7824374,65.94301627,18.82760873,178.7880166
3,7,35,57,1,1,2,6,54.80074093,14.34957246,148.1593981,72.98997332,19.11242245,197.3358449
3,7,36,86,1,1,2,2,56.41204053,13.65201887,168.5120589,75.13608875,18.18333979,224.4438757
3,7,37,0,4,5,9,7,22.76501694,5.864232466,58.66347931,71.64321657,18.45517961,184.6183714
