Season,Week,Celebrity_Name,Predicted_Elim_Probability,Actual_Eliminated,Prediction_Type
3,4,128,0.052000000000000046,False,pct
3,4,133,0.01693750000000005,False,pct
3,4,177,0.008937500000000043,False,pct
3,4,203,0.03662500000000002,False,pct
3,4,248,0.0695,False,pct
3,4,284,0.7661875000000001,True,pct
3,4,290,0.014624999999999999,False,pct
3,4,86,0.03518750000000004,False,pct
3,5,128,0.04512499999999997,False,pct
3,5,133,0.043875,False,pct
3,5,177,0.037562500000000054,False,pct
3,5,203,0.044937499999999964,False,pct
3,5,248,0.9493125000000001,True,pct
3,5,290,0.83475,True,pct
3,5,86,0.04443750000000002,False,pct
3,6,128,0.0,False,pct
3,6,133,0.0,False,pct
3,6,177,0.0,False,pct
3,6,203,0.0,False,pct
3,6,86,0.0,False,pct
3,7,128,0.9349375,True,pct
3,7,133,0.021750000000000047,False,pct
3,7,177,0.021625000000000005,False,pct
3,7,86,0.02168749999999997,False,pct
3,8,133,0.25593749999999993,False,pct
3,8,177,0.12450000000000006,False,pct
3,8,203,0.3601875,True,pct
3,8,86,0.259375,False,pct
4,1,102,0.0,False,pct
4,1,108,0.0,False,pct
4,1,132,0.0,False,pct
4,1,134,0.0,False,pct
4,1,159,0.0,False,pct
4,1,165,0.0,False,pct
4,1,17,0.0,False,pct
4,1,227,0.0,False,pct
4,1,252,0.0,False,pct
4,1,29,0.0,False,pct
4,1,59,0.0,False,pct
4,2,102,0.00924999999999998,False,pct
4,2,108,0.019562500000000038,False,pct
4,2,132,0.010375000000000023,False,pct
4,2,134,0.03243750000000001,False,pct
4,2,159,0.0036249999999999893,False,pct
4,2,165,0.03137500000000004,False,pct
4,2,17,0.004750000000000032,False,pct
4,2,227,0.753,True,pct
4,2,252,0.04706250000000001,False,pct
4,2,29,0.03331249999999997,False,pct
4,2,59,0.05525000000000002,False,pct
4,3,102,0.010874999999999968,False,pct
4,3,108,0.010249999999999981,False,pct
4,3,132,0.011375000000000024,False,pct
4,3,134,0.047875,False,pct
4,3,159,0.030187500000000034,False,pct
4,3,165,0.01143749999999999,False,pct
4,3,17,0.014249999999999985,False,pct
4,3,252,0.7719375000000002,True,pct
4,3,29,0.03474999999999995,False,pct
4,3,59,0.057062500000000016,False,pct
4,4,102,0.013000000000000012,False,pct
4,4,108,0.010812500000000003,False,pct
4,4,132,0.004874999999999963,False,pct
4,4,134,0.041437500000000016,False,pct
4,4,159,0.014937500000000048,False,pct
4,4,165,0.842625,True,pct
4,4,17,0.005750000000000033,False,pct
4,4,29,0.016249999999999987,False,pct
4,4,59,0.05031249999999998,False,pct
4,5,102,0.015562500000000035,False,pct
4,5,108,0.012687499999999963,False,pct
4,5,132,0.00956250000000003,False,pct
4,5,134,0.02675000000000005,False,pct
4,5,159,0.006750000000000034,False,pct
4,5,17,0.0061875000000000124,False,pct
4,5,29,0.02487499999999998,False,pct
4,5,59,0.897625,True,pct
4,6,102,0.7910625,True,pct
4,6,108,0.03268749999999998,False,pct
4,6,132,0.01749999999999996,False,pct
4,6,134,0.06943750000000004,False,pct
4,6,159,0.013125000000000053,False,pct
4,6,17,0.012499999999999956,False,pct
4,6,29,0.06368750000000001,False,pct
4,7,108,0.02300000000000002,False,pct
4,7,132,0.017187500000000022,False,pct
4,7,134,0.8491250000000001,True,pct
4,7,159,0.013499999999999956,False,pct
4,7,17,0.025000000000000022,False,pct
4,7,29,0.07218749999999996,False,pct
4,8,108,0.03137500000000004,False,pct
4,8,132,0.017187500000000022,False,pct
4,8,159,0.019000000000000017,False,pct
4,8,17,0.012750000000000039,False,pct
4,8,29,0.9196875,True,pct
4,9,108,0.9216250000000001,True,pct
4,9,132,0.019937500000000052,False,pct
4,9,159,0.021375000000000033,False,pct
4,9,17,0.0370625,False,pct
4,10,132,0.6925,True,pct
4,10,159,0.720125,True,pct
4,10,17,0.587375,False,pct
5,1,104,0.0030000000000000027,False,pct
5,1,121,0.0034374999999999822,False,pct
5,1,126,0.007874999999999965,False,pct
5,1,140,0.9088125000000001,True,pct
5,1,174,0.008562500000000028,False,pct
5,1,179,0.006687499999999957,False,pct
5,1,187,0.004249999999999976,False,pct
5,1,246,0.0015625000000000222,False,pct
5,1,288,0.016812500000000008,False,pct
5,1,39,0.008874999999999966,False,pct
5,1,4,0.008187500000000014,False,pct
5,1,92,0.021937500000000054,False,pct
5,2,104,0.004062499999999969,False,pct
5,2,121,0.028874999999999984,False,pct
5,2,126,0.030874999999999986,False,pct
5,2,174,0.010187500000000016,False,pct
5,2,179,0.05293749999999997,False,pct
5,2,187,0.01475000000000004,False,pct
5,2,246,0.006249999999999978,False,pct
5,2,288,0.06387500000000002,False,pct
5,2,39,0.028562500000000046,False,pct
5,2,4,0.73175,True,pct
5,2,92,0.027874999999999983,False,pct
5,3,104,6.249999999996536e-05,False,pct
5,3,121,0.13024999999999998,False,pct
5,3,126,0.0,False,pct
5,3,174,0.17618749999999994,False,pct
5,3,179,6.249999999996536e-05,False,pct
5,3,187,0.12687499999999996,False,pct
5,3,246,0.0,False,pct
5,3,288,0.5665,True,pct
5,3,39,6.249999999996536e-05,False,pct
5,3,92,0.0,False,pct
5,4,104,0.018625000000000003,False,pct
5,4,126,0.01693750000000005,False,pct
5,4,179,0.05762500000000004,False,pct
5,4,246,0.009375000000000022,False,pct
5,4,39,0.01881250000000001,False,pct
5,4,92,0.878625,True,pct
5,5,104,0.027000000000000024,False,pct
5,5,121,0.013499999999999956,False,pct
5,5,126,0.015312499999999951,False,pct
5,5,174,0.05118750000000005,False,pct
5,5,179,0.868,True,pct
5,5,187,0.005375000000000019,False,pct
5,5,246,0.006937500000000041,False,pct
5,5,39,0.012687499999999963,False,pct
5,6,104,0.16131249999999997,False,pct
5,6,121,0.0012499999999999734,False,pct
5,6,126,0.0003750000000000142,False,pct
5,6,174,0.5089375,False,pct
5,6,187,6.249999999996536e-05,False,pct
5,6,246,0.3276875,True,pct
5,6,39,0.0003750000000000142,False,pct
5,7,121,0.921875,True,pct
5,7,126,0.02124999999999999,False,pct
5,7,187,0.016000000000000014,False,pct
5,7,39,0.040874999999999995,False,pct
5,8,104,0.019000000000000017,False,pct
5,8,126,0.06312499999999999,False,pct
5,8,174,0.07693749999999999,False,pct
5,8,187,0.019312499999999955,False,pct
5,8,39,0.821625,True,pct
5,9,104,0.03249999999999997,False,pct
5,9,126,0.84825,True,pct
5,9,174,0.0899375,False,pct
5,9,187,0.029312499999999964,False,pct
5,10,104,0.6314375,False,pct
5,10,174,0.7408125,True,pct
5,10,187,0.62775,True,pct
6,1,1,0.0,False,pct
6,1,123,0.0,False,pct
6,1,155,0.0,False,pct
6,1,176,0.0,False,pct
6,1,178,0.0,False,pct
6,1,182,0.0,False,pct
6,1,202,0.0,False,pct
6,1,228,0.0,False,pct
6,1,230,0.0,False,pct
6,1,255,0.0,False,pct
6,1,259,0.0,False,pct
6,1,63,0.0,False,pct
6,2,1,0.02475000000000005,False,pct
6,2,123,0.007062499999999972,False,pct
6,2,155,0.008375000000000021,False,pct
6,2,176,0.009937500000000044,False,pct
6,2,178,0.01706249999999998,False,pct
6,2,182,0.012750000000000039,False,pct
6,2,202,0.9266875,True,pct
6,2,228,0.90125,True,pct
6,2,230,0.023062499999999986,False,pct
6,2,255,0.01287499999999997,False,pct
6,2,259,0.036250000000000004,False,pct
6,2,63,0.019937500000000052,False,pct
6,3,1,0.03718750000000004,False,pct
6,3,123,0.018562500000000037,False,pct
6,3,155,0.0038124999999999964,False,pct
6,3,176,0.03793749999999996,False,pct
6,3,178,0.04918750000000005,False,pct
6,3,182,0.03656250000000005,False,pct
6,3,230,0.005812499999999998,False,pct
6,3,255,0.01287499999999997,False,pct
6,3,259,0.78975,True,pct
6,3,63,0.008312499999999945,False,pct
6,4,1,0.90625,True,pct
6,4,123,0.004562500000000025,False,pct
6,4,155,0.003937500000000038,False,pct
6,4,176,0.015249999999999986,False,pct
6,4,178,0.016312499999999952,False,pct
6,4,182,0.01287499999999997,False,pct
6,4,230,0.024249999999999994,False,pct
6,4,255,0.005249999999999977,False,pct
6,4,63,0.011312499999999948,False,pct
6,5,123,0.00968749999999996,False,pct
6,5,155,0.004812499999999997,False,pct
6,5,176,0.008062499999999972,False,pct
6,5,178,0.018625000000000003,False,pct
6,5,182,0.03412499999999996,False,pct
6,5,230,0.8755,True,pct
6,5,255,0.025437500000000002,False,pct
6,5,63,0.02375000000000005,False,pct
6,6,123,0.02606249999999999,False,pct
6,6,155,0.005874999999999964,False,pct
6,6,176,0.01012500000000005,False,pct
6,6,178,0.01737500000000003,False,pct
6,6,182,0.9035625,True,pct
6,6,255,0.025499999999999967,False,pct
6,6,63,0.011499999999999955,False,pct
6,7,123,0.018874999999999975,False,pct
6,7,155,0.01981250000000001,False,pct
6,7,176,0.044499999999999984,False,pct
6,7,178,0.03400000000000003,False,pct
6,7,255,0.8112500000000001,True,pct
6,7,63,0.07156249999999997,False,pct
6,8,123,0.55025,False,pct
6,8,155,0.0036249999999999893,False,pct
6,8,176,0.43381249999999993,True,pct
6,8,178,0.010499999999999954,False,pct
6,8,63,0.0018124999999999947,False,pct
6,9,155,0.02618750000000003,False,pct
6,9,178,0.9430625000000001,True,pct
6,9,63,0.030750000000000055,False,pct
6,10,123,0.6860000000000002,True,pct
6,10,155,0.594,False,pct
6,10,63,0.72,True,pct
7,1,124,0.9548750000000001,True,pct
7,1,152,0.025249999999999995,False,pct
7,1,160,0.011562500000000031,False,pct
7,1,186,0.021499999999999964,False,pct
7,1,201,0.016437499999999994,False,pct
7,1,241,0.035812500000000025,False,pct
7,1,263,0.025249999999999995,False,pct
7,1,267,0.8301875,True,pct
7,1,274,0.010499999999999954,False,pct
7,1,287,0.01143749999999999,False,pct
7,1,36,0.007000000000000006,False,pct
7,1,58,0.03462500000000002,False,pct
7,1,60,0.015562500000000035,False,pct
7,2,152,0.934625,True,pct
7,2,160,0.03168749999999998,False,pct
7,2,186,0.03193749999999995,False,pct
7,2,201,0.8293125,True,pct
7,2,241,0.033375000000000044,False,pct
7,2,263,0.02993749999999995,False,pct
7,2,274,0.020874999999999977,False,pct
7,2,287,0.017874999999999974,False,pct
7,2,36,0.014437499999999992,False,pct
7,2,58,0.02949999999999997,False,pct
7,2,60,0.026437500000000003,False,pct
7,3,160,0.0,False,pct
7,3,186,0.0,False,pct
7,3,241,0.0,False,pct
7,3,263,0.0,False,pct
7,3,274,0.0,False,pct
7,3,287,0.0,False,pct
7,3,36,0.0,False,pct
7,3,58,0.0,False,pct
7,3,60,0.0,False,pct
7,4,160,0.004062499999999969,False,pct
7,4,186,0.024937499999999946,False,pct
7,4,241,0.9080000000000001,True,pct
7,4,263,0.007874999999999965,False,pct
7,4,274,0.015375000000000028,False,pct
7,4,287,0.010750000000000037,False,pct
7,4,36,0.003937500000000038,False,pct
7,4,58,0.013562500000000033,False,pct
7,4,60,0.011499999999999955,False,pct
7,5,160,0.04843750000000002,False,pct
7,5,186,0.012249999999999983,False,pct
7,5,263,0.04074999999999995,False,pct
7,5,274,0.812,True,pct
7,5,287,0.017874999999999974,False,pct
7,5,36,0.008437499999999987,False,pct
7,5,58,0.05062500000000003,False,pct
7,5,60,0.009624999999999995,False,pct
7,6,160,0.007437499999999986,False,pct
7,6,186,0.021812500000000012,False,pct
7,6,263,0.014624999999999999,False,pct
7,6,287,0.008624999999999994,False,pct
7,6,36,0.008750000000000036,False,pct
7,6,58,0.9244375000000001,True,pct
7,6,60,0.01431249999999995,False,pct
7,7,160,0.03249999999999997,False,pct
7,7,186,0.03531249999999997,False,pct
7,7,263,0.783875,True,pct
7,7,287,0.0663125,False,pct
7,7,36,0.013062499999999977,False,pct
7,7,60,0.06893749999999998,False,pct
7,8,160,0.03662500000000002,False,pct
7,8,186,0.876,True,pct
7,8,287,0.016312499999999952,False,pct
7,8,36,0.013437499999999991,False,pct
7,8,60,0.05762500000000004,False,pct
7,9,160,0.019000000000000017,False,pct
7,9,287,0.04162500000000002,False,pct
7,9,36,0.04112499999999997,False,pct
7,9,60,0.89825,True,pct
7,10,160,0.7004375,True,pct
7,10,287,0.707625,True,pct
7,10,36,0.5919375,False,pct
8,1,106,0.0,False,pct
8,1,162,0.0,False,pct
8,1,166,0.0,False,pct
8,1,190,0.0,False,pct
8,1,23,0.0,False,pct
8,1,256,0.0,False,pct
8,1,260,0.0,False,pct
8,1,261,0.0,False,pct
8,1,277,0.0,False,pct
8,1,56,0.0,False,pct
8,1,67,0.0,False,pct
8,1,74,0.0,False,pct
8,1,97,0.0,False,pct
8,2,106,0.027812500000000018,False,pct
8,2,162,0.014687499999999964,False,pct
8,2,166,0.00737500000000002,False,pct
8,2,190,0.0023125000000000506,False,pct
8,2,23,0.7625625,True,pct
8,2,256,0.0051875000000000115,False,pct
8,2,260,0.03831249999999997,False,pct
8,2,261,0.05456249999999996,False,pct
8,2,277,0.013375000000000026,False,pct
8,2,56,0.016562500000000036,False,pct
8,2,67,0.041874999999999996,False,pct
8,2,74,0.012312499999999948,False,pct
8,2,97,0.003062499999999968,False,pct
8,3,106,0.000687499999999952,False,pct
8,3,162,0.0012499999999999734,False,pct
8,3,166,0.00024999999999997247,False,pct
8,3,190,0.00012500000000004174,False,pct
8,3,256,0.00012500000000004174,False,pct
8,3,260,0.0012499999999999734,False,pct
8,3,261,0.001187500000000008,False,pct
8,3,277,0.000687499999999952,False,pct
8,3,56,0.22981249999999998,False,pct
8,3,67,0.17981249999999993,False,pct
8,3,74,0.5846875,True,pct
8,3,97,0.00012500000000004174,False,pct
8,4,106,0.911875,True,pct
8,4,162,0.028124999999999956,False,pct
8,4,166,0.019750000000000045,False,pct
8,4,190,0.013499999999999956,False,pct
8,4,256,0.020750000000000046,False,pct
8,4,260,0.9372500000000001,True,pct
8,4,261,0.034375000000000044,False,pct
8,4,277,0.019874999999999976,False,pct
8,4,97,0.014499999999999957,False,pct
8,5,162,0.052749999999999964,False,pct
8,5,166,0.012624999999999997,False,pct
8,5,190,0.015750000000000042,False,pct
8,5,256,0.012125000000000052,False,pct
8,5,261,0.05800000000000005,False,pct
8,5,277,0.046062500000000006,False,pct
8,5,56,0.029562500000000047,False,pct
8,5,67,0.76675,True,pct
8,5,97,0.0063750000000000195,False,pct
8,6,162,0.004125000000000045,False,pct
8,6,166,0.19062500000000004,False,pct
8,6,190,0.002062499999999967,False,pct
8,6,256,0.0028124999999999956,False,pct
8,6,261,0.7876875,True,pct
8,6,277,0.006062499999999971,False,pct
8,6,56,0.004062499999999969,False,pct
8,6,97,0.002562500000000023,False,pct
8,7,162,0.5330000000000001,True,pct
8,7,190,0.0001875000000000071,False,pct
8,7,256,0.13931249999999995,False,pct
8,7,277,0.3269375,False,pct
8,7,56,0.00043749999999997957,False,pct
8,7,97,0.00012500000000004174,False,pct
8,8,166,0.03068749999999998,False,pct
8,8,190,0.06912499999999999,False,pct
8,8,56,0.8711250000000001,True,pct
8,8,97,0.02906249999999999,False,pct
8,9,166,0.8343125,True,pct
8,9,190,0.023625000000000007,False,pct
8,9,256,0.032062499999999994,False,pct
8,9,277,0.08550000000000002,False,pct
8,9,97,0.024499999999999966,False,pct
8,10,190,0.028249999999999997,False,pct
8,10,256,0.02806249999999999,False,pct
8,10,277,0.928375,True,pct
8,10,97,0.015312499999999951,False,pct
8,11,190,0.7099375,True,pct
8,11,256,0.6049375,False,pct
8,11,97,0.685125,True,pct
9,1,0,0.0,False,pct
9,1,129,0.0,False,pct
9,1,145,0.00012500000000004174,False,pct
9,1,148,0.00024999999999997247,False,pct
9,1,170,6.249999999996536e-05,False,pct
9,1,171,0.5455,True,pct
9,1,180,0.19081250000000005,False,pct
9,1,189,0.0,False,pct
9,1,19,0.5490000000000002,True,pct
9,1,194,0.0,False,pct
9,1,205,0.0,False,pct
9,1,210,0.25649999999999995,False,pct
9,1,272,6.249999999996536e-05,False,pct
9,1,55,0.00012500000000004174,False,pct
9,1,73,0.4575625,False,pct
9,1,78,0.0,False,pct
9,2,0,0.0036874999999999547,False,pct
9,2,129,0.016874999999999973,False,pct
9,2,145,0.8291875,True,pct
9,2,148,0.022249999999999992,False,pct
9,2,170,0.0224375,False,pct
9,2,189,0.02375000000000005,False,pct
9,2,194,0.015312499999999951,False,pct
9,2,205,0.0030000000000000027,False,pct
9,2,272,0.03474999999999995,False,pct
9,2,55,0.02431249999999996,False,pct
9,2,78,0.004437499999999983,False,pct
9,3,0,0.0033125000000000515,False,pct
9,3,129,0.0024999999999999467,False,pct
9,3,148,0.003375000000000017,False,pct
9,3,170,0.003249999999999975,False,pct
9,3,180,0.5719375,False,pct
9,3,189,0.0030000000000000027,False,pct
9,3,194,0.00462499999999999,False,pct
9,3,205,0.0009375000000000355,False,pct
9,3,210,0.001375000000000015,False,pct
9,3,272,0.7325000000000002,True,pct
9,3,55,0.005249999999999977,False,pct
9,3,73,0.6660625,True,pct
9,3,78,0.00187499999999996,False,pct
9,4,0,0.03325,False,pct
9,4,129,0.0075625000000000275,False,pct
9,4,148,0.010499999999999954,False,pct
9,4,170,0.043625000000000025,False,pct
9,4,189,0.005249999999999977,False,pct
9,4,194,0.04268749999999999,False,pct
9,4,205,0.004249999999999976,False,pct
9,4,210,0.010812500000000003,False,pct
9,4,55,0.8319375,True,pct
9,4,78,0.01012500000000005,False,pct
9,5,0,0.016000000000000014,False,pct
9,5,129,0.017124999999999946,False,pct
9,5,148,0.01618750000000002,False,pct
9,5,170,0.038562500000000055,False,pct
9,5,180,0.008812500000000001,False,pct
9,5,189,0.02631249999999996,False,pct
9,5,194,0.051875000000000004,False,pct
9,5,205,0.005562500000000026,False,pct
9,5,210,0.8165,True,pct
9,5,78,0.003062499999999968,False,pct
9,6,0,0.019874999999999976,False,pct
9,6,129,0.01431249999999995,False,pct
9,6,148,0.034375000000000044,False,pct
9,6,170,0.9166875,True,pct
9,6,180,0.02575000000000005,False,pct
9,6,189,0.914125,True,pct
9,6,194,0.03587499999999999,False,pct
9,6,205,0.016750000000000043,False,pct
9,6,78,0.022249999999999992,False,pct
9,7,0,0.024687499999999973,False,pct
9,7,129,0.022750000000000048,False,pct
9,7,148,0.027687499999999976,False,pct
9,7,180,0.9449375,True,pct
9,7,194,0.916125,True,pct
9,7,205,0.03762500000000002,False,pct
9,7,78,0.02618750000000003,False,pct
9,8,0,0.86325,True,pct
9,8,129,0.03631249999999997,False,pct
9,8,148,0.038562500000000055,False,pct
9,8,205,0.011249999999999982,False,pct
9,8,78,0.05062500000000003,False,pct
9,9,129,0.8246250000000002,True,pct
9,9,148,0.07006250000000003,False,pct
9,9,205,0.02762500000000001,False,pct
9,9,78,0.07768750000000002,False,pct
9,10,148,0.727625,True,pct
9,10,205,0.6518125,True,pct
9,10,78,0.6205625,False,pct
10,1,114,0.0,False,pct
10,1,143,0.0,False,pct
10,1,216,0.0,False,pct
10,1,217,0.0,False,pct
10,1,224,0.0,False,pct
10,1,254,0.0,False,pct
10,1,3,0.0,False,pct
10,1,37,0.0,False,pct
10,1,43,0.0,False,pct
10,1,88,0.0,False,pct
10,1,89,0.0,False,pct
10,2,143,0.0,False,pct
10,2,216,0.0,False,pct
10,2,217,0.0,False,pct
10,2,224,0.0,False,pct
10,2,3,0.0,False,pct
10,2,37,0.0,False,pct
10,2,43,0.0,False,pct
10,2,88,0.0,False,pct
10,2,89,0.0,False,pct
10,3,114,0.00868749999999996,False,pct
10,3,143,0.028000000000000025,False,pct
10,3,216,0.0063750000000000195,False,pct
10,3,217,0.007874999999999965,False,pct
10,3,224,0.008750000000000036,False,pct
10,3,3,0.011187500000000017,False,pct
10,3,37,0.9100000000000001,True,pct
10,3,43,0.009937500000000044,False,pct
10,3,88,0.005499999999999949,False,pct
10,3,89,0.0036874999999999547,False,pct
10,4,114,0.025437500000000002,False,pct
10,4,143,0.046375000000000055,False,pct
10,4,216,0.0061875000000000124,False,pct
10,4,217,0.026249999999999996,False,pct
10,4,224,0.009812500000000002,False,pct
10,4,3,0.85,True,pct
10,4,43,0.011812500000000004,False,pct
10,4,88,0.018562500000000037,False,pct
10,4,89,0.005562500000000026,False,pct
10,5,114,0.015499999999999958,False,pct
10,5,143,0.8888125,True,pct
10,5,216,0.004687499999999956,False,pct
10,5,217,0.02631249999999996,False,pct
10,5,224,0.01837500000000003,False,pct
10,5,43,0.025812500000000016,False,pct
10,5,88,0.014125000000000054,False,pct
10,5,89,0.0063750000000000195,False,pct
10,6,114,0.880625,True,pct
10,6,216,0.007874999999999965,False,pct
10,6,217,0.03612499999999996,False,pct
10,6,224,0.018750000000000044,False,pct
10,6,43,0.01693750000000005,False,pct
10,6,88,0.009624999999999995,False,pct
10,6,89,0.030062499999999992,False,pct
10,7,216,0.015437499999999993,False,pct
10,7,217,0.06837499999999996,False,pct
10,7,224,0.82775,True,pct
10,7,43,0.028000000000000025,False,pct
10,7,88,0.04556249999999995,False,pct
10,7,89,0.014874999999999972,False,pct
10,8,216,0.014499999999999957,False,pct
10,8,217,0.8980625,True,pct
10,8,43,0.04343750000000002,False,pct
10,8,88,0.022937500000000055,False,pct
10,8,89,0.021062499999999984,False,pct
10,9,216,0.021499999999999964,False,pct
10,9,43,0.9284375000000001,True,pct
10,9,88,0.031062499999999993,False,pct
10,9,89,0.019000000000000017,False,pct
10,10,216,0.590625,False,pct
10,10,88,0.7013750000000001,True,pct
10,10,89,0.708,True,pct
11,1,127,0.0026249999999999885,False,pct
11,1,157,0.009312499999999946,False,pct
11,1,158,0.0031250000000000444,False,pct
11,1,172,0.03518750000000004,False,pct
11,1,193,0.02487499999999998,False,pct
11,1,20,0.010687499999999961,False,pct
11,1,235,0.005312500000000053,False,pct
11,1,270,0.03531249999999997,False,pct
11,1,33,0.005375000000000019,False,pct
11,1,35,0.011750000000000038,False,pct
11,1,69,0.8420625000000002,True,pct
11,1,91,0.014375000000000027,False,pct
11,2,127,0.003750000000000031,False,pct
11,2,157,0.005312500000000053,False,pct
11,2,158,0.004187500000000011,False,pct
11,2,172,0.011499999999999955,False,pct
11,2,193,0.93575,True,pct
11,2,20,0.003750000000000031,False,pct
11,2,235,0.005312500000000053,False,pct
11,2,270,0.011624999999999996,False,pct
11,2,33,0.005750000000000033,False,pct
11,2,35,0.0038124999999999964,False,pct
11,2,91,0.00924999999999998,False,pct
11,3,127,0.006062499999999971,False,pct
11,3,157,0.009187500000000015,False,pct
11,3,158,0.008874999999999966,False,pct
11,3,172,0.8855625000000001,True,pct
11,3,20,0.004375000000000018,False,pct
11,3,235,0.005750000000000033,False,pct
11,3,270,0.02375000000000005,False,pct
11,3,33,0.007000000000000006,False,pct
11,3,35,0.026687499999999975,False,pct
11,3,91,0.022750000000000048,False,pct
11,4,127,0.0036874999999999547,False,pct
11,4,157,0.0234375,False,pct
11,4,158,0.013499999999999956,False,pct
11,4,20,0.010000000000000009,False,pct
11,4,235,0.014562500000000034,False,pct
11,4,270,0.8803125,True,pct
11,4,33,0.006062499999999971,False,pct
11,4,35,0.02531249999999996,False,pct
11,4,91,0.02312499999999995,False,pct
11,5,127,0.011750000000000038,False,pct
11,5,157,0.016562500000000036,False,pct
11,5,158,0.05443750000000003,False,pct
11,5,20,0.023062499999999986,False,pct
11,5,235,0.016812500000000008,False,pct
11,5,33,0.00868749999999996,False,pct
11,5,35,0.053875000000000006,False,pct
11,5,91,0.8148125000000002,True,pct
11,6,127,0.04981250000000004,False,pct
11,6,157,0.06031249999999999,False,pct
11,6,158,0.05125000000000002,False,pct
11,6,20,0.7111875,True,pct
11,6,235,0.053625000000000034,False,pct
11,6,33,0.017625000000000002,False,pct
11,6,35,0.056187499999999946,False,pct
11,7,127,0.017312499999999953,False,pct
11,7,157,0.03743750000000001,False,pct
11,7,158,0.060562499999999964,False,pct
11,7,235,0.8026875,True,pct
11,7,33,0.017124999999999946,False,pct
11,7,35,0.06487500000000002,False,pct
11,8,127,0.0044999999999999485,False,pct
11,8,157,0.68325,True,pct
11,8,158,0.00462499999999999,False,pct
11,8,33,0.3008124999999999,False,pct
11,8,35,0.006812499999999999,False,pct
11,9,127,0.0,False,pct
11,9,158,0.0,False,pct
11,9,35,0.0,False,pct
11,10,127,0.60675,False,pct
11,10,158,0.6795,True,pct
11,10,35,0.71375,True,pct
12,1,105,0.0,False,pct
12,1,149,0.0,False,pct
12,1,154,0.0,False,pct
12,1,197,0.0,False,pct
12,1,229,0.0,False,pct
12,1,231,0.0,False,pct
12,1,242,0.0,False,pct
12,1,262,0.0,False,pct
