celebrity_name,season,week,judge_score,placement,weeks_participated,judge_rank,n_contestants,is_bottom_two,is_last_week,is_abnormal
Warren Sapp,7,7,21.0,2,10,1.0,6,1,0,True
Cody Linley,7,7,22.0,4,9,2.0,6,1,0,True
Cody Linley,7,8,24.0,4,9,1.0,5,1,0,True
Warren Sapp,7,9,24.5,2,10,2.0,4,1,0,True
Brooke Burke,7,9,24.5,1,10,2.0,4,1,0,True
Steve Wozniak,8,1,13.0,10,4,1.0,13,1,0,True
Ty Murray,8,1,14.0,4,10,2.0,13,1,0,True
Steve-O,8,2,14.0,8,6,1.0,13,1,0,True
David Alan Grier,8,2,17.0,9,5,2.0,13,1,0,True
Steve Wozniak,8,2,17.0,10,4,2.0,13,1,0,True
Steve Wozniak,8,3,10.0,10,4,1.0,12,1,0,True
Steve-O,8,3,15.0,8,6,2.0,12,1,0,True
Steve-O,8,4,15.0,8,6,2.0,11,1,0,True
Steve-O,8,5,18.0,8,6,1.0,9,1,0,True
Lawrence Taylor,8,5,20.0,7,7,2.0,9,1,0,True
Ty Murray,8,6,18.0,4,10,2.0,8,1,0,True
Ty Murray,8,7,24.0,4,10,2.0,7,1,0,True
Melissa Rycroft,8,8,23.0,3,11,1.0,6,1,0,True
Ty Murray,8,9,23.0,4,10,1.0,5,1,0,True
Melissa Rycroft,8,10,27.5,3,11,2.0,4,1,0,True
Tom DeLay,9,2,18.0,13,3,1.0,14,1,0,True
Michael Irvin,9,3,14.0,7,7,1.0,13,1,0,True
Louie Vito,9,4,16.0,8,6,1.0,11,1,0,True
Michael Irvin,9,4,16.0,7,7,1.0,11,1,0,True
Michael Irvin,9,5,21.0,7,7,1.0,10,1,0,True
Louie Vito,9,5,22.0,8,6,2.0,10,1,0,True
Michael Irvin,9,6,21.9998,7,7,1.0,9,1,0,True
Donny Osmond,9,8,25.0,1,10,1.0,5,1,0,True
Donny Osmond,9,9,24.666600000000003,1,10,1.0,4,1,0,True
Kelly Osbourne,9,9,25.9998,3,10,2.0,4,1,0,True
Buzz Aldrin,10,1,14.0,10,3,1.0,11,1,0,True
Aiden Turner,10,1,15.0,9,4,2.0,11,1,0,True
Buzz Aldrin,10,2,12.0,10,3,1.0,11,1,0,True
Kate Gosselin,10,2,15.0,8,5,2.0,11,1,0,True
Kate Gosselin,10,3,15.0,8,5,2.0,10,1,0,True
Kate Gosselin,10,4,16.0,8,5,1.0,9,1,0,True
Niecy Nash,10,5,18.0,5,8,2.0,8,1,0,True
Chad Ochocinco,10,5,18.0,4,9,2.0,8,1,0,True
Niecy Nash,10,6,25.9998,5,8,2.0,7,1,0,True
Niecy Nash,10,7,24.5,5,8,1.0,6,1,0,True
Erin Andrews,10,7,25.5,3,10,2.0,6,1,0,True
Chad Ochocinco,10,8,22.5,4,9,2.0,5,1,0,True
Erin Andrews,10,9,28.0,3,10,2.0,4,1,0,True
Margaret Cho,11,1,15.0,10,3,1.0,12,1,0,True
The Situation,11,1,15.0,9,4,1.0,12,1,0,True
Margaret Cho,11,2,18.0,10,3,2.0,11,1,0,True
The Situation,11,2,18.0,9,4,2.0,11,1,0,True
Bristol Palin,11,3,19.0,3,10,2.0,10,1,0,True
Bristol Palin,11,4,16.0,3,10,2.0,9,1,0,True
Bristol Palin,11,5,18.0,3,10,1.0,8,1,0,True
Kyle Massey,11,5,20.0,2,10,2.0,8,1,0,True
Kurt Warner,11,6,21.9999,5,8,1.0,7,1,0,True
Bristol Palin,11,6,27.9998,3,10,2.0,7,1,0,True
Bristol Palin,11,7,32.5,3,10,1.0,6,1,0,True
Kyle Massey,11,7,33.5,2,10,2.0,6,1,0,True
Bristol Palin,11,8,23.5,3,10,1.0,5,1,0,True
Bristol Palin,11,9,26.5,3,10,1.0,4,1,0,True
Mike Catherwood,12,1,13.0,11,2,1.0,11,1,0,True
Wendy Williams,12,1,14.0,10,3,2.0,11,1,0,True
Sugar Ray Leonard,12,2,17.0,9,4,1.0,11,1,0,True
Wendy Williams,12,2,17.0,10,3,1.0,11,1,0,True
Sugar Ray Leonard,12,3,20.0,9,4,2.0,10,1,0,True
Romeo,12,3,20.0,5,8,2.0,10,1,0,True
Kendra Wilkinson,12,4,18.0,6,7,1.0,9,1,0,True
Ralph Macchio,12,5,22.0,4,9,1.0,8,1,0,True
Kendra Wilkinson,12,5,22.0,6,7,1.0,8,1,0,True
Ralph Macchio,12,6,24.0,4,9,2.0,7,1,0,True
Kirstie Alley,12,7,30.0,2,10,1.0,6,1,0,True
Romeo,12,7,30.0,5,8,1.0,6,1,0,True
Ralph Macchio,12,8,23.0,4,9,1.0,5,1,0,True
Kirstie Alley,12,9,27.0,2,10,2.0,4,1,0,True
Elisabetta Canalis,13,1,15.0,11,2,2.0,12,1,0,True
Chaz Bono,13,2,17.0,7,6,1.0,11,1,0,True
David Arquette,13,2,18.0,6,7,2.0,11,1,0,True
Carson Kressley,13,2,18.0,8,5,2.0,11,1,0,True
Chaz Bono,13,3,18.0,7,6,1.0,10,1,0,True
Nancy Grace,13,3,21.0,5,8,2.0,10,1,0,True
Carson Kressley,13,4,20.0,8,5,1.0,9,1,0,True
Chaz Bono,13,4,21.0,7,6,2.0,9,1,0,True
Nancy Grace,13,4,21.0,5,8,2.0,9,1,0,True
Chaz Bono,13,5,21.0,7,6,2.0,8,1,0,True
Hope Solo,13,6,20.0,4,9,2.0,7,1,0,True
Nancy Grace,13,7,22.0,5,8,1.0,6,1,0,True
Rob Kardashian,13,8,25.5,2,10,2.0,5,1,0,True
J.R. Martinez,13,9,28.0,1,10,2.0,4,1,0,True
Melissa Gilbert,14,1,20.0,5,8,1.0,12,1,0,True
Martina Navratilova,14,1,20.0,12,2,1.0,12,1,0,True
Gavin DeGraw,14,1,20.0,9,5,1.0,12,1,0,True
Gladys Knight,14,2,19.0,8,6,2.0,12,1,0,True
Sherri Sheperd,14,3,24.0,10,4,1.0,11,1,0,True
Melissa Gilbert,14,3,24.0,5,8,1.0,11,1,0,True
Gavin DeGraw,14,3,24.0,9,5,1.0,11,1,0,True
Gladys Knight,14,3,24.0,8,6,1.0,11,1,0,True
Gladys Knight,14,4,20.0,8,6,1.0,10,1,0,True
Melissa Gilbert,14,5,21.0,5,8,2.0,9,1,0,True
Roshon Fegan,14,6,27.9998,6,8,2.0,8,1,0,True
Melissa Gilbert,14,7,23.5,5,8,1.0,7,1,0,True
Maria Menounos,14,8,26.5,4,9,2.0,6,1,0,True
Katherine Jenkins,14,9,28.0,2,10,1.0,4,1,0,True
Donald Driver,14,9,28.5,1,10,2.0,4,1,0,True
Kirstie Alley,15,1,19.0,7,8,2.0,13,1,0,True
Bristol Palin,15,2,18.0,9,4,1.0,12,1,0,True
Kirstie Alley,15,2,21.0,7,8,2.0,12,1,0,True
Bristol Palin,15,3,22.5,9,4,1.0,11,1,0,True
Kirstie Alley,15,3,24.0,7,8,2.0,11,1,0,True
Kirstie Alley,15,4,30.0,7,8,1.0,9,1,0,True
Kelly Monaco,15,5,25.75,3,10,1.0,8,1,0,True
Kirstie Alley,15,5,26.25,7,8,2.0,8,1,0,True
Emmitt Smith,15,6,26.5,4,9,1.0,8,1,0,True
Kelly Monaco,15,6,27.0,3,10,2.0,8,1,0,True
Kirstie Alley,15,7,27.9999,7,8,1.0,7,1,0,True
Apolo Anton Ohno,15,7,33.0,5,9,2.0,7,1,0,True
Shawn Johnson,15,8,27.8333,2,10,2.0,7,1,0,True
Kelly Monaco,15,9,27.111,3,10,2.0,5,1,0,True
D. L. Hughley,16,1,12.0,9,5,1.0,12,1,0,True
Andy Dick,16,1,17.0,7,7,2.0,12,1,0,True
D. L. Hughley,16,2,16.0,9,5,2.0,12,1,0,True
D. L. Hughley,16,3,16.0,9,5,2.0,11,1,0,True
Victor Ortiz,16,4,18.0,8,6,1.0,10,1,0,True
Andy Dick,16,5,18.0,7,7,1.0,9,1,0,True
Andy Dick,16,6,21.5,7,7,2.0,8,1,0,True
Sean Lowe,16,7,24.0,6,8,2.0,7,1,0,True
Ingo Rademacher,16,8,24.0,5,9,2.0,6,1,0,True
Zendaya,16,9,27.5,2,10,2.0,5,1,0,True
Bill Nye,17,1,14.0,11,3,1.0,12,1,0,True
Keyshawn Johnson,17,1,17.0,12,2,2.0,12,1,0,True
Bill Nye,17,2,17.0,11,3,1.0,12,1,0,True
Valerie Harper,17,3,16.0,10,4,1.0,11,1,0,True
Brant Daugherty,17,4,21.0,7,8,2.0,10,1,0,True
Bill Engvall,17,4,21.0,4,11,2.0,10,1,0,True
Leah Remini,17,5,22.0,5,10,1.0,9,1,0,True
Bill Engvall,17,5,24.0,4,11,2.0,9,1,0,True
Bill Engvall,17,6,23.9999,4,11,1.0,8,1,0,True
Jack Osbourne,17,6,26.9998,3,11,2.0,8,1,0,True
Bill Engvall,17,7,25.0,4,11,1.0,8,1,0,True
Leah Remini,17,7,26.5,5,10,2.0,8,1,0,True
Bill Engvall,17,8,24.0,4,11,1.0,7,1,0,True
Elizabeth Berkley Lauren,17,8,25.0,6,9,2.0,7,1,0,True
Bill Engvall,17,9,21.0,4,11,1.0,6,1,0,True
Amber Riley,17,9,25.5,1,11,2.0,6,1,0,True
Bill Engvall,17,10,30.0,4,11,1.0,5,1,0,True
Billy Dee Williams,18,1,15.0,10,2,1.0,12,1,0,True
Candace Cameron Bure,18,2,21.0,3,10,2.0,11,1,0,True
Drew Carey,18,2,21.0,8,6,2.0,11,1,0,True
NeNe Leakes,18,2,21.0,7,7,2.0,11,1,0,True
Drew Carey,18,3,30.0,8,6,1.0,9,1,0,True
NeNe Leakes,18,3,31.0,7,7,2.0,9,1,0,True
Candace Cameron Bure,18,4,28.0,3,10,1.0,9,1,0,True
Cody Simpson,18,4,31.0,9,5,2.0,9,1,0,True
Drew Carey,18,5,28.0,8,6,1.0,9,1,0,True
Candace Cameron Bure,18,6,32.0,3,10,1.0,8,1,0,True
James Maslow,18,7,35.0,4,10,2.0,7,1,0,True
James Maslow,18,8,36.0,4,10,1.0,6,1,0,True
Candace Cameron Bure,18,8,36.0,3,10,1.0,6,1,0,True
Meryl Davis,18,8,36.0,1,10,1.0,6,1,0,True
Candace Cameron Bure,18,9,36.0,3,10,1.0,5,1,0,True
James Maslow,18,9,38.0,4,10,2.0,5,1,0,True
Betsey Johnson,19,1,20.0,10,4,1.0,13,1,0,True
Michael Waltrip,19,2,24.0,7,8,1.0,12,1,0,True
Randy Couture,19,2,28.0,11,3,2.0,12,1,0,True
Tommy Chong,19,2,28.0,5,10,2.0,12,1,0,True
Betsey Johnson,19,2,28.0,10,4,2.0,12,1,0,True
Michael Waltrip,19,3,28.0,7,8,2.0,11,1,0,True
Jonathan Bennett,19,4,24.0,9,6,1.0,10,1,0,True
Michael Waltrip,19,4,25.0,7,8,2.0,10,1,0,True
Michael Waltrip,19,5,20.0,7,8,1.0,9,1,0,True
Tommy Chong,19,5,23.0,5,10,2.0,9,1,0,True
Antonio Sabato Jr.,19,6,28.0,8,7,1.0,9,1,0,True
Tommy Chong,19,6,28.0,5,10,1.0,9,1,0,True
Michael Waltrip,19,7,28.0,7,8,1.0,8,1,0,True
Tommy Chong,19,8,29.0,5,10,2.0,7,1,0,True
Tommy Chong,19,9,28.5,5,10,1.0,6,1,0,True
Sadie Robertson,19,10,37.0,2,11,2.0,5,1,0,True
Charlotte McKinney,20,1,22.0,11,3,1.0,12,1,0,True
Redfoo,20,1,22.0,12,2,1.0,12,1,0,True
Chris Soules,20,2,21.0,5,8,1.0,12,1,0,True
Charlotte McKinney,20,2,26.0,11,3,2.0,12,1,0,True
Patti LaBelle,20,3,22.0,8,6,1.0,11,1,0,True
Chris Soules,20,4,27.0,5,8,1.0,10,1,0,True
Suzanne Somers,20,4,28.0,9,5,2.0,10,1,0,True
Robert Herjavec,20,5,24.0,6,8,1.0,9,1,0,True
Patti LaBelle,20,5,27.0,8,6,2.0,9,1,0,True
Chris Soules,20,5,27.0,5,8,2.0,9,1,0,True
Robert Herjavec,20,6,33.5,6,8,1.0,8,1,0,True
Noah Galloway,20,6,34.0,3,10,2.0,8,1,0,True
Robert Herjavec,20,7,31.0,6,8,1.0,7,1,0,True
Chris Soules,20,7,31.0,5,8,1.0,7,1,0,True
Noah Galloway,20,8,31.5,3,10,2.0,6,1,0,True
Noah Galloway,20,9,38.0,3,10,1.0,4,1,0,True
Rumer Willis,20,9,39.0,1,10,2.0,4,1,0,True
Kim Zolciak-Biermann,21,1,12.0,11,2,1.0,13,1,0,True
Chaka Khan,21,1,13.0,13,2,2.0,13,1,0,True
Gary Busey,21,2,16.5,10,4,2.0,13,1,0,True
Paula Deen,21,3,20.0,9,6,1.0,10,1,0,True
Gary Busey,21,3,25.0,10,4,2.0,10,1,0,True
Paula Deen,21,4,18.0,9,6,2.0,10,1,0,True
Paula Deen,21,5,26.0,9,6,1.0,9,1,0,True
Alek Skarlatos,21,5,29.0,3,11,2.0,9,1,0,True
Tamar Braxton,21,5,29.0,5,9,2.0,9,1,0,True
Alexa PenaVega,21,6,30.0,6,9,2.0,9,1,0,True
Alek Skarlatos,21,6,30.0,3,11,2.0,9,1,0,True
Alek Skarlatos,21,7,26.5,3,11,1.0,8,1,0,True
Tamar Braxton,21,7,27.0,5,9,2.0,8,1,0,True
Nick Carter,21,7,27.0,2,11,2.0,8,1,0,True
Alek Skarlatos,21,8,25.0,3,11,2.0,7,1,0,True
Alek Skarlatos,21,9,25.5,3,11,2.0,6,1,0,True
Nick Carter,21,10,27.0,2,11,1.0,4,1,0,True
Alek Skarlatos,21,10,28.5,3,11,2.0,4,1,0,True
Geraldo Rivera,22,1,13.0,12,2,1.0,12,1,0,True
Doug Flutie,22,1,15.0,9,6,2.0,12,1,0,True
Mischa Barton,22,2,15.0,11,3,2.0,12,1,0,True
Doug Flutie,22,3,20.0,9,6,2.0,11,1,0,True
Von Miller,22,3,20.0,7,7,2.0,11,1,0,True
Antonio Brown,22,3,20.0,5,9,2.0,11,1,0,True
Doug Flutie,22,4,24.0,9,6,1.0,10,1,0,True
Jodie Sweetin,22,4,27.0,6,8,2.0,10,1,0,True
Antonio Brown,22,5,26.0,5,9,1.0,9,1,0,True
Kim Fields,22,5,28.0,8,7,2.0,9,1,0,True
Doug Flutie,22,5,28.0,9,6,2.0,9,1,0,True
Kim Fields,22,6,24.0,8,7,2.0,9,1,0,True
Von Miller,22,6,24.0,7,7,2.0,9,1,0,True
Ginger Zee,22,6,24.0,3,10,2.0,9,1,0,True
Jodie Sweetin,22,7,25.5,6,8,1.0,8,1,0,True
Antonio Brown,22,7,26.0,5,9,2.0,8,1,0,True
Wanya Morris,22,8,25.0,4,9,1.0,6,1,0,True
Antonio Brown,22,8,27.0,5,9,2.0,6,1,0,True
Ginger Zee,22,9,28.0,3,10,2.0,5,1,0,True
Rick Perry,23,1,20.0,12,3,1.0,13,1,0,True
Jake T. Austin,23,1,22.0,13,2,2.0,13,1,0,True
Maureen McCormick,23,1,22.0,8,7,2.0,13,1,0,True
Rick Perry,23,2,22.0,12,3,1.0,13,1,0,True
Ryan Lochte,23,2,24.0,7,8,2.0,13,1,0,True
Amber Rose,23,2,24.0,9,6,2.0,13,1,0,True
Vanilla Ice,23,3,23.0,10,4,1.0,12,1,0,True
Marilu Henner,23,4,21.0,6,9,2.0,11,1,0,True
Maureen McCormick,23,5,24.0,8,7,1.0,9,1,0,True
Ryan Lochte,23,5,24.0,7,8,1.0,9,1,0,True
Calvin Johnson Jr.,23,5,24.0,3,11,1.0,9,1,0,True
Amber Rose,23,5,24.0,9,6,1.0,9,1,0,True
Ryan Lochte,23,6,30.0,7,8,2.0,9,1,0,True
Terra Jole,23,6,30.0,5,10,2.0,9,1,0,True
Marilu Henner,23,7,32.0,6,9,1.0,8,1,0,True
Ryan Lochte,23,7,33.0,7,8,2.0,8,1,0,True
Marilu Henner,23,8,23.0,6,9,1.0,7,1,0,True
Terra Jole,23,8,24.0,5,10,2.0,7,1,0,True
James Hinchcliffe,23,9,36.0,2,11,1.0,6,1,0,True
Calvin Johnson Jr.,23,10,28.0,3,11,1.0,5,1,0,True
Jana Kramer,23,10,29.0,4,11,2.0,5,1,0,True
Chris Kattan,24,1,17.0,12,2,1.0,12,1,0,True
Mr. T,24,1,20.0,10,4,2.0,12,1,0,True
Mr. T,24,2,22.0,10,4,1.0,12,1,0,True
Mr. T,24,3,24.0,10,4,1.0,11,1,0,True
Bonner Bolton,24,3,24.0,5,8,1.0,11,1,0,True
Erika Jayne,24,4,30.0,9,5,2.0,10,1,0,True
Nick Viall,24,4,30.0,6,7,2.0,10,1,0,True
David Ross,24,5,29.0,2,10,1.0,9,1,0,True
Bonner Bolton,24,5,30.0,5,8,2.0,9,1,0,True
Nick Viall,24,6,30.5,6,7,1.0,8,1,0,True
David Ross,24,6,31.0,2,10,2.0,8,1,0,True
Bonner Bolton,24,7,31.0,5,8,1.0,7,1,0,True
David Ross,24,7,32.0,2,10,2.0,7,1,0,True
David Ross,24,8,32.5,2,10,2.0,5,1,0,True
David Ross,24,9,35.0,2,10,1.0,4,1,0,True
Normani,24,9,38.0,3,10,2.0,4,1,0,True
Barbara Corcoran,25,1,14.0,13,2,1.0,13,1,0,True
Terrell Owens,25,1,15.0,6,8,2.0,13,1,0,True
Derek Fisher,25,2,19.0,11,4,2.0,13,1,0,True
Nick Lachey,25,2,19.0,9,6,2.0,13,1,0,True
Sasha Pieterse,25,3,19.0,10,5,1.0,11,1,0,True
Frankie Muniz,25,3,21.0,3,10,2.0,11,1,0,True
Derek Fisher,25,3,21.0,11,4,2.0,11,1,0,True
Nikki Bella,25,3,21.0,8,7,2.0,11,1,0,True
Terrell Owens,25,3,21.0,6,8,2.0,11,1,0,True
Nick Lachey,25,3,21.0,9,6,2.0,11,1,0,True
Nick Lachey,25,4,22.0,9,6,1.0,11,1,0,True
Nick Lachey,25,5,22.0,9,6,1.0,10,1,0,True
Vanessa Lachey,25,5,24.0,7,7,2.0,10,1,0,True
Drew Scott,25,6,30.0,4,10,2.0,9,1,0,True
Terrell Owens,25,7,24.5,6,8,2.0,8,1,0,True
Drew Scott,25,8,23.5,4,10,1.0,6,1,0,True
Victoria Arlen,25,8,24.0,5,9,2.0,6,1,0,True
Drew Scott,25,9,24.0,4,10,1.0,5,1,0,True
Frankie Muniz,25,9,25.5,3,10,2.0,5,1,0,True
Kareem Abdul-Jabbar,26,1,17.0,8,2,1.0,10,1,0,True
Jennie Finch Daigle,26,2,31.5,6,3,2.0,8,1,0,True
Josh Norman,26,2,31.5,2,4,2.0,8,1,0,True
Joe Amabile,27,1,14.0,6,8,1.0,13,1,0,True
Joe Amabile,27,2,17.5,6,8,1.0,12,1,0,True
Joe Amabile,27,3,18.0,6,8,1.0,11,1,0,True
John Schneider,27,3,21.0,8,7,2.0,11,1,0,True
Joe Amabile,27,4,15.0,6,8,1.0,10,1,0,True
Bobby Bones,27,4,20.0,1,9,2.0,10,1,0,True
Joe Amabile,27,5,17.0,6,8,1.0,9,1,0,True
Bobby Bones,27,5,21.0,1,9,2.0,9,1,0,True
John Schneider,27,6,19.0,8,7,1.0,9,1,0,True
Bobby Bones,27,6,22.0,1,9,2.0,9,1,0,True
Joe Amabile,27,6,22.0,6,8,2.0,9,1,0,True
Joe Amabile,27,7,23.5,6,8,1.0,8,1,0,True
Bobby Bones,27,7,26.5,1,9,2.0,8,1,0,True
Bobby Bones,27,8,22.5,1,9,1.0,6,1,0,True
Lamar Odom,28,1,11.0,10,4,1.0,12,1,0,True
Sean Spicer,28,1,12.0,6,9,2.0,12,1,0,True
Lamar Odom,28,2,12.0,10,4,1.0,12,1,0,True
Lamar Odom,28,3,12.0,10,4,1.0,10,1,0,True
Sean Spicer,28,3,15.0,6,9,2.0,10,1,0,True
Sean Spicer,28,4,21.0,6,9,2.0,10,1,0,True
Sean Spicer,28,5,19.0,6,9,1.0,9,1,0,True
Karamo Brown,28,5,21.0,8,7,2.0,9,1,0,True
Sean Spicer,28,6,21.0,6,9,1.0,9,1,0,True
Hannah Brown,28,6,24.0,1,11,2.0,9,1,0,True
Sean Spicer,28,7,21.0,6,9,1.0,8,1,0,True
Kate Flannery,28,7,24.0,7,8,2.0,8,1,0,True
Sean Spicer,28,8,20.0,6,9,1.0,7,1,0,True
Lauren Alaina,28,8,24.0,4,11,2.0,7,1,0,True
Lauren Alaina,28,9,35.0,4,11,2.0,6,1,0,True
Lauren Alaina,28,10,27.0,4,11,2.0,5,1,0,True
Hannah Brown,28,10,27.0,1,11,2.0,5,1,0,True
Carole Baskin,29,1,11.0,14,3,1.0,15,1,0,True
Charles Oakley,29,1,12.0,15,2,2.0,15,1,0,True
Skai Jackson,29,2,15.0,5,10,1.0,15,1,0,True
Anne Heche,29,3,15.0,13,4,2.0,14,1,0,True
Jesse Metcalfe,29,4,21.0,12,5,1.0,13,1,0,True
Nelly,29,4,21.0,3,11,1.0,13,1,0,True
Jeannie Mai,29,4,21.0,9,7,1.0,13,1,0,True
Chrishell Stause,29,5,19.0,8,8,1.0,12,1,0,True
Skai Jackson,29,6,18.0,5,10,1.0,11,1,0,True
Kaitlyn Bristowe,29,7,24.0,1,11,2.0,10,1,0,True
Nelly,29,8,24.0,3,11,1.0,8,1,0,True
Skai Jackson,29,8,26.9998,5,10,2.0,8,1,0,True
Nelly,29,9,24.0,3,11,1.0,7,1,0,True
Nelly,29,10,28.0,3,11,1.0,6,1,0,True
Martin Kove,30,1,13.0,15,2,1.0,15,1,0,True
Iman Shumpert,30,1,21.0,1,10,2.0,15,1,0,True
Matt James,30,2,22.0,12,4,2.0,15,1,0,True
Cody Rigsby,30,3,18.0,3,10,1.0,14,1,0,True
Brian Austin Green,30,3,19.0,13,4,2.0,14,1,0,True
Iman Shumpert,30,3,19.0,1,10,2.0,14,1,0,True
Iman Shumpert,30,5,28.0,1,10,1.0,11,1,0,True
"Mike ""The Miz"" Mizanin",30,5,32.0,9,7,2.0,11,1,0,True
Cody Rigsby,30,5,32.0,3,10,2.0,11,1,0,True
Melora Hardin,30,6,34.0,6,9,2.0,10,1,0,True
"Mike ""The Miz"" Mizanin",30,6,34.0,9,7,2.0,10,1,0,True
