celebrity_name,celebrity_age_during_season,season,placement,is_from_usa,is_final_awarded,is_final_reached,season_total_weeks,weeks_participated,low_score_advanced_week,low_score_advanced_weeks,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,week1_judge_score_rank,week2_judge_score_rank,week3_judge_score_rank,week4_judge_score_rank,week5_judge_score_rank,week6_judge_score_rank,week7_judge_score_rank,week8_judge_score_rank,week9_judge_score_rank,week10_judge_score_rank,week11_judge_score_rank,advanced_rounds,celebrity_industry_Actor/Actress,celebrity_industry_Astronaut,celebrity_industry_Athlete,celebrity_industry_Beauty Pagent,celebrity_industry_Comedian,celebrity_industry_Entrepreneur,celebrity_industry_Fashion Designer,celebrity_industry_Journalist,celebrity_industry_Magician,celebrity_industry_Military,celebrity_industry_Model,celebrity_industry_Motivational Speaker,celebrity_industry_Musician,celebrity_industry_News Anchor,celebrity_industry_Politician,celebrity_industry_Racing Driver,celebrity_industry_Radio Personality,celebrity_industry_Singer/Rapper,celebrity_industry_Social Media Personality,celebrity_industry_Sports Broadcaster,celebrity_industry_TV Personality
126,-0.23763634937198058,5,4,1,0,0,10,9,0,,0,-0.14815221273649037,-0.19720265943665397,0.6746171945133977,0.4522670168666454,0.04458779620677098,0.49393916995360615,0.7745966692414834,-0.797081141330456,-0.30151134457776363,0.0,0.0,4,5,2,2,4,3,2,4,2,0,0,-0.7730712395105177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,-0.5969086957545201,5,9,1,0,0,10,4,3,"1,3",2,-1.214848144439218,-0.19720265943665397,-0.931614220994691,-1.3568010505999362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,5,4,0,0,0,0,0,0,0,0.20176309822389885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,-0.6687631650310281,5,12,1,0,0,10,1,0,,0,-1.9259787655743696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,0,0,-0.7730712395105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1.1717444499665834,5,11,1,0,0,10,2,0,,0,-0.14815221273649037,-0.19720265943665397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0,0,0,0,0,0,0,0,0,-0.7730712395105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,-0.4531997572015043,5,1,0,1,1,10,10,0,,0,1.274109029533813,1.6621367009660823,0.03212462831016223,0.4522670168666454,-0.6688169431015647,0.8781140799175224,0.0,1.3489065468669243,0.9045340337332909,0.637687969432632,0.0,2,1,3,2,5,2,3,1,1,2,0,-0.7730712395105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
187,-0.4531997572015043,5,2,0,1,1,10,10,0,,0,0.9185437189662372,0.4225771273642582,0.9958634776150155,0.0,1.4713972748234425,1.646463899845355,1.5491933384829668,1.0423368771244415,0.9045340337332909,0.77432367865041,0.0,3,4,1,3,1,1,1,2,1,1,0,-0.7730712395105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
288,1.9179977289232566,5,10,1,0,0,10,3,2,"1,2",2,-0.8592828338716421,-2.0565420198393904,-1.8953530702995443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,7,0,0,0,0,0,0,0,0,-0.12318168102090665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
174,0.6246172819461143,5,3,1,1,1,10,10,9,"5,6,8,9",4,-0.14815221273649037,0.7324670207647143,0.6746171945133977,0.0,-1.3822216824099005,-1.0427604699020587,0.0,-1.103650811072939,-1.507556722888818,-1.4120116480830405,0.0,4,3,2,3,6,5,3,5,3,3,0,2.1514317736927318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
179,0.7683262204991301,5,8,1,0,0,10,5,4,"2,3,4",3,-0.14815221273649037,-1.1268723396380222,-1.2528605040963088,-1.8090680674665816,-1.3822216824099005,0.0,0.0,0.0,0.0,0.0,0.0,4,6,6,5,6,0,0,0,0,0,0,0.5267078774687044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
63,-0.3094908186484885,6,3,0,1,1,10,10,7,7,1,0.2027212135198458,-0.3515068643332088,0.8864052604279181,0.31622776601683794,-0.5669467095138409,0.4653789209955169,-1.9148542155126762,1.4896905994842629,0.5345224838248488,-1.3131983079178746,0.0,4,5,3,3,4,3,5,1,2,3,0,1.5015422152031208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.7683262204991301,6,10,1,0,0,10,3,2,2,1,-0.6081636405595373,-1.3439968342152095,-0.7252406676228427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,6,0,0,0,0,0,0,0,0,-0.12318168102090665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,1.702434321093733,6,8,1,0,0,10,5,4,4,1,1.0136060675992289,-0.1033843718627087,1.2893167424406082,-0.9486832980505138,-1.3228756555322951,0.0,0.0,0.0,0.0,0.0,0.0,2,4,2,5,6,0,0,0,0,0,0,0.5267078774687044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,0.26534493556357475,6,7,1,0,0,10,6,5,5,1,0.47301616487964016,0.6409831055487918,-0.7252406676228427,-0.31622776601683794,-0.944911182523068,-1.7063893769835636,0.0,0.0,0.0,0.0,0.0,3,3,6,4,5,6,0,0,0,0,0,0.8516526567135099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,-0.3094908186484885,6,6,1,0,0,10,7,0,,0,0.2027212135198458,0.6409831055487918,0.48349377841522795,0.9486832980505138,-0.5669467095138409,-0.6205052279940234,-0.17407765595569785,0.0,0.0,0.0,0.0,4,3,4,2,4,5,4,0,0,0,0,-0.7730712395105177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,-0.23763634937198058,6,4,1,0,0,10,9,8,"3,8",2,-0.6081636405595373,-0.1033843718627087,-1.5310636316482231,-0.31622776601683794,-0.1889822365046136,0.10341753799900347,0.17407765595569785,-1.4069300106240248,-1.6035674514745464,0.0,0.0,5,4,7,4,3,4,3,5,4,0,0,1.8264869944479263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,-0.3813452879249964,6,2,1,1,1,10,10,0,,0,0.47301616487964016,1.3853505829602923,0.08058229640253775,1.2649110640673518,0.944911182523068,-0.6205052279940234,1.2185435916898848,-0.579324122021657,0.0,0.20203050891044141,0.0,3,1,5,1,2,5,1,4,3,2,0,-0.7730712395105177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,-0.16578188009547268,6,1,1,1,1,10,10,0,,0,1.824490921678612,1.3853505829602923,1.6922282244532985,1.2649110640673518,1.7008401285415224,1.5512630699850571,0.8703882797784892,0.6620847108818949,1.0690449676496976,1.111167799007431,0.0,1,1,1,1,1,1,2,2,1,1,0,-0.7730712395105177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,-0.3094908186484885,6,11,0,0,0,10,2,1,1,1,-1.4190484946389206,-1.5921193266857097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,9,0,0,0,0,0,0,0,0,0,-0.4481264602657122,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,1.0557440976051617,6,12,1,0,0,10,2,1,1,1,-1.148753543279126,-1.0958743417447094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,0,0,0,0,0,0,0,0,0,-0.4481264602657122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3371994048400827,6,9,1,0,0,10,4,1,1,1,-1.4190484946389206,-0.599629356803709,-0.7252406676228427,-1.8973665961010275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,6,6,0,0,0,0,0,0,0,-0.4481264602657122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
176,-1.2435989192430912,6,5,1,0,0,10,8,0,,0,1.0136060675992289,1.137228090489792,-0.7252406676228427,-0.31622776601683794,0.944911182523068,0.8273403039920303,-0.17407765595569785,-0.16552117772047298,0.0,0.0,0.0,2,2,6,4,2,2,4,3,0,0,0,-0.7730712395105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
267,0.840180689775638,7,12,1,0,0,10,1,0,,0,-0.29046517166256447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,0,0,0,0,0,-0.7730712395105177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,3.139523706623891,7,7,1,0,0,10,6,5,"1,2,3,5",4,-1.111345004621987,-1.7331564896524836,-1.9230299035064302,-0.22633936510629699,-1.0958961939320686,-2.1122622747670636,0.0,0.0,0.0,0.0,0.0,9,8,7,4,6,6,0,0,0,0,0,0.8516526567135099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,1.630579851817225,7,6,1,0,0,10,7,0,,0,-0.29046517166256447,0.30949223029508677,-0.3496418006375327,0.5884823492763698,-0.771186210544789,0.03840476863212829,-0.17407765595569785,0.0,0.0,0.0,0.0,7,3,5,2,5,4,3,0,0,0,0,-0.7730712395105177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,-1.459162327072615,7,4,1,0,0,10,9,7,7,1,0.3662386947049736,0.30949223029508677,-0.3496418006375327,0.18107149208503642,1.1770736897788885,0.03840476863212829,-0.8703882797784892,-1.0112997936948631,-1.0403831043155778,0.0,0.0,5,3,5,3,2,4,4,4,3,0,0,1.5015422152031208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,-0.5250542264780123,7,10,1,0,0,10,2,0,,0,0.5304146612968581,0.30949223029508677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0,0,0,0,0,0,0,0,-0.7730712395105177,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,-0.3094908186484885,7,5,1,0,0,10,8,6,"4,6",2,0.03788676152120457,-0.3713906763541034,0.5943910610838059,-1.0411610794889639,0.8523637063916089,-0.4992619922176697,0.17407765595569785,-1.0112997936948631,0.0,0.0,0.0,6,5,3,5,3,5,2,4,0,0,0,1.1765974359583153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,-0.23763634937198058,7,2,1,1,1,10,10,7,7,1,0.6945906278887427,1.330816590268872,0.9090686816575854,-0.22633936510629699,0.20294373961704973,0.5760715294819263,-1.2185435916898848,1.0112997936948631,-0.30599503068105227,-0.7071067811865466,0.0,3,1,2,4,4,3,5,2,2,2,0,1.5015422152031208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.3371994048400827,7,13,1,0,0,10,1,0,,0,-2.424752737357063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,-0.7730712395105177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,0.12163599701055897,7,8,1,0,0,10,5,0,,0,1.0229425610725118,0.9903751369442769,-0.03496418006375315,-0.22633936510629699,-0.771186210544789,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,4,5,0,0,0,0,0,0,-0.7730712395105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
160,-0.6687631650310281,7,3,1,1,1,10,10,5,5,1,0.6945906278887427,-0.030949223029508314,-0.03496418006375315,1.4033040636590366,-1.0958961939320686,1.1137382903317243,0.17407765595569785,-0.337099931231621,1.6523731656776823,-0.7071067811865466,0.0,3,4,4,1,6,1,2,3,1,2,0,0.8516526567135099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
152,-0.8124721035840439,7,11,1,0,0,10,2,0,,0,-0.29046517166256447,-1.0522735830032934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0,0,0,0,0,0,0,0,0,-0.7730712395105177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
