celebrity_name,celebrity_age_during_season,season,placement,is_from_usa,is_final_awarded,is_final_reached,season_total_weeks,weeks_participated,low_score_advanced_week,low_score_advanced_weeks,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,advanced_rounds,celebrity_industry_Actor/Actress,celebrity_industry_Astronaut,celebrity_industry_Athlete,celebrity_industry_Beauty Pagent,celebrity_industry_Comedian,celebrity_industry_Con artist,celebrity_industry_Conservationist,celebrity_industry_Entrepreneur,celebrity_industry_Fashion Designer,celebrity_industry_Fitness Instructor,celebrity_industry_Journalist,celebrity_industry_Magician,celebrity_industry_Military,celebrity_industry_Model,celebrity_industry_Motivational Speaker,celebrity_industry_Musician,celebrity_industry_News Anchor,celebrity_industry_Politician,celebrity_industry_Producer,celebrity_industry_Racing Driver,celebrity_industry_Radio Personality,celebrity_industry_Singer/Rapper,celebrity_industry_Social Media Personality,celebrity_industry_Social media personality,celebrity_industry_Sports Broadcaster,celebrity_industry_TV Personality
357,-0.9299804806463702,2,3,1,1,1,8,8,0,,0,0.6360273141434805,1.697065396427705,1.003478271371624,0.5463017443271823,1.8089702985002352,1.0838804122076746,0.6859943405700353,0.5391717658166554,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.30648065626354437,2,2,1,1,1,8,8,7,"3,5,7",3,0.3816163884860883,0.19474520942613024,-0.8854220041514329,0.22762572680299245,-0.8109177200173474,-1.1476380835140094,-1.7149858514250882,-1.401827180163294,0.0,0.0,0.0,1.3943987946822025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.37921366431706877,2,8,0,0,0,8,3,0,,0,0.8904382398008727,0.445131907259726,-0.1770844008302866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,-0.2753834081646507,2,7,1,0,0,8,4,3,"1,2,3",3,-1.9080819424304414,-1.5579616754090402,-2.0659846763533434,-2.3217824133905256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943987946822025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
109,-0.7117814564857969,2,1,1,1,1,8,8,0,,0,1.1448491654582649,1.1962920007605133,1.003478271371624,0.864977761851372,0.6861611477069854,1.0838804122076746,0.6859943405700353,0.8626554143466422,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
215,0.5246796804241175,2,10,1,0,0,8,1,0,,0,-1.6536710167730493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
136,1.1065437448523125,3,9,1,0,0,10,3,0,,0,-0.5711395779811925,-0.7254762501100117,-0.3872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,0.23374764821002,3,8,1,0,0,10,4,0,,0,0.6853674935774307,0.36273812505500586,1.5491933384829668,-0.26211121699831136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,-1.0027134886998945,3,4,1,0,0,10,8,0,,0,-0.06853674935774325,1.0882143751650175,1.5491933384829668,-0.26211121699831136,0.8432740427115674,-0.18394180184549017,0.0,-1.0,0.0,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,-0.6390484484322726,3,3,1,1,1,10,9,0,,0,0.434066079265706,2.176428750330035,-0.3872983346207417,0.7863336509949341,-0.6324555320336762,0.12262786789699272,0.7233642332556183,-0.3333333333333333,0.0,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,-0.49358243232522386,3,2,1,1,1,10,10,0,,0,1.6905731508243291,-0.7254762501100117,-0.3872983346207417,1.4852968963237645,0.8432740427115674,1.3489065468669243,0.48224282217041214,1.6666666666666667,0.0,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,-0.12991739205760192,3,1,1,1,1,10,10,3,3,1,1.18797032220088,0.36273812505500586,-1.5491933384829668,-0.26211121699831136,0.8432740427115674,0.4291975376394756,0.7233642332556183,-0.3333333333333333,0.0,0.0,0.0,-0.0033199971301957317,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,-0.5663154403787483,3,10,1,0,0,10,2,0,,0,-0.3198381636694679,-0.36273812505500586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,-1.0027134886998945,3,7,1,0,0,10,5,0,,0,0.6853674935774307,0.0,-0.3872983346207417,1.1358152736593492,0.8432740427115674,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
341,-0.2753834081646507,3,6,1,0,0,10,5,4,"1,4",2,-1.0737424066046417,-0.7254762501100117,0.7745966692414834,-1.660037707655972,-1.370320319406298,0.0,0.0,0.0,0.0,0.0,0.0,0.6955393987760035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
177,1.6884078092805077,3,5,0,0,0,10,7,6,"1,2,3,4,5,6",6,-0.8224409922929171,-1.4509525002200234,-0.7745966692414834,-0.9610744623271417,-1.370320319406298,-1.7167901505579046,-1.9289712886816486,0.0,0.0,0.0,0.0,3.4909769824007997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
383,-0.12991739205760192,3,11,1,0,0,10,1,0,,0,-1.8276466495398156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
190,1.4702087851199346,4,6,1,0,0,10,7,6,"3,6",2,-0.5361160155839452,-0.49684140869137355,-0.7373087284671367,-1.1661462910958058,-0.7364596943186588,-1.6102183175902047,-0.851658316704544,0.0,0.0,0.0,0.0,0.6955393987760035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.23374764821002,4,4,1,0,0,10,9,0,,0,0.7054158099788757,-0.10646601614815168,0.9011551125709443,0.6591261645324121,0.3682298471593294,-0.08703882797784862,0.3275608910402092,-0.45182599577992444,-1.507556722888818,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.37921366431706877,4,8,1,0,0,10,5,4,"1,2,3,4",4,-0.8464989719746504,-1.6679675863210393,-2.3757725695052176,-1.394305348049333,-1.6570343122169822,0.0,0.0,0.0,0.0,0.0,0.0,2.0932581905884016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,-0.7117814564857969,4,3,1,1,1,10,10,0,,0,1.3261817227602861,1.8454109465679578,-0.3276927682076165,-0.025351006328169605,1.104689541477988,1.1315047637120363,0.9826826731206276,0.39534774630743313,0.9045340337332909,-1.0690106049991683,0.0,-0.7021793930363949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,-1.075446496753419,4,1,1,1,1,10,10,0,,0,0.7054158099788757,1.455035554024736,0.491539152311424,1.1154442784394667,1.4729193886373175,1.1315047637120363,0.3275608910402092,1.1013258647135644,-0.30151134457776363,1.3363233895988211,0.0,-0.7021793930363949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,-0.7845144645393214,4,10,1,0,0,10,3,2,2,1,0.08464989719746525,-0.8872168012345955,-0.3276927682076165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033199971301957317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,0.1610146401564956,4,11,0,0,0,10,2,0,,0,0.08464989719746525,-0.49684140869137355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.015548624049446843,4,7,0,0,0,10,6,0,,0,-0.22573305919323994,0.6742847689382921,0.9011551125709443,0.4309671075788849,-0.1841149235796647,-0.3916747259003199,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.45194667237059316,4,5,1,0,0,10,8,7,"1,5,6,7",4,-1.777647841146766,-0.49684140869137355,-0.3276927682076165,-0.025351006328169605,-0.9205746178983234,-1.0009465217452624,-1.7688288116171298,-1.7225866089109607,0.0,0.0,0.0,2.0932581905884016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
185,-0.6390484484322726,4,2,1,1,1,10,10,0,,0,1.6365646791509914,0.6742847689382921,0.9011551125709443,1.5717623923465212,0.552344770738994,0.8268688657895651,0.9826826731206276,0.6777389936698857,0.9045340337332909,-0.26731278459966973,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
235,0.8156117126382151,4,9,1,0,0,10,4,1,1,1,-1.1568819283653555,-0.49684140869137355,0.9011551125709443,-1.1661462910958058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033199971301957317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
53,-0.05718438400407754,5,5,0,0,0,10,8,7,7,1,-0.14815221273649037,-0.19720265943665397,-0.2891216547914555,0.4522670168666454,0.40129016586093885,-0.27441064997422626,-0.7745966692414834,-0.49051147158797315,0.0,0.0,0.0,-0.0033199971301957317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,1.2520097609593615,5,6,0,0,0,10,7,6,6,1,0.9185437189662372,-0.19720265943665397,0.9958634776150155,0.0,0.40129016586093885,-1.426935379865975,-1.5491933384829668,0.0,0.0,0.0,0.0,-0.0033199971301957317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,-1.1481795048069432,5,7,1,0,0,10,6,0,,0,1.629674340101389,1.3522468075656264,0.9958634776150155,1.8090680674665816,1.1146949051692745,-0.27441064997422626,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,-0.2753834081646507,5,4,1,0,0,10,9,0,,0,-0.14815221273649037,-0.19720265943665397,0.6746171945133977,0.4522670168666454,0.04458779620677098,0.49393916995360615,0.7745966692414834,-0.797081141330456,-0.30151134457776363,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,-0.6390484484322726,5,9,1,0,0,10,4,3,"1,3",2,-1.214848144439218,-0.19720265943665397,-0.931614220994691,-1.3568010505999362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6955393987760035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,-0.7117814564857969,5,12,1,0,0,10,1,0,,0,-1.9259787655743696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-1.2209125128604676,5,11,1,0,0,10,2,0,,0,-0.14815221273649037,-0.19720265943665397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,-0.49358243232522386,5,1,0,1,1,10,10,0,,0,1.274109029533813,1.6621367009660823,0.03212462831016223,0.4522670168666454,-0.6688169431015647,0.8781140799175224,0.0,1.3489065468669243,0.9045340337332909,0.637687969432632,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
265,-0.49358243232522386,5,2,0,1,1,10,10,0,,0,0.9185437189662372,0.4225771273642582,0.9958634776150155,0.0,1.4713972748234425,1.646463899845355,1.5491933384829668,1.0423368771244415,0.9045340337332909,0.77432367865041,0.0,-0.7021793930363949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
399,1.9066068334410808,5,10,1,0,0,10,3,2,"1,2",2,-0.8592828338716421,-2.0565420198393904,-1.8953530702995443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6955393987760035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
246,0.597412688477642,5,3,1,1,1,10,10,9,"5,6,8,9",4,-0.14815221273649037,0.7324670207647143,0.6746171945133977,0.0,-1.3822216824099005,-1.0427604699020587,0.0,-1.103650811072939,-1.507556722888818,-1.4120116480830405,0.0,2.0932581905884016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
251,0.7428787045846906,5,8,1,0,0,10,5,4,"2,3,4",3,-0.14815221273649037,-1.1268723396380222,-1.2528605040963088,-1.8090680674665816,-1.3822216824099005,0.0,0.0,0.0,0.0,0.0,0.0,1.3943987946822025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
87,-0.3481164162181751,6,3,0,1,1,10,10,7,7,1,0.2027212135198458,-0.3515068643332088,0.8864052604279181,0.31622776601683794,-0.5669467095138409,0.4653789209955169,-1.9148542155126762,1.4896905994842629,0.5345224838248488,-1.3131983079178746,0.0,-0.0033199971301957317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0.7428787045846906,6,10,1,0,0,10,3,2,2,1,-0.6081636405595373,-1.3439968342152095,-0.7252406676228427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033199971301957317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,1.6884078092805077,6,8,1,0,0,10,5,4,4,1,1.0136060675992289,-0.1033843718627087,1.2893167424406082,-0.9486832980505138,-1.3228756555322951,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033199971301957317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,0.23374764821002,6,7,1,0,0,10,6,5,5,1,0.47301616487964016,0.6409831055487918,-0.7252406676228427,-0.31622776601683794,-0.944911182523068,-1.7063893769835636,0.0,0.0,0.0,0.0,0.0,-0.0033199971301957317,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,-0.3481164162181751,6,6,1,0,0,10,7,0,,0,0.2027212135198458,0.6409831055487918,0.48349377841522795,0.9486832980505138,-0.5669467095138409,-0.6205052279940234,-0.17407765595569785,0.0,0.0,0.0,0.0,-0.7021793930363949,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,-0.2753834081646507,6,4,1,0,0,10,9,8,"3,8",2,-0.6081636405595373,-0.1033843718627087,-1.5310636316482231,-0.31622776601683794,-0.1889822365046136,0.10341753799900347,0.17407765595569785,-1.4069300106240248,-1.6035674514745464,0.0,0.0,0.6955393987760035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,-0.42084942427169947,6,2,1,1,1,10,10,0,,0,0.47301616487964016,1.3853505829602923,0.08058229640253775,1.2649110640673518,0.944911182523068,-0.6205052279940234,1.2185435916898848,-0.579324122021657,0.0,0.20203050891044141,0.0,-0.7021793930363949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,-0.2026504001111263,6,1,1,1,1,10,10,0,,0,1.824490921678612,1.3853505829602923,1.6922282244532985,1.2649110640673518,1.7008401285415224,1.5512630699850571,0.8703882797784892,0.6620847108818949,1.0690449676496976,1.111167799007431,0.0,-0.7021793930363949,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
