celebrity_name,celebrity_age_during_season,season,placement,is_from_usa,is_final_awarded,is_final_reached,season_total_weeks,weeks_participated,low_score_advanced_week,low_score_advanced_weeks,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,week1_percentage,week1_percentage_rank,week2_percentage,week2_percentage_rank,week3_percentage,week3_percentage_rank,week4_percentage,week4_percentage_rank,week5_percentage,week5_percentage_rank,week6_percentage,week6_percentage_rank,week7_percentage,week7_percentage_rank,week8_percentage,week8_percentage_rank,week9_percentage,week9_percentage_rank,week10_percentage,week10_percentage_rank,week11_percentage,week11_percentage_rank,advanced_rounds,celebrity_industry_Actor/Actress,celebrity_industry_Athlete,celebrity_industry_Comedian,celebrity_industry_Con artist,celebrity_industry_Conservationist,celebrity_industry_Entrepreneur,celebrity_industry_Fitness Instructor,celebrity_industry_Model,celebrity_industry_News Anchor,celebrity_industry_Politician,celebrity_industry_Producer,celebrity_industry_Singer/Rapper,celebrity_industry_Social Media Personality,celebrity_industry_Social media personality,celebrity_industry_Sports Broadcaster,celebrity_industry_TV Personality
100,-1.0646603322527803,2,3,1,1,1,8,8,0,,0,0.6360273141434805,1.697065396427705,1.003478271371624,0.5463017443271823,1.8089702985002352,1.0838804122076746,0.6859943405700353,0.5391717658166554,0.0,0.0,0.0,0.1128205128205128,3.0,0.145,1.0,0.1483516483516483,1.0,0.1645569620253164,2.0,0.1986754966887417,1.0,0.225563909774436,1.0,0.2696078431372549,1.0,0.339920718960216,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.2225449550410886,2,2,1,1,1,8,8,7,"3,5,7",3,0.3816163884860883,0.19474520942613024,-0.8854220041514329,0.22762572680299245,-0.8109177200173474,-1.1476380835140094,-1.7149858514250882,-1.401827180163294,0.0,0.0,0.0,0.1076923076923077,4.0,0.115,4.0,0.1043956043956044,5.0,0.1518987341772152,4.0,0.152317880794702,5.0,0.1729323308270676,3.0,0.2009803921568627,3.0,0.3162063678588072,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4482524154537086,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.29826291311719855,2,8,0,0,0,8,3,0,,0,0.8904382398008727,0.445131907259726,-0.1770844008302866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179487179487179,2.0,0.12,3.0,0.1208791208791208,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,-0.3831987095677909,2,7,1,0,0,8,4,3,"1,2,3",3,-1.9080819424304414,-1.5579616754090402,-2.0659846763533434,-2.3217824133905256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0615384615384615,9.0,0.08,8.0,0.0769230769230769,6.0,0.050632911392405,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646375578261441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,-0.8375064580244506,2,1,1,1,1,8,8,0,,0,1.1448491654582649,1.1962920007605133,1.003478271371624,0.864977761851372,0.6861611477069854,1.0838804122076746,0.6859943405700353,0.8626554143466422,0.0,0.0,0.0,0.123076923076923,1.0,0.135,2.0,0.1483516483516483,1.0,0.1772151898734177,1.0,0.1788079470198675,2.0,0.225563909774436,1.0,0.2696078431372549,1.0,0.3438729131809768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
67,0.4496988292694184,2,10,1,0,0,8,1,0,,0,-1.6536710167730493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64,1.1311604519544078,28,7,1,0,0,11,8,7,"4,7",2,-0.4984929998016494,0.8835412617927487,1.064742265783127,-0.5052467333920877,0.0458349248514104,0.9128709291752775,-0.6454972243679028,-0.3865275064621714,0.0,0.0,0.0,0.0761421319796954,7.0,0.0958904109589041,2.0,0.1212121212121212,1.0,0.0921985815602836,4.0,0.1116279069767441,4.0,0.1184210526315789,1.0,0.1188118811881188,5.0,0.1347145480395773,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4482524154537086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.14682699696497867,28,5,1,0,0,11,10,0,,0,1.612771469946511,0.5622535302317492,0.81123220250143,-0.04593152121746237,0.8708635721768005,0.9128709291752775,0.9036961141150639,1.0892242953860178,0.26867227819456896,-1.4509525002200234,0.0,0.1065989847715736,1.0,0.091324200913242,3.0,0.1161616161616161,2.0,0.0992907801418439,3.0,0.1209302325581395,2.0,0.1184210526315789,1.0,0.1336633663366336,1.0,0.1658027598041857,1.0,0.1726618705035971,3.0,0.1854545454545454,4.0,0.0,0.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.07110903888886873,28,2,1,1,1,11,11,0,,0,-0.146615588176956,0.5622535302317492,0.05070201265633921,0.8726989031317883,0.8708635721768005,0.3651483716701114,0.12909944487358055,0.5973070281032881,0.48361010075022415,0.7254762501100117,0.4472135954999579,0.0812182741116751,6.0,0.091324200913242,3.0,0.101010101010101,4.0,0.1134751773049645,1.0,0.1209302325581395,2.0,0.1140350877192982,2.0,0.1262376237623762,3.0,0.1554400225493162,4.0,0.1774580335731415,2.0,0.2072727272727272,2.0,0.2521367521367521,2.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.29826291311719855,28,11,1,0,0,11,2,0,,0,-0.4984929998016494,-1.0441851275732486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0761421319796954,7.0,0.0684931506849315,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,-0.08032687726335115,28,10,1,0,0,11,4,3,"1,2,3",3,-1.906002646300423,-2.008048322256247,-1.9773784935972363,-1.8831923699159636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0558375634517766,9.0,0.0547945205479452,8.0,0.0606060606060606,7.0,0.0709219858156028,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646375578261441,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,-1.44325012263333,28,9,1,0,0,11,6,0,,0,0.5571392350724308,-0.08032193289024989,0.81123220250143,0.6430412970444757,0.0458349248514104,0.9128709291752775,0.0,0.0,0.0,0.0,0.0,0.0913705583756345,4.0,0.0821917808219178,5.0,0.1161616161616161,2.0,0.1099290780141844,2.0,0.1116279069767441,4.0,0.1184210526315789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.6011347454216383,28,6,1,0,0,11,9,8,"1,3,4,5,6,7,8",7,-1.5541252346757295,-0.722897396012249,-1.2168483037521456,-1.653534763828651,-2.016736693462065,-2.373464415855719,-2.1946905628508695,-1.8622301165836324,-2.095643769917638,0.0,0.0,0.0609137055837563,8.0,0.0730593607305936,6.0,0.0757575757575757,6.0,0.0744680851063829,5.0,0.0883720930232558,7.0,0.0921052631578947,5.0,0.1039603960396039,6.0,0.1036273725486945,7.0,0.1199040767386091,6.0,0.0,0.0,0.0,0.0,1.7691561298605996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2.6455196134766066,28,12,1,0,0,11,2,0,,0,0.2052618234477374,-1.0441851275732486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0862944162436548,5.0,0.0684931506849315,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,-1.2160962484050002,28,4,1,0,1,11,11,9,"8,9",2,0.9090166466971242,0.24096579867074966,0.05070201265633921,0.8726989031317883,-0.36667939881128464,0.3651483716701114,0.9036961141150639,-0.8783955820181729,0.05373445563891379,-0.36273812505500586,-1.3416407864998738,0.0964467005076142,3.0,0.0867579908675799,4.0,0.101010101010101,4.0,0.1134751773049645,1.0,0.1069767441860465,5.0,0.1140350877192982,2.0,0.1336633663366336,1.0,0.1243528470584334,6.0,0.1678657074340527,5.0,0.1963636363636363,3.0,0.2435897435897435,4.0,2.0900598442674907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3,-1.0646603322527803,28,3,1,1,1,11,11,0,,0,-0.146615588176956,0.5622535302317492,1.064742265783127,0.8726989031317883,1.2833778958394957,-0.18257418583505472,0.9036961141150639,0.5973562198300162,1.1284235684171897,1.4509525002200234,1.3416407864998738,0.0812182741116751,6.0,0.091324200913242,3.0,0.1212121212121212,1.0,0.1134751773049645,1.0,0.1255813953488372,1.0,0.1096491228070175,3.0,0.1336633663366336,1.0,0.1554410588230417,3.0,0.1918465227817745,1.0,0.2145454545454545,1.0,0.2564102564102564,1.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
63,-0.1560448353394611,28,8,1,0,0,11,7,5,"3,5",2,0.2052618234477374,0.24096579867074966,-0.9633382404704486,-0.04593152121746237,-1.1917080461366747,-0.18257418583505472,-0.3872983346207417,0.0,0.0,0.0,0.0,0.0862944162436548,5.0,0.0867579908675799,4.0,0.0808080808080808,5.0,0.0992907801418439,3.0,0.0976744186046511,6.0,0.1096491228070175,3.0,0.1212871287128712,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064449866399264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36,-1.2160962484050002,28,1,1,1,1,11,11,6,6,1,1.2608940583218176,1.8474044564757472,0.3042120759380362,0.8726989031317883,0.45834924851410547,-0.7302967433402208,0.3872983346207417,0.8432656617446529,0.16120336691674136,-0.36273812505500586,-0.4472135954999579,0.1015228426395939,2.0,0.1095890410958904,1.0,0.106060606060606,3.0,0.1134751773049645,1.0,0.1162790697674418,3.0,0.1052631578947368,4.0,0.1287128712871287,2.0,0.160621391176751,2.0,0.1702637889688249,4.0,0.1963636363636363,3.0,0.2478632478632478,3.0,1.1273487010468175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,0.8282886196499681,29,13,1,0,0,11,4,3,3,1,0.22194838080923807,-0.09652341781316769,-1.5344403669115527,-1.080123449734643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0692307692307692,4.0,0.0659340659340659,5.0,0.0533807829181494,8.0,0.0697674418604651,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1646375578261441,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.07110903888886873,29,12,1,0,0,11,5,0,,0,0.22194838080923807,0.8687107603185126,-0.021611836153684297,-1.080123449734643,-1.695430298657331,0.0,0.0,0.0,0.0,0.0,0.0,0.0692307692307692,4.0,0.0732600732600732,3.0,0.0711743772241993,5.0,0.0697674418604651,5.0,0.0662020905923344,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,-0.08032687726335115,29,8,1,0,0,11,8,5,"1,5",2,-1.4426644752600444,-0.09652341781316769,0.5835195761494631,-0.5786375623578444,-1.695430298657331,-0.12816826722240016,0.0,-0.4044944199336517,0.0,0.0,0.0,0.05,7.0,0.0659340659340659,5.0,0.0782918149466192,3.0,0.0730897009966777,4.0,0.0662020905923344,6.0,0.0895522388059701,4.0,0.1,3.0,0.1216218407600734,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064449866399264,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,-1.6704039968616597,29,5,1,0,0,11,10,8,"2,3,6,8",4,1.2207160944508075,-1.544374685010688,-0.6267432484568317,2.4302777619029476,0.0287361067569035,-2.2429446763920047,0.5,-0.40460229230379174,0.6154163308837706,-0.6546536707079771,0.0,0.0807692307692307,1.0,0.0549450549450549,7.0,0.0640569395017793,7.0,0.0930232558139534,1.0,0.0836236933797909,4.0,0.0671641791044776,7.0,0.1038461538461538,2.0,0.1216209398575493,5.0,0.1502586539218815,2.0,0.1637931034482758,3.0,0.0,0.0,1.7691561298605996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.6011347454216383,29,4,1,0,1,11,11,0,,0,1.2207160944508075,1.3513278493843526,-0.32417754230525797,0.424334212395753,0.0287361067569035,0.929219937362402,0.0,0.6741214090993753,-0.6770355110826664,0.0,0.5773502691896257,0.0807692307692307,1.0,0.0769230769230769,2.0,0.0676156583629893,6.0,0.0797342192691029,3.0,0.0836236933797909,4.0,0.1007462686567164,1.0,0.1,3.0,0.1306299650990362,2.0,0.1347145480395773,3.0,0.1666666666666666,2.0,0.2531645569620253,1.0,-0.7980735853945291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1.2068784100305179,29,15,1,0,0,11,2,1,1,1,-1.775587046473901,-1.544374685010688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461538461538461,8.0,0.0549450549450549,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4771698709876381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,-0.30748075149168097,29,11,1,0,0,11,6,5,5,1,-0.11097419040461844,-0.09652341781316769,0.5835195761494631,-0.5786375623578444,-1.0057637364916372,-1.1855564718072025,0.0,0.0,0.0,0.0,0.0,0.0653846153846153,5.0,0.0659340659340659,5.0,0.0782918149466192,3.0,0.0730897009966777,4.0,0.073170731707317,5.0,0.0783582089552238,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8064449866399264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,-0.30748075149168097,29,6,1,0,0,11,10,6,6,1,0.22194838080923807,-0.09652341781316769,1.1886509884526104,0.424334212395753,1.752902512171138,-0.8330937369456016,0.5,1.213591132171099,1.0463197749953805,-0.6546536707079771,0.0,0.0692307692307692,4.0,0.0659340659340659,5.0,0.0854092526690391,1.0,0.0797342192691029,3.0,0.1010452961672473,1.0,0.0820895522388059,5.0,0.1038461538461538,2.0,0.1351353786223038,1.0,0.1554410588230417,1.0,0.1637931034482758,3.0,0.0,0.0,1.1273487010468175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,-0.3831987095677909,29,2,1,1,1,11,11,0,,0,0.887793523236951,1.3513278493843526,1.1886509884526104,0.424334212395753,0.7184026689225973,0.5767572025008013,2.0,1.213591132171099,0.6154163308837706,1.3093073414159542,0.5773502691896257,0.0769230769230769,2.0,0.0769230769230769,2.0,0.0854092526690391,1.0,0.0797342192691029,3.0,0.0905923344947735,3.0,0.0970149253731343,2.0,0.1153846153846153,1.0,0.1351353786223038,1.0,0.1502586539218815,2.0,0.1724137931034483,1.0,0.2531645569620253,1.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0,0.14682699696497867,29,7,1,0,0,11,9,0,,0,0.22194838080923807,0.38609367125267247,0.2809538699978894,0.424334212395753,0.0287361067569035,0.929219937362402,0.0,-0.4044944199336517,-1.1078527917381453,0.0,0.0,0.0692307692307692,4.0,0.0695970695970696,4.0,0.0747330960854092,4.0,0.0797342192691029,3.0,0.0836236933797909,4.0,0.1007462686567164,1.0,0.1,3.0,0.1216218407600734,4.0,0.1295331794121426,4.0,0.0,0.0,0.0,0.0,-0.7980735853945291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
85,0.3739808711933085,29,3,1,1,1,11,11,10,"1,3,8,9,10",5,-0.4438967616184749,-0.09652341781316769,-0.6267432484568317,-1.080123449734643,0.0287361067569035,-0.12816826722240016,0.5,-2.0225799720384026,-1.5385839089374933,-1.3093073414159542,-1.7320508075688772,0.0615384615384615,6.0,0.0659340659340659,5.0,0.0640569395017793,7.0,0.0697674418604651,5.0,0.0836236933797909,4.0,0.0895522388059701,4.0,0.1038461538461538,2.0,0.108108302897843,6.0,0.1243528470584334,5.0,0.160919540229885,4.0,0.240506329113924,2.0,2.4109635586743816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
62,-0.3831987095677909,29,1,0,1,1,11,11,7,7,1,0.887793523236951,1.833944938450193,0.8860852823010368,0.9258200997725516,1.0632359500054442,0.929219937362402,-1.0,0.13486743076793187,1.0463197749953805,1.3093073414159542,0.5773502691896257,0.0769230769230769,2.0,0.0805860805860805,1.0,0.0818505338078291,2.0,0.0830564784053156,2.0,0.0940766550522648,2.0,0.1007462686567164,1.0,0.0923076923076923,5.0,0.1261263533808169,3.0,0.1554410588230417,1.0,0.1724137931034483,1.0,0.2531645569620253,1.0,1.4482524154537086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14,1.4340322842588475,29,14,1,0,0,11,3,2,"1,2",2,-2.1085096176877576,-1.061757595944848,-2.442137485366274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0423076923076923,9.0,0.0586080586080586,6.0,0.0427046263345195,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156266156580747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
84,0.6011347454216383,29,10,1,0,0,11,7,2,2,1,0.5548709520230946,-1.061757595944848,0.2809538699978894,0.424334212395753,0.7184026689225973,0.929219937362402,-2.0,0.0,0.0,0.0,0.0,0.073076923076923,3.0,0.0586080586080586,6.0,0.0747330960854092,4.0,0.0797342192691029,3.0,0.0905923344947735,3.0,0.1007462686567164,1.0,0.0846153846153846,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.156266156580747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
