contestant_id,season_idx,season,weeks_participated,placement,celebrity_name,week_idx,judge_rank,score_sum,vote_rank,total_rank,obs_id,estimated_strength,strength_lower_95,strength_upper_95,strength_std,implied_audience_score,implied_audience_score_lower,implied_audience_score_upper
0,0,1,6,2,56,5,2,-1,2,4,24,1.650279415,0.19677447,5.772767849,1.910176894,2.619800302,0.312377293,9.164205054
1,0,1,6,1,66,5,1,1,1,2,25,3.411365648,0.393921462,13.07720754,4.545670975,4.298170357,0.49632368,16.4767051
6,1,2,2,9,103,0,2,0.89043824,2,4,26,5.153590078,0.404563508,23.48522068,7.540481235,8.181267198,0.642240091,37.28252785
7,1,2,5,6,105,0,5,0.127205463,6,11,27,2.314052145,0.254213492,9.764230114,2.852993453,7.347674432,0.807189233,31.00378879
8,1,2,6,5,34,0,7,-0.381616388,8,15,28,1.077757123,0.111064341,4.294453468,1.276735039,5.432608027,0.559837664,21.64688303
9,1,2,7,4,73,0,6,-0.127205463,7,13,29,1.836237325,0.206380879,7.548393588,2.247973895,7.346169209,0.825660624,30.19858914
10,1,2,8,3,100,0,3,0.636027314,4,7,30,7.728940018,0.620760487,39.84811032,13.86626417,15.45916367,1.24162407,79.70283866
11,1,2,8,2,49,0,4,0.381616388,5,9,31,5.272847152,0.434784183,24.70491897,8.37662845,13.28821338,1.095708793,62.25938763
12,1,2,3,8,35,0,2,0.89043824,2,4,32,3.210516943,0.238960512,16.14697797,5.092243569,5.096660106,0.379347167,25.63314878
13,1,2,4,7,76,0,9,-1.908081942,10,19,33,0.872196923,0.076303925,3.423221948,1.033316849,6.979313796,0.610583487,27.39259854
14,1,2,8,1,27,0,1,1.144849165,1,2,34,17.30156345,1.059778713,87.35954787,50.32828209,21.79920736,1.335274467,110.0691798
15,1,2,1,10,67,0,8,-1.653671017,9,17,35,0.225727923,0.010290464,0.96998458,0.308085993,1.433600379,0.065354845,6.160382128
6,1,2,2,9,103,1,7,-1.307574978,8,15,36,0.408239058,0.04289212,1.31115546,0.367225183,2.057794595,0.216204623,6.609089862
7,1,2,5,6,105,1,5,-0.055641488,5,10,37,2.060134258,0.272325792,7.619619016,2.456578084,6.541423816,0.864700159,24.1941306
8,1,2,6,5,34,1,5,-0.055641488,5,10,38,1.68705453,0.223704784,6.090313548,1.833906887,5.356805576,0.710316716,19.33821639
9,1,2,7,4,73,1,6,-0.556414884,7,13,39,1.496110187,0.201325587,5.564544998,1.580269395,5.985434693,0.805436101,22.26187681
10,1,2,8,3,100,1,1,1.697065396,1,2,40,12.86902932,1.071075917,61.0507671,26.90293821,16.21440972,1.349508446,76.92127565
11,1,2,8,2,49,1,4,0.194745209,4,8,41,4.447441856,0.483174081,19.96570869,6.194061934,11.20809207,1.217657199,50.3160038
12,1,2,3,8,35,1,3,0.445131907,3,6,42,1.915826462,0.18018702,8.304214811,2.800866031,3.831971106,0.360403966,16.6098088
13,1,2,4,7,76,1,8,-1.557961675,9,17,43,1.000432796,0.110862482,3.654080515,1.056350576,6.353759061,0.704088774,23.20710325
14,1,2,8,1,27,1,2,1.196292001,2,4,44,8.999290022,0.800810241,40.94223943,17.87273389,14.28627329,1.271277392,64.99535186
7,1,2,5,6,105,2,2,0.767365737,3,5,45,3.735333745,0.551094757,14.48770938,4.034677538,5.929800969,0.874856826,22.99907826
8,1,2,6,5,34,2,4,-0.177084401,5,9,46,1.705708852,0.289300782,5.55040489,1.542345958,4.298592873,0.729073005,13.98769249
9,1,2,7,4,73,2,3,0.531253202,4,7,47,2.865569533,0.464855904,10.3498398,2.88215986,5.731614984,0.929789012,20.70139851
10,1,2,8,3,100,2,1,1.003478271,1,2,48,10.035313,0.976884046,46.22138328,18.25507177,12.64405207,1.230830841,58.23690567
11,1,2,8,2,49,2,5,-0.885422004,7,12,49,2.307132109,0.324556713,8.864268869,2.847923314,7.325701646,1.030545948,28.14619448
12,1,2,3,8,35,2,4,-0.177084401,5,9,50,0.513668516,0.058627009,1.573165924,0.428025074,1.294506866,0.147747162,3.964568642
13,1,2,4,7,76,2,6,-2.065984676,8,14,51,1.29884495,0.208532872,4.116173359,1.174935489,5.19624269,0.834270028,16.46742802
14,1,2,8,1,27,2,1,1.003478271,1,2,52,10.01555057,1.004444992,45.1219454,23.89436996,12.61915227,1.265556417,56.8516624
7,1,2,5,6,105,3,3,0.386963736,4,7,53,2.263008373,0.394033956,7.394804692,2.19104841,4.526392589,0.788133353,14.79083752
8,1,2,6,5,34,3,5,-0.250388299,6,11,54,1.165197452,0.191645347,3.450357002,1.010305208,3.699783318,0.608520261,10.95571678
9,1,2,7,4,73,3,2,0.546301744,2,4,55,3.458121127,0.591771321,11.86400008,3.59393821,5.489729008,0.939430421,18.8339688
10,1,2,8,3,100,3,2,0.546301744,2,4,56,5.76360946,0.702909852,23.49910836,10.52884935,9.149666214,1.115861609,37.30457438
11,1,2,8,2,49,3,4,0.227625727,5,9,57,2.746944931,0.411525501,10.67267208,3.272705646,6.922633888,1.037094099,26.89642613
13,1,2,4,7,76,3,6,-2.321782413,7,13,58,0.567395573,0.069349883,1.583728127,0.448840057,2.269959242,0.277445604,6.335964659
14,1,2,8,1,27,3,1,0.864977762,1,2,59,8.019179852,0.898960685,33.16108337,18.77124033,10.10381316,1.13265084,41.78150344
7,1,2,5,6,105,4,6,-1.185187437,6,12,60,0.514074837,0.059969787,1.510472259,0.432469132,2.056640874,0.239918987,6.042892519
8,1,2,6,5,34,4,4,-0.436648003,4,8,61,1.319857051,0.220917277,3.911398563,1.126415265,3.326199607,0.55673829,9.857198057
9,1,2,7,4,73,4,3,-0.062378286,3,6,62,2.169683794,0.368385392,7.31790705,2.0888429,4.339727931,0.736831966,14.63702947
10,1,2,8,3,100,4,1,1.808970299,1,2,63,6.526468989,0.778137403,26.01860998,12.85048409,8.223063264,0.98041883,32.78230177
11,1,2,8,2,49,4,5,-0.81091772,5,10,64,1.866118033,0.269291856,6.801529977,2.047319983,5.925375443,0.855066679,21.59650033
14,1,2,8,1,27,4,2,0.686161148,2,4,65,4.683254,0.595883593,18.49174785,10.16273278,7.43461388,0.945958607,29.355445
8,1,2,6,5,34,5,3,-1.147638084,4,7,66,0.833260775,0.103245214,2.488957891,0.676459904,1.66665994,0.206507575,4.978329151
9,1,2,7,4,73,5,2,0.127515343,3,5,67,2.386328799,0.44536746,7.605250462,2.135029567,3.788270552,0.707015912,12.07325092
10,1,2,8,3,100,5,1,1.083880412,1,2,68,5.465811976,0.755156652,22.04178254,8.905698484,6.886682177,0.951464097,27.77167448
11,1,2,8,2,49,5,3,-1.147638084,4,7,69,2.708183585,0.406872671,9.810324995,2.981686351,5.416816948,0.813812917,19.6222793
14,1,2,8,1,27,5,1,1.083880412,1,2,70,5.436212475,0.732926958,21.71672273,11.34666127,6.849388111,0.923455662,27.36211344
9,1,2,7,4,73,6,2,0.34299717,3,5,71,1.104849705,0.138233227,3.532530968,0.958805794,1.753936676,0.219443718,5.607853807
10,1,2,8,3,100,6,1,0.685994341,1,2,72,4.867716031,0.614353383,18.15067711,8.867977732,6.133107648,0.774058185,22.86905314
11,1,2,8,2,49,6,3,-1.714985851,4,7,73,2.520793193,0.35880514,9.010653546,2.620596113,5.042005042,0.717669871,18.02280359
14,1,2,8,1,27,6,1,0.685994341,1,2,74,4.774819397,0.610409907,19.2138092,10.20684493,6.016061984,0.769089578,24.20855272
10,1,2,8,3,100,7,2,0.539171766,2,4,75,2.929961403,0.245003913,11.37715838,4.94628297,4.651281291,0.388940999,18.06111298
11,1,2,8,2,49,7,3,-1.40182718,3,6,76,2.021574955,0.169585548,8.758089721,2.59322283,4.043485655,0.339199262,17.517634
14,1,2,8,1,27,7,1,0.862655414,1,2,77,3.971763696,0.315977954,16.54954818,9.213721633,5.004247197,0.398118294,20.85170127
16,2,28,8,7,64,0,7,-0.498493,9,16,78,1.558110497,0.119551755,6.771738679,2.048830929,7.853906423,0.60261984,34.13403736
17,2,28,10,5,42,0,1,1.61277147,1,2,79,16.04628371,1.169199508,89.2205028,27.05410378,20.21761022,1.473139846,112.413901
18,2,28,11,2,65,0,6,-0.146615588,7,13,80,3.90988818,0.28064336,19.56701959,6.833880886,15.64215026,1.122759886,78.28107773
19,2,28,2,11,90,0,7,-0.498493,9,16,81,1.417257923,0.081773173,5.951522056,1.989257696,7.143916385,0.412190824,29.99960363
20,2,28,4,10,69,0,9,-1.906002646,12,21,82,0.968804118,0.056614624,4.216158361,1.440569197,7.752363901,0.453029836,33.73767027
21,2,28,6,9,93,0,4,0.557139235,4,8,83,2.788142261,0.188205097,13.35495219,4.266878504,7.026456147,0.474299637,33.65609683
22,2,28,9,6,96,0,8,-1.554125235,11,19,84,2.162206218,0.132316441,10.01354378,3.091595058,13.73219412,0.840343086,63.59612037
23,2,28,2,12,75,0,5,0.205261823,5,10,85,2.006376774,0.104002,9.162899694,3.114339639,6.370730819,0.330231468,29.09441947
24,2,28,11,4,70,0,3,0.909016647,3,6,86,18.09822898,1.06106801,93.79364238,42.43735355,36.19946374,2.122312243,187.6028621
25,2,28,11,3,3,0,6,-0.146615588,7,13,87,4.820033966,0.357801965,23.61053339,8.227277266,19.28333806,1.431445568,94.45781926
26,2,28,7,8,63,0,5,0.205261823,5,10,88,3.89207901,0.279863527,17.92165899,6.552361317,12.35829084,0.888634287,56.9055956
27,2,28,11,1,36,0,2,1.260894058,2,4,89,22.57752171,1.285644316,122.6658465,49.68556647,35.84156578,2.040946119,194.7306734
16,2,28,8,7,64,1,2,0.883541262,2,4,90,7.198825037,0.751406537,32.7008134,13.8756623,11.42805505,1.192849559,51.91217927
17,2,28,10,5,42,1,3,0.56225353,3,6,91,6.369083327,0.687370756,28.28638769,9.972775985,12.73922444,1.37485567,56.57747322
18,2,28,11,2,65,1,3,0.56225353,3,6,92,8.496620396,0.802614988,39.11634671,14.2585489,16.99465192,1.605363276,78.2391899
19,2,28,2,11,90,1,7,-1.044185128,10,17,93,0.542336965,0.049503974,1.808088872,0.526888086,2.73373665,0.24953274,9.113962606
20,2,28,4,10,69,1,8,-2.008048322,12,20,94,1.200060925,0.139544221,4.101926695,1.17392416,7.621599377,0.886246796,26.05137898
21,2,28,6,9,93,1,5,-0.080321933,8,13,95,1.45458094,0.179472798,5.416281006,1.633297238,4.618645782,0.569869477,17.19800029
22,2,28,9,6,96,1,6,-0.722897396,9,15,96,3.230600059,0.391607681,13.15297157,3.97721157,12.92454649,1.56669089,52.62062448
23,2,28,2,12,75,1,7,-1.044185128,10,17,97,0.450829965,0.03128838,1.620654511,0.456688177,2.27248091,0.157714109,8.16916958
24,2,28,11,4,70,1,4,0.240965799,6,10,98,8.306455528,0.748660787,39.80255755,17.93201712,20.93327386,1.886715847,100.3072652
25,2,28,11,3,3,1,3,0.56225353,3,6,99,10.56746078,0.938482144,53.81877442,17.90092238,21.13667662,1.877120151,107.6464871
26,2,28,7,8,63,1,4,0.240965799,6,10,100,3.448786223,0.454713883,14.38341102,4.192715201,8.691358938,1.145934052,36.24793763
27,2,28,11,1,36,1,1,1.847404456,1,2,101,23.41708722,1.611539589,130.8647628,45.3332215,29.50449776,2.030468852,164.8838331
16,2,28,8,7,64,2,1,1.064742266,1,2,102,7.549985145,0.794682838,33.0765186,9.854571722,9.512648508,1.001265349,41.67495554
17,2,28,10,5,42,2,2,0.811232203,3,5,103,6.138130047,0.711275851,25.37639558,7.632047209,9.7442135,1.12914254,40.28474706
18,2,28,11,2,65,2,4,0.050702013,6,10,104,4.139857944,0.439418609,17.25535064,7.002387766,10.43294336,1.10738811,43.48557326
20,2,28,4,10,69,2,7,-1.977378494,10,17,105,1.104300503,0.098464808,3.933681234,1.180094955,5.5664042,0.496327695,19.8283526
21,2,28,6,9,93,2,2,0.811232203,3,5,106,2.960756206,0.282505643,11.8977212,3.87379578,4.700167702,0.448474581,18.88750069
22,2,28,9,6,96,2,6,-1.216848304,9,15,107,2.481518294,0.227178373,9.568252974,3.19626894,9.927721778,0.90886442,38.27936858
24,2,28,11,4,70,2,4,0.050702013,6,10,108,6.277728069,0.573333543,28.51129304,11.24061215,15.82063498,1.444869961,71.85191125
25,2,28,11,3,3,2,1,1.064742266,1,2,109,16.0842974,1.358977819,80.55618737,29.32964166,20.26550579,1.712252153,101.4972455
26,2,28,7,8,63,2,5,-0.96333824,8,13,110,1.786764358,0.20264445,6.74511313,1.930416594,5.673408361,0.643445069,21.41736321
27,2,28,11,1,36,2,3,0.304212076,5,8,111,7.956510888,0.737263708,37.62623186,12.87719496,15.9143432,1.474649861,75.25871273
16,2,28,8,7,64,3,4,-0.505246733,8,12,112,1.862168743,0.322348792,6.375585389,1.733929665,4.692890745,0.812357993,16.06724728
17,2,28,10,5,42,3,3,-0.045931521,6,9,113,3.192327318,0.52680633,11.44980107,3.261390746,6.385184822,1.053700153,22.90150373
18,2,28,11,2,65,3,1,0.872698903,1,2,114,10.44071758,1.140897995,47.24920764,20.79959612,13.15484396,1.437481187,59.53191905
20,2,28,4,10,69,3,6,-1.88319237,10,16,115,0.628393243,0.073031734,1.883015238,0.49252447,2.513990446,0.292175455,7.533311938
21,2,28,6,9,93,3,2,0.643041297,5,7,116,2.165201475,0.297700635,7.83665378,2.167987416,3.437233373,0.472596462,12.44060112
22,2,28,9,6,96,3,5,-1.653534764,9,14,117,2.668320738,0.358602818,9.451548008,2.752430077,8.472562773,1.138650555,30.01094758
24,2,28,11,4,70,3,1,0.872698903,1,2,118,16.14576541,1.411515153,79.17244117,30.71729432,20.34295278,1.778446879,99.75378625
25,2,28,11,3,3,3,1,0.872698903,1,2,119,12.67473387,1.320996516,59.60986247,20.31537057,15.96960602,1.664397385,75.10579933
26,2,28,7,8,63,3,3,-0.045931521,6,9,120,2.77796281,0.458660145,9.720235839,2.823084218,5.556386987,0.917396464,19.44208602
27,2,28,11,1,36,3,1,0.872698903,1,2,121,14.06340744,1.360343436,63.6785804,25.0124893,17.71927352,1.71397277,80.23220459
16,2,28,8,7,64,4,4,0.045834925,5,9,122,1.732448703,0.209586049,5.874960239,1.664705236,4.365980534,0.528182224,14.80561127
17,2,28,10,5,42,4,2,0.870863572,2,4,123,4.295151458,0.550734585,15.5555315,4.651429434,6.818505391,0.874285056,24.69423406
18,2,28,11,2,65,4,2,0.870863572,2,4,124,5.929891555,0.645966307,23.38633641,12.47923486,9.413637198,1.025464362,37.12555016
21,2,28,6,9,93,4,4,0.045834925,5,9,125,1.036210015,0.09749212,3.590918555,1.029880474,2.611374726,0.245691949,9.049549627
22,2,28,9,6,96,4,7,-2.016736693,9,16,126,1.306084264,0.120496251,4.757659361,1.352125447,6.583527686,0.607380725,23.9817468
24,2,28,11,4,70,4,5,-0.366679399,7,12,127,2.975153994,0.320629654,12.00696289,4.477228057,9.446832466,1.018076587,38.125007
25,2,28,11,3,3,4,1,1.283377896,1,2,128,10.18330662,1.127930605,45.4109691,15.29209019,12.8305175,1.421142847,57.21581952
26,2,28,7,8,63,4,6,-1.191708046,8,14,129,0.958365882,0.102819971,3.246607733,0.875100508,3.834100219,0.411348193,12.98858782
27,2,28,11,1,36,4,3,0.458349249,4,7,130,5.428754354,0.603206758,22.7675016,8.36495406,10.85841032,1.206513697,45.53878445
16,2,28,8,7,64,5,1,0.912870929,1,2,131,4.081801596,0.636121074,14.89905576,4.058190452,5.142890101,0.801484515,18.77215357
17,2,28,10,5,42,5,1,0.912870929,1,2,132,5.073533789,0.753017448,17.54081317,5.636582471,6.392428951,0.948768794,22.10065147
18,2,28,11,2,65,5,2,0.365148372,4,6,133,4.309215615,0.613873528,15.95534755,7.53653704,6.840832085,0.97451743,25.3289376
21,2,28,6,9,93,5,1,0.912870929,1,2,134,0.768106008,0.096290922,2.172252223,0.555266331,0.967779715,0.121322317,2.736942057
22,2,28,9,6,96,5,5,-2.373464416,9,14,135,1.983205311,0.272254607,6.911212779,1.928617885,6.29715583,0.864474129,21.94476971
24,2,28,11,4,70,5,2,0.365148372,4,6,136,6.55158152,0.749436654,28.3747713,10.38712364,10.40056314,1.189722391,45.04463532
25,2,28,11,3,3,5,3,-0.182574186,6,9,137,3.596031394,0.550515849,14.02724848,4.233844306,7.192660021,1.101123129,28.05682662
26,2,28,7,8,63,5,3,-0.182574186,6,9,138,2.047033772,0.351535158,6.420571391,1.728468383,4.094407518,0.703128699,12.84220912
27,2,28,11,1,36,5,4,-0.730296743,8,12,139,2.864953501,0.431403569,10.80936478,4.017748199,7.220029776,1.087189237,27.24090828
16,2,28,8,7,64,6,5,-0.645497224,7,12,140,1.059387701,0.139286027,3.423272582,0.948226679,3.363811805,0.442266776,10.86971721
17,2,28,10,5,42,6,1,0.903696114,1,2,141,4.252303485,0.566943061,15.46880608,4.736412008,5.357714966,0.714323268,19.49001386
18,2,28,11,2,65,6,3,0.129099445,5,8,142,2.65265384,0.390055915,10.0668672,3.785645177,5.305748236,0.780176612,20.13540632
22,2,28,9,6,96,6,6,-2.194690563,8,14,143,1.447713725,0.163780304,5.055242429,1.514297647,5.791816689,0.655230024,20.22432818
24,2,28,11,4,70,6,1,0.903696114,1,2,144,8.642237102,0.91223601,41.27626056,13.08746619,10.88883783,1.149377165,52.00626901
25,2,28,11,3,3,6,1,0.903696114,1,2,145,6.946570956,0.747302647,29.87889712,10.05952764,8.752373226,0.941568396,37.64609342
26,2,28,7,8,63,6,4,-0.387298335,6,10,146,0.55330823,0.068572895,1.666423876,0.436918026,1.394403746,0.172812,4.199589974
27,2,28,11,1,36,6,2,0.387298335,4,6,147,4.935530818,0.617511316,20.18506781,6.636213833,7.835100536,0.980292377,32.0435717
16,2,28,8,7,64,7,5,-0.386527506,5,10,148,0.491061572,0.045857998,1.67416602,0.452844362,1.559239087,0.145610219,5.315881445
17,2,28,10,5,42,7,1,1.089224295,1,2,149,3.676237723,0.411744209,14.22246114,4.680868466,4.631897496,0.518779556,17.91967416
18,2,28,11,2,65,7,4,0.597307028,4,8,150,2.040991933,0.24363708,7.767591371,3.206232576,5.14354684,0.613994946,19.57527093
22,2,28,9,6,96,7,7,-1.862230117,7,14,151,1.124526596,0.080243148,4.15126784,1.252800252,5.668357075,0.404478486,20.92513286
24,2,28,11,4,70,7,6,-0.878395582,6,12,152,1.671853944,0.161067585,6.852986561,2.066040491,6.688526474,0.644377344,27.41649904
25,2,28,11,3,3,7,3,0.59735622,3,6,153,3.284237153,0.349554284,14.39019782,4.703127679,6.569019756,0.699166623,28.78278558
27,2,28,11,1,36,7,2,0.843265662,2,4,154,4.909742626,0.521894151,21.01386677,7.653084854,7.794162066,0.828501187,33.35928086
17,2,28,10,5,42,8,3,0.268672278,3,6,155,1.933477562,0.189911753,7.344966497,2.301216859,3.867276239,0.379855047,14.69115285
18,2,28,11,2,65,8,2,0.483610101,2,4,156,3.294164232,0.319299635,13.95799941,6.971598857,5.229449252,0.506884637,22.15816955
22,2,28,9,6,96,8,6,-2.09564377,6,12,157,0.64780403,0.045353995,2.435336551,0.678276273,2.591646491,0.18144611,9.742964125
24,2,28,11,4,70,8,5,0.053734456,5,10,158,2.047380479,0.164671598,8.423996215,2.92160869,6.500927487,0.522872094,26.74822247
25,2,28,11,3,3,8,1,1.128423568,1,2,159,5.420993907,0.503966995,23.48173787,9.157876602,6.830213385,0.634976201,29.58595473
27,2,28,11,1,36,8,4,0.161203367,4,8,160,2.423124361,0.230985519,10.3762677,3.20129439,6.106566837,0.582111481,26.1494512
17,2,28,10,5,42,9,4,-1.4509525,5,9,161,0.780784047,0.04685248,3.345856719,0.990300299,1.967670353,0.118073922,8.431964122
18,2,28,11,2,65,9,2,0.72547625,2,4,162,3.063576584,0.260165215,13.96571504,6.265454807,4.863393913,0.413009399,22.17041802
24,2,28,11,4,70,9,3,-0.362738125,3,6,163,3.281286616,0.237450112,15.98362802,5.434117866,6.563118191,0.474939659,31.96991061
25,2,28,11,3,3,9,1,1.4509525,1,2,164,4.944156594,0.382057055,23.51244267,9.428586888,6.229419389,0.48137505,29.62464143
27,2,28,11,1,36,9,3,-0.362738125,3,6,165,2.986114204,0.243062618,14.25444897,4.426345483,5.972724344,0.486165605,28.51126533
18,2,28,11,2,65,10,2,0.447213595,2,4,166,2.642192864,0.129721592,12.92403778,5.611842933,4.194451923,0.205931591,20.5167669
24,2,28,11,4,70,10,4,-1.341640786,4,8,167,2.125231272,0.082104016,10.95155243,3.819805176,5.355840176,0.206912063,27.59923839
25,2,28,11,3,3,10,1,1.341640786,1,2,168,4.444764036,0.181584886,22.62502821,8.948224367,5.600206777,0.228788953,28.50653832
27,2,28,11,1,36,10,3,-0.447213595,3,6,169,2.587005365,0.113602402,13.76139264,4.439594852,5.174440382,0.227223671,27.52507079
28,3,29,4,13,8,0,4,0.221948381,6,10,170,4.846778171,0.332447964,24.19427211,7.376207654,12.21446795,0.83780913,60.97249571
29,3,29,5,12,50,0,4,0.221948381,6,10,171,6.135561274,0.469024227,29.83449633,10.32488159,15.46235744,1.181997852,75.18654377
30,3,29,8,8,20,0,7,-1.442664475,13,20,172,2.052946916,0.146027476,9.024285984,3.106581467,10.34820894,0.736074966,45.48836414
31,3,29,10,5,99,0,1,1.220716094,1,2,173,39.46967174,2.231944186,234.6799125,79.85897687,49.73004672,2.812151298,295.6863459
32,3,29,11,4,61,0,1,1.220716094,1,2,174,33.89973782,1.702499797,203.8284689,78.13980277,42.71217547,2.145074704,256.8148869
33,3,29,2,15,17,0,8,-1.775587046,14,22,175,0.928616272,0.048469777,4.035733467,1.437235922,5.897651576,0.307832058,25.6309851
34,3,29,6,11,110,0,5,-0.11097419,11,16,176,3.616992658,0.234470982,16.23218546,5.192830696,11.48482523,0.744501997,51.5411091
35,3,29,10,6,57,0,4,0.221948381,6,10,177,7.996518071,0.622740272,38.27251837,14.07604395,20.15219394,1.5693809,96.45138119
36,3,29,11,2,86,0,2,0.887793523,3,5,178,31.02274596,1.155596116,174.0679413,90.56911925,49.24826579,1.834496041,276.3309299
37,3,29,9,7,0,0,4,0.221948381,6,10,179,7.160305784,0.560166414,35.48982277,11.08935242,18.0448377,1.411687202,89.43865128
38,3,29,11,3,85,0,6,-0.443896762,12,18,180,5.894749134,0.290409473,33.04568222,22.45173396,23.58291272,1.161830826,132.2046828
39,3,29,11,1,62,0,2,0.887793523,3,5,181,25.61067431,1.354625203,143.824715,63.52667345,40.65666195,2.150452513,228.3201429
40,3,29,3,14,14,0,9,-2.108509618,15,24,182,0.70626148,0.038531342,3.046508695,1.041469222,5.651499514,0.308327533,24.37814167
41,3,29,7,10,84,0,3,0.554870952,5,8,183,8.665799057,0.658385993,43.98079347,14.65902458,17.33303734,1.316881331,87.96889133
42,3,29,7,9,46,0,4,0.221948381,6,10,184,6.503718174,0.492737956,33.26414253,10.09864794,16.39015741,1.241759322,83.82966753
28,3,29,4,13,8,1,5,-0.096523418,6,11,185,3.112693843,0.278513802,13.59964874,4.340885198,9.883554701,0.884348585,43.18216923
29,3,29,5,12,50,1,3,0.86871076,4,7,186,7.104721937,0.67113733,33.75977222,10.90433421,14.21062383,1.342386123,67.52515129
30,3,29,8,8,20,1,5,-0.096523418,6,11,187,4.326698393,0.47871166,20.40892507,5.94268375,13.73831235,1.520025134,64.80326608
31,3,29,10,5,99,1,7,-1.544374685,14,21,188,2.484617625,0.278230995,10.65073165,3.286849364,12.52411454,1.402468056,53.68672498
32,3,29,11,4,61,1,2,1.351327849,2,4,189,17.34007518,1.315103915,90.72636425,32.38285984,27.52717739,2.087712907,144.0270989
33,3,29,2,15,17,1,7,-1.544374685,14,21,190,0.504975461,0.042185243,1.717737962,0.503460199,2.545409984,0.212641501,8.658534323
34,3,29,6,11,110,1,5,-0.096523418,6,11,191,4.2368845,0.435362243,19.21997021,6.224303749,13.45313154,1.382380265,61.02804726
35,3,29,10,6,57,1,5,-0.096523418,6,11,192,4.800033584,0.504553139,21.48897105,7.31836254,15.24126589,1.602078072,68.23267291
36,3,29,11,2,86,1,2,1.351327849,2,4,193,26.632132,1.312582594,146.2427202,74.40417967,42.27821473,2.083710337,232.1586993
37,3,29,9,7,0,1,4,0.386093671,5,9,194,5.942272586,0.638749204,26.06392936,8.358251432,14.97524654,1.609725347,65.68425839
