contestant_id,season_idx,weeks_participated,placement,celebrity_name,week_str,judge_score,week_idx,obs_id,estimated_strength,fan_votes,season,week,eliminated_week,eliminated_actual,judge_share,fan_share,combined_share,pos_judge,pos_combined
3,0,9,3,133,week4_percentage,0.136363636,3,32,22.00032396,1.933095696,3,4,,0,0.13636363627272727,0.12766230745082655,0.1320129718617769,3.0,3.0
4,0,10,2,177,week4_percentage,0.146464646,3,33,23.82111768,1.926836071,3,4,,0,0.1464646462929293,0.1272489196537659,0.13685678297334758,1.0,1.0
5,0,10,1,86,week4_percentage,0.121212121,3,34,19.81152942,1.956964976,3,4,,0,0.12121212124242424,0.12923864294642318,0.12522538209442372,5.0,5.0
7,0,5,7,290,week4_percentage,0.141414141,3,35,22.19653295,1.899087156,3,4,5.0,0,0.14141414128282825,0.12541637172275188,0.13341525650279007,2.0,2.0
8,0,5,6,248,week4_percentage,0.101010101,3,36,16.8408983,1.966061128,3,4,5.0,0,0.1010101012020202,0.12983935596629398,0.11542472858415709,8.0,7.0
9,0,7,5,128,week4_percentage,0.111111111,3,37,17.90875528,1.941765561,3,4,7.0,0,0.11111111122222221,0.12823486832997877,0.1196729897761005,7.0,6.0
2,0,8,4,203,week5_percentage,0.149171271,4,38,22.27211367,1.836615081,3,5,8.0,0,0.1491712708508287,0.1497079249267537,0.1494395978887912,2.5,1.0
3,0,9,3,133,week5_percentage,0.138121547,4,39,20.86897608,1.865374494,3,5,,0,0.13812154686187844,0.1520521897032344,0.1450868682825564,5.0,4.0
4,0,10,2,177,week5_percentage,0.149171271,4,40,22.25043729,1.835641355,3,5,,0,0.1491712708508287,0.14962855364182018,0.14939991224632443,2.5,2.0
5,0,10,1,86,week5_percentage,0.149171271,4,41,22.1457635,1.830925908,3,5,,0,0.1491712708508287,0.149244183616345,0.14920772723358686,2.5,3.0
7,0,5,7,290,week5_percentage,0.149171271,4,42,15.51890497,1.475338669,3,5,5.0,1,0.1491712708508287,0.12025921652561489,0.1347152436882218,2.5,6.0
8,0,5,6,248,week5_percentage,0.132596685,4,43,14.70101817,1.56194318,3,5,5.0,1,0.1325966848674033,0.12731860625035069,0.129957645558877,6.5,7.0
9,0,7,5,128,week5_percentage,0.132596685,4,44,19.84839743,1.862149677,3,5,7.0,0,0.1325966848674033,0.1517893253358811,0.1421930051016422,6.5,5.0
2,0,8,4,203,week6_percentage,0.194915254,5,45,27.49859998,1.658969779,3,6,8.0,0,0.19491525380508473,0.20167313293809697,0.19829419337159085,4.0,4.0
3,0,9,3,133,week6_percentage,0.203389831,5,46,29.3219637,1.651207816,3,6,,0,0.20338983079661013,0.2007295476987666,0.20205968924768836,3.0,3.0
4,0,10,2,177,week6_percentage,0.237288136,5,47,39.31589741,1.656645066,3,6,,0,0.23728813576271185,0.20139052854118353,0.21933933215194767,1.0,1.0
5,0,10,1,86,week6_percentage,0.211864407,5,48,31.56423282,1.652931862,3,6,,0,0.2118644067881356,0.200939131841016,0.2064017693145758,2.0,2.0
9,0,7,5,128,week6_percentage,0.152542373,5,49,18.20370026,1.606278141,3,6,7.0,0,0.1525423728474576,0.19526765898093693,0.17390501591419727,5.0,5.0
2,0,8,4,203,week7_percentage,0.2,6,50,26.16134303,1.565939324,3,7,8.0,0,0.20000000020000003,0.2053796784895253,0.20268983934476265,4.0,4.0
3,0,9,3,133,week7_percentage,0.211111111,6,51,28.30885819,1.550478802,3,7,,0,0.21111111121111112,0.20335196452323356,0.20723153786717236,1.5,2.0
4,0,10,2,177,week7_percentage,0.207407407,6,52,27.54383034,1.554533413,3,7,,0,0.2074074072074074,0.2038837441974632,0.2056455757024353,3.0,3.0
5,0,10,1,86,week7_percentage,0.211111111,6,53,28.39588122,1.553548143,3,7,,0,0.21111111121111112,0.20375452179866138,0.20743281650488626,1.5,1.0
9,0,7,5,128,week7_percentage,0.17037037,6,54,17.23331329,1.400107268,3,7,7.0,1,0.17037037017037038,0.1836300909911166,0.1770002305807435,5.0,5.0
2,0,8,4,203,week8_percentage,0.243119266,7,55,27.1079296,1.235326105,3,8,8.0,1,0.243119266,0.21687628917604193,0.22999777758802098,4.0,4.0
3,0,9,3,133,week8_percentage,0.247706422,7,56,36.66452326,1.49835659,3,8,,0,0.247706422,0.2630544402699789,0.2553804311349894,2.5,2.0
4,0,10,2,177,week8_percentage,0.26146789,7,57,39.92647479,1.466728097,3,8,,0,0.26146789,0.257501679613253,0.2594847848066265,1.0,1.0
5,0,10,1,86,week8_percentage,0.247706422,7,58,36.56299007,1.495583499,3,8,,0,0.247706422,0.2625675909407263,0.25513700647036314,2.5,3.0
3,0,9,3,133,week9_percentage,0.333333333,8,59,53.64641406,1.151842017,3,9,,0,0.3333333333333333,0.2878070320135999,0.3105701826734666,2.0,3.0
4,0,10,2,177,week9_percentage,0.333333333,8,60,70.47937997,1.424747569,3,9,,0,0.3333333333333333,0.355997057886873,0.34466519561010317,2.0,2.0
5,0,10,1,86,week9_percentage,0.333333333,8,61,70.53549205,1.425543402,3,9,,0,0.3333333333333333,0.35619591009952717,0.34476462171643024,2.0,1.0
4,0,10,2,177,week10_percentage,0.5,9,62,253.5144832,1.289562011,3,10,,0,0.5,0.4998610044289954,0.4999305022144977,1.5,2.0
5,0,10,1,86,week10_percentage,0.5,9,63,253.6963622,1.290279184,3,10,,0,0.5,0.5001389955710045,0.5000694977855022,1.5,1.0
11,1,7,6,134,week1_percentage,0.082524272,0,64,20.52245117,2.320746677,4,1,7.0,0,0.08252427191747572,0.09178690989541458,0.08715559090644515,8.0,6.0
12,1,9,4,108,week1_percentage,0.101941748,0,65,24.99481254,2.353007779,4,1,9.0,0,0.10194174789805824,0.09306285564673139,0.09750230177239481,3.5,4.0
13,1,5,8,59,week1_percentage,0.077669903,0,66,20.53744371,2.362698886,4,1,5.0,0,0.07766990292233009,0.09344614468633726,0.08555802380433367,9.0,9.0
14,1,10,3,159,week1_percentage,0.111650485,0,67,28.59777902,2.405224672,4,1,,0,0.1116504848883495,0.09512806478838798,0.10338927483836874,2.0,2.0
15,1,10,1,17,week1_percentage,0.101941748,0,68,26.63970756,2.41674234,4,1,,0,0.10194174789805824,0.09558359540075445,0.09876267164940634,3.5,3.0
16,1,3,10,252,week1_percentage,0.09223301,0,69,17.13544416,2.057932433,4,1,3.0,0,0.09223300990776699,0.08139245039997198,0.08681273015386948,5.5,7.0
17,1,2,11,227,week1_percentage,0.09223301,0,70,18.96149264,2.15919357,4,1,2.0,0,0.09223300990776699,0.0853973885303762,0.0888151992190716,5.5,5.0
18,1,6,7,102,week1_percentage,0.087378641,0,71,18.37262148,2.168866878,4,1,6.0,0,0.08737864091262136,0.08577997360895721,0.08657930726078929,7.0,8.0
19,1,8,5,29,week1_percentage,0.063106796,0,72,17.46139292,2.324107273,4,1,8.0,0,0.06310679593689321,0.09191982346383801,0.0775133097003656,11.0,11.0
20,1,10,2,132,week1_percentage,0.116504854,0,73,28.37243625,2.356091801,4,1,,0,0.11650485388349514,0.09318483054913453,0.10484484221631483,1.0,1.0
21,1,4,9,165,week1_percentage,0.072815534,0,74,19.64429282,2.359457932,4,1,4.0,0,0.07281553392718446,0.09331796303009647,0.08306674847864046,10.0,10.0
11,1,7,6,134,week2_percentage,0.085714286,1,75,18.08474818,2.16720746,4,2,7.0,0,0.08571428582857143,0.0928122449728621,0.08926326540071677,7.5,8.0
12,1,9,4,108,week2_percentage,0.089795918,1,76,19.30114049,2.197642635,4,2,9.0,0,0.08979591782040817,0.09411565360818115,0.09195578571429466,5.0,5.0
13,1,5,8,59,week2_percentage,0.073469388,1,77,17.21611529,2.221964622,4,2,5.0,0,0.07346938785306123,0.09515726049507825,0.08431332417406974,11.0,9.0
14,1,10,3,159,week2_percentage,0.110204082,1,78,23.93057451,2.239334976,4,2,,0,0.11020408177959183,0.09590115861303386,0.10305262019631284,1.0,1.0
15,1,10,1,17,week2_percentage,0.106122449,1,79,23.33278557,2.248697621,4,2,,0,0.1061224487877551,0.09630212073473768,0.10121228476124638,2.0,2.0
16,1,3,10,252,week2_percentage,0.081632653,1,80,14.66482056,1.992250074,4,2,3.0,0,0.0816326528367347,0.08531956692106007,0.08347610987889739,10.0,10.0
17,1,2,11,227,week2_percentage,0.085714286,1,81,11.25962632,1.693361988,4,2,2.0,1,0.08571428582857143,0.07251946597580868,0.07911687590219005,7.5,11.0
18,1,6,7,102,week2_percentage,0.097959184,1,82,17.33250243,2.020741794,4,2,6.0,0,0.09795918380408164,0.08653974567419993,0.09224946473914078,3.5,4.0
19,1,8,5,29,week2_percentage,0.085714286,1,83,18.19022348,2.173022797,4,2,8.0,0,0.08571428582857143,0.09306129103430548,0.08938778843143846,7.5,7.0
20,1,10,2,132,week2_percentage,0.097959184,1,84,20.54230905,2.190644908,4,2,,0,0.09795918380408164,0.09381597082996794,0.0958875773170248,3.5,3.0
21,1,4,9,165,week2_percentage,0.085714286,1,85,18.79216781,2.205578694,4,2,4.0,0,0.08571428582857143,0.09445552114076483,0.09008490348466813,7.5,6.0
11,1,7,6,134,week3_percentage,0.091743119,2,86,16.37569298,2.016741476,4,3,7.0,0,0.09174311918348624,0.10195905622962158,0.0968510877065539,9.0,8.0
12,1,9,4,108,week3_percentage,0.110091743,2,87,19.41569118,2.03121359,4,3,9.0,0,0.11009174322018349,0.10269071326283445,0.10639122824150897,2.5,2.0
13,1,5,8,59,week3_percentage,0.073394495,2,88,14.96903798,2.082738653,4,3,5.0,0,0.07339449514678899,0.10529563157198304,0.08934506335938602,10.0,9.0
14,1,10,3,159,week3_percentage,0.096330275,2,89,18.27482453,2.087514939,4,3,,0,0.09633027519266055,0.10553710308364585,0.1009336891381532,7.0,6.0
15,1,10,1,17,week3_percentage,0.105504587,2,90,19.89338256,2.094472002,4,3,,0,0.10550458721100917,0.1058888266863244,0.10569670694866679,5.0,4.0
16,1,3,10,252,week3_percentage,0.096330275,2,91,10.42258696,1.52596585,4,3,3.0,1,0.09633027519266055,0.07714723962201701,0.08673875740733877,7.0,10.0
18,1,6,7,102,week3_percentage,0.110091743,2,92,16.44058437,1.864884971,4,3,6.0,0,0.11009174322018349,0.09428174799929845,0.10218674560974098,2.5,5.0
19,1,8,5,29,week3_percentage,0.096330275,2,93,16.93092678,2.011132475,4,3,8.0,0,0.09633027519266055,0.10167548570005362,0.09900288044635708,7.0,7.0
20,1,10,2,132,week3_percentage,0.110091743,2,94,19.36349753,2.02852175,4,3,,0,0.11009174322018349,0.1025546236999493,0.10632318346006639,2.5,3.0
21,1,4,9,165,week3_percentage,0.110091743,2,95,19.52308025,2.036729395,4,3,4.0,0,0.11009174322018349,0.10296957214427227,0.10653065768222789,2.5,1.0
11,1,7,6,134,week4_percentage,0.084210526,3,96,13.8721114,1.914788492,4,4,7.0,0,0.08421052608421052,0.11452308816044114,0.09936680712232583,7.5,7.0
12,1,9,4,108,week4_percentage,0.126315789,3,97,19.19959933,1.882251417,4,4,9.0,0,0.1263157891263158,0.11257705269789467,0.11944642091210524,3.0,3.0
13,1,5,8,59,week4_percentage,0.078947368,3,98,13.89390231,1.961051356,4,4,5.0,0,0.07894736807894737,0.11729006011298958,0.09811871409596848,9.0,8.0
14,1,10,3,159,week4_percentage,0.110526316,3,99,17.68366445,1.934083062,4,4,,0,0.11052631611052631,0.1156770922451533,0.1131017041778398,5.5,4.0
15,1,10,1,17,week4_percentage,0.136842105,3,100,22.26333388,1.940916598,4,4,,0,0.13684210513684208,0.1160858045645793,0.12646395485071069,2.0,2.0
18,1,6,7,102,week4_percentage,0.121052632,3,101,15.5883409,1.718578519,4,4,6.0,0,0.12105263212105262,0.10278781184678093,0.11192022198391677,4.0,5.0
19,1,8,5,29,week4_percentage,0.110526316,3,102,16.53231748,1.866758865,4,4,8.0,0,0.11052631611052631,0.11165044649259363,0.11108838130155997,5.5,6.0
20,1,10,2,132,week4_percentage,0.147368421,3,103,22.78951865,1.874889708,4,4,,0,0.14736842114736842,0.11213675046485905,0.12975258580611373,1.0,1.0
21,1,4,9,165,week4_percentage,0.084210526,3,104,10.39625979,1.626354171,4,4,4.0,1,0.08421052608421052,0.09727189341470838,0.09074120974945946,7.5,9.0
11,1,7,6,134,week5_percentage,0.102272727,4,105,13.55790387,1.738498616,4,5,7.0,0,0.10227272710227271,0.126512043788056,0.11439238544516436,6.0,6.0
12,1,9,4,108,week5_percentage,0.136363636,4,106,18.11512176,1.738785573,4,5,9.0,0,0.13636363613636365,0.1265329258964541,0.13144828101640887,4.0,4.0
13,1,5,8,59,week5_percentage,0.073863636,4,107,9.25908761,1.598376462,4,5,5.0,1,0.07386363607386363,0.11631523378235581,0.09508943492810973,8.0,8.0
14,1,10,3,159,week5_percentage,0.159090909,4,108,23.08672423,1.788302668,4,5,,0,0.1590909091590909,0.13013632760942812,0.1446136183842595,2.0,2.0
15,1,10,1,17,week5_percentage,0.170454545,4,109,25.69793091,1.798958608,4,5,,0,0.17045454517045455,0.13091176955426248,0.15068315736235852,1.0,1.0
18,1,6,7,102,week5_percentage,0.119318182,4,110,13.5054572,1.589877573,4,5,6.0,0,0.11931818211931818,0.11569676229930585,0.11750747220931201,5.0,5.0
19,1,8,5,29,week5_percentage,0.096590909,4,111,13.07274645,1.750306966,4,5,8.0,0,0.0965909090965909,0.12737134760257493,0.11198112834958292,7.0,7.0
20,1,10,2,132,week5_percentage,0.142045455,4,112,19.00813705,1.738657274,4,5,,0,0.14204545514204545,0.12652358946756276,0.1342845223048041,3.0,3.0
11,1,7,6,134,week6_percentage,0.111764706,5,113,13.64646318,1.664406099,4,6,7.0,0,0.111764706,0.15027160447473512,0.13101815523736757,7.0,6.0
12,1,9,4,108,week6_percentage,0.141176471,5,114,16.86291777,1.626286291,4,6,9.0,0,0.141176471,0.146829941581364,0.144003206290682,4.0,4.0
14,1,10,3,159,week6_percentage,0.164705882,5,115,21.31680448,1.660859866,4,6,,0,0.164705882,0.14995143133725897,0.1573286566686295,1.5,2.0
15,1,10,1,17,week6_percentage,0.164705882,5,116,21.52828079,1.670731617,4,6,,0,0.164705882,0.15084270652703166,0.15777429426351583,1.5,1.0
18,1,6,7,102,week6_percentage,0.135294118,5,117,10.60713032,1.212647058,4,6,6.0,1,0.135294118,0.10948434950863946,0.12238923375431973,5.0,7.0
19,1,8,5,29,week6_percentage,0.123529412,5,118,14.55686265,1.629085693,4,6,8.0,0,0.123529412,0.14708268676798794,0.135306049383994,6.0,5.0
20,1,10,2,132,week6_percentage,0.158823529,5,119,19.310584,1.611968788,4,6,,0,0.158823529,0.14553727980298284,0.15218040440149141,3.0,3.0
11,1,7,6,134,week7_percentage,0.145631068,6,120,11.84843038,1.23553754,4,7,7.0,1,0.145631068,0.13820380439683264,0.14191743619841632,5.0,6.0
12,1,9,4,108,week7_percentage,0.174757282,6,121,19.79834309,1.501608763,4,7,9.0,0,0.174757282,0.1679657938699473,0.17136153793497366,3.5,4.0
14,1,10,3,159,week7_percentage,0.190938511,6,122,23.65301935,1.542094847,4,7,,0,0.190938511,0.17249445500146562,0.18171648300073281,1.5,1.0
15,1,10,1,17,week7_percentage,0.174757282,6,123,20.96882814,1.55904747,4,7,,0,0.174757282,0.17439072841870656,0.1745740052093533,3.5,3.0
19,1,8,5,29,week7_percentage,0.122977346,6,124,14.20464563,1.609280209,4,7,8.0,0,0.122977346,0.18000962336144796,0.151493484680724,6.0,5.0
20,1,10,2,132,week7_percentage,0.190938511,6,125,22.50628816,1.492398818,4,7,,0,0.190938511,0.16693559495159996,0.17893705297579998,1.5,2.0
12,1,9,4,108,week8_percentage,0.187250996,7,126,20.17864068,1.414542069,4,8,9.0,0,0.187250996187251,0.20248407104758318,0.1948675336174171,4.0,4.0
14,1,10,3,159,week8_percentage,0.211155378,7,127,25.32932186,1.438890829,4,8,,0,0.21115537821115538,0.2059694647716779,0.20856242149141663,3.0,3.0
15,1,10,1,17,week8_percentage,0.231075697,7,128,30.18808745,1.445217793,4,8,,0,0.23107569723107568,0.20687513555812342,0.21897541639459955,1.0,1.0
19,1,8,5,29,week8_percentage,0.151394422,7,129,13.28943146,1.301370445,4,8,8.0,1,0.15139442215139443,0.18628416320688795,0.1688392926791412,5.0,5.0
20,1,10,2,132,week8_percentage,0.219123506,7,130,25.70424825,1.385921322,4,8,,0,0.2191235062191235,0.19838716541572748,0.2087553358174255,2.0,2.0
12,1,9,4,108,week9_percentage,0.244725738,8,131,24.22185109,1.109113276,4,9,9.0,1,0.244725738,0.21146314197788177,0.22809443998894088,4.0,4.0
14,1,10,3,159,week9_percentage,0.253164557,8,132,34.25410581,1.384004465,4,9,,0,0.253164557,0.26387379811718825,0.2585191775585941,1.5,1.0
15,1,10,1,17,week9_percentage,0.248945148,8,133,33.69193598,1.403286582,4,9,,0,0.248945148,0.26755011967336906,0.25824763383668453,3.0,2.0
20,1,10,2,132,week9_percentage,0.253164557,8,134,33.06072702,1.348544114,4,9,,0,0.253164557,0.25711294023156095,0.25513874861578045,1.5,3.0
14,1,10,3,159,week10_percentage,0.328185431,9,135,57.5251562,1.265364271,4,10,,0,0.328185431,0.3370469615389562,0.33261619626947814,3.0,2.0
15,1,10,1,17,week10_percentage,0.339768501,9,136,64.19404576,1.276692217,4,10,,0,0.339768501,0.34006431382815905,0.3399164074140795,1.0,1.0
20,1,10,2,132,week10_percentage,0.332046068,9,137,56.36520245,1.21221047,4,10,,0,0.332046068,0.3228887246328848,0.3274673963164424,2.0,3.0
22,2,8,5,39,week1_percentage,0.081712062,0,138,21.49516888,2.373952474,5,1,8.0,0,0.08171206208171206,0.0848667894056577,0.08328942574368488,7.0,7.0
23,2,7,6,121,week1_percentage,0.093385214,0,139,22.6709981,2.328085642,5,1,7.0,0,0.09338521409338521,0.08322708902636161,0.08830615155987341,3.5,4.0
24,2,6,7,246,week1_percentage,0.101167315,0,140,25.92404935,2.396086824,5,1,6.0,0,0.1011673151011673,0.08565807366288462,0.09341269438202596,1.0,1.0
25,2,9,4,126,week1_percentage,0.081712062,0,141,21.64187863,2.38075453,5,1,9.0,0,0.08171206208171206,0.08510995714401802,0.08341100961286504,7.0,5.0
26,2,4,9,92,week1_percentage,0.070038911,0,142,20.09967645,2.405953094,5,1,4.0,0,0.0700389110700389,0.08601078445532037,0.07802484776267964,11.0,10.0
27,2,1,12,140,week1_percentage,0.062256809,0,143,12.59218483,2.00440919,5,1,1.0,1,0.06225680906225681,0.07165593013067831,0.06695636959646756,12.0,12.0
28,2,2,11,4,week1_percentage,0.081712062,0,144,18.63167879,2.230987567,5,1,2.0,0,0.08171206208171206,0.07975591511998806,0.08073398860085006,7.0,9.0
29,2,10,1,104,week1_percentage,0.097276265,0,145,27.76576741,2.497761309,5,1,,0,0.09727626509727626,0.08929285034899266,0.09328455772313446,2.0,2.0
30,2,10,2,187,week1_percentage,0.093385214,0,146,23.18866631,2.350662788,5,1,,0,0.09338521409338521,0.08403420286539072,0.08870970847938797,3.5,3.0
31,2,3,10,288,week1_percentage,0.073929961,0,147,18.53071807,2.291637473,5,1,3.0,0,0.07392996107392996,0.08192409786852564,0.0779270294712278,10.0,11.0
32,2,10,3,174,week1_percentage,0.081712062,0,148,20.70123968,2.336317856,5,1,,0,0.08171206208171206,0.08352138370139489,0.08261672289155347,7.0,8.0
33,2,5,8,179,week1_percentage,0.081712062,0,149,21.54099707,2.376082227,5,1,5.0,0,0.08171206208171206,0.08494292627078731,0.08332749417624968,7.0,6.0
22,2,8,5,39,week2_percentage,0.088235294,1,150,19.21273838,2.206304343,5,2,8.0,0,0.0882352941764706,0.0923380303725862,0.09028666227452839,7.0,7.0
23,2,7,6,121,week2_percentage,0.088235294,1,151,18.58683314,2.173184263,5,2,7.0,0,0.0882352941764706,0.09095189207181847,0.08959359312414453,7.0,8.0
24,2,6,7,246,week2_percentage,0.109243697,1,152,23.43119205,2.226401514,5,2,6.0,0,0.1092436972184874,0.09317913517849787,0.10121141619849264,2.0,2.0
25,2,9,4,126,week2_percentage,0.088235294,1,153,19.3852779,2.215244733,5,2,9.0,0,0.0882352941764706,0.09271220268747195,0.09047374843197127,7.0,6.0
26,2,4,9,92,week2_percentage,0.088235294,1,154,19.64239423,2.228421027,5,2,4.0,0,0.0882352941764706,0.09326365563612353,0.09074947490629706,7.0,5.0
28,2,2,11,4,week2_percentage,0.088235294,1,155,12.06552009,1.741082664,5,2,2.0,1,0.0882352941764706,0.07286761883948088,0.08055145650797574,7.0,10.0
29,2,10,1,104,week2_percentage,0.113445378,1,156,26.89154289,2.328465737,5,2,,0,0.11344537822689076,0.09745071690892844,0.1054480475679096,1.0,1.0
30,2,10,2,187,week2_percentage,0.096638655,1,157,20.26328965,2.188182711,5,2,,0,0.09663865519327731,0.09157960562881694,0.09410913041104713,4.0,4.0
31,2,3,10,288,week2_percentage,0.06302521,1,158,15.24447502,2.189024906,5,2,3.0,0,0.06302521012605042,0.09161485309036338,0.0773200316082069,11.0,11.0
32,2,10,3,174,week2_percentage,0.100840336,1,159,20.50363773,2.164294684,5,2,,0,0.10084033620168067,0.09057984629386141,0.09571009124777105,3.0,3.0
33,2,5,8,179,week2_percentage,0.075630252,1,160,17.73254272,2.233170815,5,2,5.0,0,0.0756302521512605,0.09346244329205089,0.0845463477216557,10.0,9.0
22,2,8,5,39,week3_percentage,0.09623431,2,161,17.67970336,2.055222723,5,3,8.0,0,0.09623431,0.1012481144440005,0.09874121222200025,7.0,7.0
23,2,7,6,121,week3_percentage,0.112970711,2,162,19.27523372,1.999505689,5,3,7.0,0,0.112970711,0.09850328072268111,0.10573699586134055,2.0,3.0
24,2,6,7,246,week3_percentage,0.112970711,2,163,20.62531762,2.067203972,5,3,6.0,0,0.112970711,0.10183835649239678,0.10740453374619839,2.0,1.0
25,2,9,4,126,week3_percentage,0.108786611,2,164,19.48502312,2.045860965,5,3,9.0,0,0.108786611,0.1007869185187251,0.10478676475936255,4.5,4.0
26,2,4,9,92,week3_percentage,0.087866109,2,165,16.90936099,2.081733222,5,3,4.0,0,0.087866109,0.10255412279369486,0.09521011589684743,8.0,8.0
29,2,10,1,104,week3_percentage,0.10041841,2,166,20.650431,2.17501143,5,3,,0,0.10041841,0.10714936328662283,0.10378388664331142,6.0,6.0
30,2,10,2,187,week3_percentage,0.112970711,2,167,19.77202688,2.024952797,5,3,,0,0.112970711,0.09975690237361926,0.10636380668680963,2.0,2.0
