season,week,n_contestants,rho_method_judge,rho_method_placement,rho_judge_placement,p_value,independence_score
9,7,7,-0.41443123283995714,0.8928571428571429,-0.36037498507822363,0.3552689437660521,0.47842591001718576
9,8,5,-0.6155870112510925,0.7,-0.10259783520851543,0.26899777011582215,0.08441298874890746
9,9,4,0.6000000000000001,0.39999999999999997,0.39999999999999997,0.3999999999999999,-0.20000000000000012
10,1,11,-0.7310827788960076,0.9181818181818183,-0.8046508572754801,0.01058151214300531,0.18709903928581073
10,2,9,-0.9833333333333333,0.8333333333333333,-0.8499999999999999,1.9361963037459243e-06,-0.15000000000000002
10,3,10,-0.8890413438919634,0.9151515151515152,-0.8519979545631315,0.0005788836137017755,0.02611017125955173
10,4,9,-0.9666666666666667,0.8666666666666667,-0.8166666666666667,2.155031274835775e-05,-0.09999999999999998
10,5,8,-0.9700772721497397,0.7619047619047621,-0.6826469692905576,6.548558831120658e-05,-0.20817251024497763
10,6,7,-0.9642857142857145,0.8571428571428573,-0.7142857142857144,0.0004541491691941689,-0.1071428571428572
10,7,6,0.44136741475237473,0.028571428571428574,-0.7944613465542746,0.3809392104771887,-0.41279598618094615
10,8,5,-0.9746794344808964,0.9999999999999999,-0.9746794344808963,0.004818230468198537,0.025320565519103444
10,9,4,-0.316227766016838,0.39999999999999997,-0.9486832980505139,0.683772233983162,0.08377223398316197
11,1,12,-0.934585004969397,0.9300699300699302,-0.8602430159377403,8.446749095737233e-06,-0.004515074899466787
11,2,11,-0.9355732821031266,0.9090909090909091,-0.8480073098865779,2.3316285043219576e-05,-0.026482373012217564
11,3,10,-0.580346432818365,0.8303030303030302,-0.37660779150979,0.07858937047290734,0.24995659748466525
11,4,9,-0.8666666666666667,0.8166666666666667,-0.5166666666666667,0.0024953982859902053,-0.050000000000000044
11,5,8,-0.5868368683374969,0.8095238095238096,-0.08383383833392813,0.12619898553608933,0.22268694118631271
11,6,7,0.03571428571428572,0.642857142857143,0.3571428571428572,0.9394082054712856,0.6071428571428573
11,7,6,0.5507824838698261,0.7142857142857143,-0.05797710356524484,0.2573693316225744,0.1635032304158882
11,8,5,0.35909242322980395,0.6,-0.35909242322980395,0.5528147466433505,0.24090757677019603
12,1,11,-0.9656978132124119,0.9363636363636365,-0.9061998436779978,1.4285472234838545e-06,-0.029334176848775373
12,2,11,-0.9004283532308527,0.8909090909090911,-0.6915661063474073,0.0001570108501967176,-0.00951926232176159
12,3,10,-0.9228173535687135,0.6848484848484848,-0.48927899954314347,0.0001413363706029561,-0.2379688687202287
12,4,9,-0.7831560082980488,0.8166666666666667,-0.5192664837628367,0.012553427612862154,0.033510658368617885
12,5,8,-0.8510644963469902,0.8095238095238096,-0.5006261743217589,0.007364059224211301,-0.04154068682318057
12,6,7,-0.7207499701564473,0.7857142857142859,-0.504524979109513,0.06763499473028148,0.06496431555783866
12,7,6,-0.08827348295047495,0.7714285714285715,-0.3236694374850748,0.8679336982351336,0.6831550884780965
12,8,4,-0.39999999999999997,0.39999999999999997,-0.39999999999999997,0.6,0.0
12,9,4,-1.0,0.39999999999999997,-0.39999999999999997,0.0,-0.6000000000000001
13,1,12,-0.9349866335633118,0.6293706293706295,-0.4358584306836491,8.196234826930984e-06,-0.3056160041926823
13,2,11,-0.6918607726062582,0.8090909090909091,-0.23373674750211426,0.018337354318294488,0.11723013648465086
13,3,10,-0.6210590034081187,0.8787878787878788,-0.31993948660418237,0.055316406954262994,0.2577288753797601
13,4,9,-0.8512565307587485,0.9333333333333332,-0.8512565307587486,0.0036019340745685,0.08207680257458472
13,5,8,-0.8916309815169778,0.9761904761904763,-0.8072875102923989,0.002928680906134816,0.08455949467349844
13,6,7,-0.8829187134416479,0.7857142857142859,-0.5765999761251578,0.008450342381896611,-0.09720442772736193
13,7,6,-0.6571428571428573,0.7714285714285715,-0.5428571428571429,0.15617492711370237,0.11428571428571421
13,8,5,-0.6668859288553501,0.9999999999999999,-0.6668859288553503,0.21889398131323168,0.33311407114464975
13,9,4,-0.7999999999999999,0.39999999999999997,-0.19999999999999998,0.20000000000000007,-0.39999999999999997
14,1,12,-0.8204836824663079,0.6713286713286714,-0.26269872289491436,0.0010769789968638217,-0.14915501113763652
14,2,12,-0.8998367601210819,0.8391608391608393,-0.6713625827465884,6.696956534237246e-05,-0.06067592096024266
14,3,11,-0.8746075279824972,0.9727272727272729,-0.8268147668905574,0.00042636656139976697,0.0981197447447757
14,4,10,-0.830867564110496,0.9393939393939393,-0.6339211785435636,0.0029033919021513627,0.10852637528344333
14,5,9,-0.9748243359065808,0.9,-0.8235584906796976,8.133774702684446e-06,-0.07482433590658077
14,6,8,-0.9047619047619048,0.7857142857142858,-0.523809523809524,0.0020082755054294677,-0.11904761904761896
14,7,7,-0.4504687313477795,0.9285714285714288,-0.6126374746329801,0.3104293018513229,0.47810269722364934
14,8,6,-0.11595420713048969,0.8857142857142858,-0.11595420713048968,0.826848213385815,0.7697600785837961
14,9,4,1.0,0.7999999999999999,0.7999999999999999,0.0,-0.20000000000000007
15,1,13,-0.4426108608895117,0.945054945054945,-0.4619750860534278,0.1298796804489801,0.5024440841654334
15,2,11,-0.4312108080078245,0.9090909090909091,-0.23854214911071145,0.18544841577784052,0.47788010108308454
15,3,11,-0.5282450493547783,0.8363636363636365,-0.7245839172565544,0.09484311810806345,0.3081185870088582
15,4,9,-0.8451956828432803,0.9,-0.6359888306543495,0.004116597419302819,0.05480431715671974
15,5,8,-0.20293851577273644,0.8095238095238096,0.20293851577273644,0.6298084897377183,0.6065852937510732
15,6,8,0.4578645580762859,0.8333333333333335,0.168686942449158,0.2539413413452635,0.3754687752570476
15,7,7,-0.9642857142857145,1.0,-0.9642857142857145,0.0004541491691941689,0.035714285714285476
15,8,7,0.01801874925391118,0.8928571428571429,-0.30631873731649006,0.9694153868031987,0.8748383936032317
15,9,5,-0.3,0.6,-0.6,0.6238376647810728,0.3
16,1,12,-0.9486114453409812,0.7552447552447553,-0.5542448894127081,2.5883204799607794e-06,-0.19336669009622587
16,2,12,-0.984139963893078,0.9440559440559443,-0.9486114453409813,7.695852620254271e-09,-0.04008401983713372
16,3,11,-0.9862693712811287,0.881818181818182,-0.8249636329874862,2.390348942277324e-08,-0.10445118946294674
16,4,10,-0.9908673886137245,0.8666666666666665,-0.8440722199302098,3.010166323417494e-08,-0.124200721947058
16,5,9,-0.9748243359065808,0.9333333333333332,-0.9159987294294596,8.133774702684446e-06,-0.04149100257324756
16,6,8,-0.9221722216732094,0.9285714285714287,-0.8024095954818835,0.0011108173578061712,0.006399206898219267
16,7,7,-1.0,0.7500000000000002,-0.7500000000000002,0.0,-0.24999999999999978
16,8,6,-0.942857142857143,0.8857142857142858,-0.7142857142857143,0.0048046647230320545,-0.05714285714285716
16,9,5,-0.6668859288553501,0.7,-0.15389675281277312,0.21889398131323168,0.033114071144649815
16,10,4,-0.9486832980505139,0.7999999999999999,-0.7378647873726218,0.05131670194948612,-0.14868329805051395
17,1,12,-0.9542490146014182,0.8111888111888113,-0.6972003870519587,1.461657556100422e-06,-0.14306020341260695
17,2,12,-0.7936816538467976,0.9300699300699302,-0.6666925892313099,0.0020580488165246715,0.13638827622313265
17,3,11,-0.4942909233019844,0.7636363636363637,-0.17554257089229353,0.12222792064573086,0.2693454403343793
17,4,10,-0.8390470785361211,0.8909090909090909,-0.5911468053322673,0.002406182761095601,0.051862012372969724
17,5,9,0.3163433252262558,0.8333333333333333,0.23939494881986928,0.4069029394428369,0.5169900081070775
17,6,8,-0.880952380952381,0.11904761904761905,0.14285714285714288,0.0038503204637324014,-0.761904761904762
17,7,8,0.0,0.7619047619047621,-0.5212982933415373,1.0,0.7619047619047621
17,8,7,-0.18184824186332701,0.642857142857143,-0.5637295497763137,0.6963638336303282,0.461008900993816
17,9,6,0.028988551782622423,0.6,0.14494275891311212,0.9565293523898406,0.5710114482173776
17,10,5,-0.7,0.8999999999999998,-0.8999999999999998,0.1881204043741873,0.19999999999999984
17,11,4,-1.0,1.0,-1.0,0.0,0.0
18,1,12,-0.8724281949682505,0.9160839160839163,-0.7660345126550493,0.00021398144611285225,0.043655721115665735
18,2,11,-0.7957899197981388,0.9,-0.6639430691806958,0.003393929882319364,0.10421008020186118
18,3,9,-0.42649025709145966,0.7666666666666667,-0.6701989754294366,0.25231632136598314,0.34017640957520706
18,4,7,-0.8648999641877367,0.7500000000000002,-0.5585812268712466,0.011965034552489661,-0.11489996418773651
18,5,9,-0.5714487486348921,0.7833333333333333,-0.4117792453398488,0.10797035347412808,0.21188458469844118
18,6,8,-0.5663061639364588,0.9285714285714287,-0.6265515005254438,0.1433540530104835,0.3622652646349699
18,7,7,-0.7857142857142859,0.8571428571428573,-0.8571428571428573,0.03623846267982713,0.0714285714285714
18,8,6,0.7406560798180413,0.48571428571428577,0.3086066999241838,0.09216726216588661,-0.2549417941037555
18,9,5,0.5642880936468347,0.09999999999999999,-0.6668859288553503,0.32172333582430024,-0.46428809364683477
18,10,4,-0.7999999999999999,0.6000000000000001,-0.7999999999999999,0.20000000000000007,-0.19999999999999984
19,1,13,-0.8938007555207935,0.8516483516483516,-0.6234536134188251,3.811202530579579e-05,-0.0421524038724419
19,2,12,-0.8522137508731997,0.8391608391608393,-0.5990456491493621,0.0004308612421591006,-0.013052911712360449
19,3,11,-0.9678344297618551,0.790909090909091,-0.6959190423525721,1.0728831628428118e-06,-0.17692533885276407
19,4,10,-0.8510677611520905,0.9515151515151514,-0.7112494861056755,0.0017911300301950417,0.10044739036306094
19,5,9,-0.912141875543738,0.8666666666666667,-0.6778302010921357,0.0006068506794715019,-0.04547520887707135
19,6,9,-0.8403658068160178,0.9333333333333332,-0.7395219099980958,0.004561188635048483,0.09296752651731544
19,7,8,-0.8095238095238096,0.7619047619047621,-0.5000000000000001,0.014902667686230067,-0.04761904761904756
19,8,7,-1.0,0.7857142857142859,-0.7857142857142859,0.0,-0.21428571428571408
19,9,6,-0.9276336570439175,0.8285714285714287,-0.7247137945655605,0.007665844187473165,-0.0990622284724888
19,10,5,-0.6,0.6,-0.19999999999999998,0.28475697986529375,0.0
19,11,4,-0.7999999999999999,0.7999999999999999,-1.0,0.20000000000000007,0.0
20,1,12,-0.9486114453409812,0.9510489510489512,-0.8704487045263686,2.5883204799607794e-06,0.002437505707969967
20,2,12,-0.5521451379788336,0.8601398601398602,-0.32626758153294716,0.06268508909931593,0.30799472216102664
20,3,11,-0.9315165605535353,0.9363636363636365,-0.8356251499083183,3.0507783946212435e-05,0.004847075810101242
20,4,10,-0.6890371996505876,0.8424242424242423,-0.4329348776565639,0.027533181700364857,0.15338704277365467
20,5,9,-0.8355099778440249,0.9,-0.6160831149758972,0.005040224197361956,0.0644900221559751
20,6,8,-0.07229440390678199,0.8333333333333335,-0.38557015416950396,0.8649195587700265,0.7610389294265515
20,7,7,-0.10910894511799621,0.8928571428571429,0.0,0.8158714843641036,0.7837481977391467
20,8,6,-0.8285714285714287,1.0,-0.8285714285714287,0.04156268221574334,0.17142857142857126
20,9,4,0.9486832980505139,0.39999999999999997,0.21081851067789195,0.05131670194948612,-0.5486832980505139
21,1,13,-0.977838140019881,0.967032967032967,-0.9445027488828397,8.118632285526904e-09,-0.010805172986913969
21,2,13,-0.8404977220207888,0.9340659340659341,-0.8208861085069702,0.00032075014685464576,0.09356821204514532
21,3,10,-0.9390418473114204,0.8424242424242423,-0.7134278969833519,5.610181924931424e-05,-0.09661760488717808
21,4,10,-0.9264501099011717,0.9030303030303028,-0.73011631177642,0.00011707124217732789,-0.023419806870868864
21,5,9,-0.912141875543738,0.5833333333333334,-0.31799441532717476,0.0006068506794715019,-0.3288085422104047
21,6,9,-0.7831560082980488,0.7999999999999999,-0.43414083068696174,0.012553427612862154,0.016843991701951166
21,7,8,0.6997157779998369,0.5952380952380953,0.11048143863155317,0.053362469677282115,-0.10447768276174152
21,8,7,-0.8108437164260032,0.9285714285714288,-0.5765999761251578,0.02691632884316199,0.11772771214542566
21,9,6,0.11595420713048969,0.4285714285714286,-0.23190841426097936,0.826848213385815,0.3126172214409389
21,10,4,-0.9486832980505139,-0.39999999999999997,0.10540925533894598,0.05131670194948612,-0.5486832980505139
21,11,4,-0.7745966692414834,0.39999999999999997,-0.2581988897471611,0.22540333075851657,-0.37459666924148344
22,1,12,-0.966239122823192,0.8741258741258742,-0.8117845418514549,3.2638028116871954e-07,-0.09211324869731785
22,2,12,-0.8768024290293284,0.9300699300699302,-0.6978631577988531,0.00018110782615169438,0.05326750104060185
22,3,11,-0.9125296052040349,0.9090909090909091,-0.6959190423525721,8.922579233690266e-05,-0.003438696113125861
22,4,10,-0.917469804271967,0.9030303030303028,-0.7706746355884525,0.00018355073413591665,-0.014439501241664154
22,5,9,-0.9707197941566387,0.7333333333333334,-0.6610936529170212,1.3744158988833838e-05,-0.23738646082330528
22,6,9,-0.8257188348359862,0.9,-0.6214172674538865,0.0061085545588945925,0.07428116516401384
22,7,8,-0.25031308716087947,0.5952380952380953,-0.8510644963469902,0.5498991735050216,0.3449250080772159
22,8,6,-0.20291986247835697,0.8857142857142858,0.0,0.6997979681570189,0.6827944232359289
22,9,5,0.0,0.7,-0.3,1.0,0.7
23,1,13,-0.9474011354940377,0.8351648351648352,-0.7839605887275225,8.881441214634713e-07,-0.11223630032920251
23,2,13,-0.9335502417002651,0.8571428571428571,-0.675923617136097,3.1268389302995615e-06,-0.07640738455740803
23,3,12,-0.9611847501266985,0.9580419580419581,-0.8622392611430678,6.500661745099282e-07,-0.0031427920847403312
23,4,11,-0.7770628278831779,0.9,-0.5839466221370627,0.004892521659890437,0.12293717211682209
23,5,9,-0.8568843355587694,0.6333333333333333,-0.4896481917478682,0.003165299628050998,-0.2235510022254361
23,6,9,-0.94120970363394,0.7999999999999999,-0.7731365422707366,0.00015311536072670046,-0.14120970363394003
23,7,8,-0.8647908694379515,0.7857142857142858,-0.7659576272164712,0.0055698626658775285,-0.07907658372366566
23,8,7,-0.8829187134416479,0.9285714285714288,-0.8468812149338255,0.008450342381896611,0.045652715129780974
23,9,6,-0.4707919090691997,0.5428571428571429,-0.29424494316824984,0.34598647783417236,0.07206523378794322
23,10,5,0.9746794344808964,0.09999999999999999,-0.10259783520851543,0.004818230468198537,-0.8746794344808965
23,11,4,-0.19999999999999998,0.19999999999999998,-1.0,0.8,0.0
24,1,12,-0.9488905105990603,0.8811188811188813,-0.751351965641635,2.5199954135859204e-06,-0.06777162948017901
24,2,12,-0.8248420687798087,0.8391608391608393,-0.6761580907164955,0.0009598812048418085,0.014318770381030577
24,3,11,-0.9079208698242166,0.6727272727272727,-0.45165606722219914,0.00011165443118071231,-0.23519359709694387
24,4,10,-0.6707441766510146,0.9515151515151514,-0.5365953413208115,0.033758136992652774,0.2807709748641368
24,5,9,-0.2773207162492859,0.8833333333333333,0.1176512129542425,0.4700126440526218,0.6060126170840474
24,6,8,0.261904761904762,0.8571428571428572,0.04761904761904763,0.530922861565801,0.5952380952380952
24,7,7,-0.5765999761251578,0.8571428571428573,-0.30631873731649006,0.1753818245224564,0.28054288101769953
24,8,5,-0.8999999999999998,0.7,-0.49999999999999994,0.03738607346849874,-0.19999999999999984
24,9,4,0.7999999999999999,0.7999999999999999,0.39999999999999997,0.20000000000000007,0.0
25,1,13,-0.9141589903889837,0.7912087912087913,-0.6066691481672347,1.2308211682588158e-05,-0.12295019918019245
25,2,13,-0.8409606356900723,0.8846153846153846,-0.6971121059009809,0.00031595999859707074,0.04365474892531229
25,3,11,-0.8793868040916912,0.9090909090909091,-0.7407877969250659,0.00036053928269070656,0.02970410499921783
25,4,11,-0.7732632914707113,0.9545454545454546,-0.763349659528779,0.005247869172266347,0.18128216307474332
25,5,10,-0.9235862696337802,0.9151515151515152,-0.8379557545683967,0.00013591680973240746,-0.00843475448226505
25,6,9,-0.94120970363394,0.5166666666666667,-0.4958158260214505,0.00015311536072670046,-0.42454303696727325
25,7,8,-0.7229440390678199,0.7857142857142858,-0.42171735612289496,0.04273152349785686,0.06277024664646591
25,8,6,-0.7714285714285715,1.0,-0.7714285714285715,0.07239650145772594,0.22857142857142854
25,9,5,0.6,0.09999999999999999,-0.7,0.28475697986529375,-0.5
25,10,4,-0.21081851067789195,0.0,-0.9486832980505139,0.7891814893221081,-0.21081851067789195
26,1,8,-0.8675328468813838,0.9523809523809524,-0.8916309815169778,0.0052491364391084715,0.08484810549956867
26,2,8,-0.6182840223353118,0.9285714285714287,-0.44855899659620657,0.102278532985927,0.31028740623611695
26,3,6,-0.8986451052612952,0.942857142857143,-0.9856107606091624,0.014888622005580311,0.0442120375958478
27,1,13,-0.8468787990347543,0.6208791208791209,-0.24514912603637626,0.0002595709055817593,-0.22599967815563338
27,2,12,-0.8450913782447986,0.7272727272727274,-0.2816971260815995,0.0005383655078230389,-0.11781865097207123
27,3,11,-0.8414348964652163,0.7272727272727273,-0.2804782988217388,0.0011660561498636848,-0.114162169192489
27,4,10,-0.5183023183212385,0.6121212121212121,0.1341488353302029,0.12483849367734694,0.09381889379997355
27,5,9,-0.8991914132931392,0.2833333333333333,-0.016807316136320357,0.0009692317361499688,-0.6158580799598059
27,6,9,-0.7815402003388966,0.8166666666666667,-0.4033755872716886,0.012861966262373726,0.035126466327770056
27,7,8,-0.22754898976351917,0.9285714285714287,-0.3832404038122429,0.5878445645010817,0.7010224388079096
27,8,6,-0.2898855178262242,0.48571428571428577,0.4058397249567139,0.5773517870348748,0.19582876788806158
27,9,4,-0.9486832980505139,-0.19999999999999998,0.316227766016838,0.05131670194948612,-0.7486832980505139
28,1,12,-0.748692304319494,0.8391608391608393,-0.3690736711434125,0.005083523176958122,0.09046853484134532
28,2,12,-0.8339691214334591,0.9720279720279721,-0.8021652142601492,0.0007465755228156687,0.13805885059451295
28,3,10,-0.6605782590758164,0.7939393939393938,-0.2874738720052164,0.03759926615332362,0.13336113486357748
28,4,10,-0.8343519944775737,0.8787878787878788,-0.7778920850768356,0.0026833453122100857,0.044435884310305096
28,5,9,-0.6386780131801736,0.9500000000000001,-0.563045090566732,0.06410620825872809,0.3113219868198265
28,6,9,0.11969747440993465,0.8166666666666667,0.38474188203193277,0.7590469815868943,0.696969192256732
28,7,8,-0.8295150620062534,0.7142857142857144,-0.51234753829798,0.010857954728721145,-0.11522934772053894
28,8,7,-0.42857142857142866,0.8928571428571429,-0.4642857142857144,0.337368311085824,0.46428571428571425
28,9,6,-0.48571428571428577,0.5428571428571429,-0.48571428571428577,0.32872303206997094,0.05714285714285716
28,10,5,-0.6668859288553501,0.19999999999999998,-0.46169025843831935,0.21889398131323168,-0.4668859288553502
28,11,4,-0.19999999999999998,-0.6000000000000001,-0.19999999999999998,0.8,0.40000000000000013
29,1,15,-0.8599176188481797,0.8642857142857141,-0.6230759017925369,3.9413223428237625e-05,0.004368095437534358
29,2,15,-0.9155370708381051,0.782142857142857,-0.5696675107437099,1.6893753513889805e-06,-0.13339421369524807
29,3,14,-0.8527388003008082,0.7142857142857143,-0.4429811949614588,0.00010638394811407622,-0.13845308601509387
29,4,13,-0.8300897174697076,0.8901098901098902,-0.5859456829197937,0.0004446017290829846,0.060020172640182556
29,5,12,-0.8042800452482786,0.8951048951048951,-0.5750056432091766,0.0016115426183186236,0.09082484985661654
29,6,11,-0.7694837640638655,0.7363636363636363,-0.228513360237148,0.005619846293384322,-0.03312012770022921
29,7,10,-0.8884730095773006,0.7818181818181817,-0.4535561517422584,0.0005904154554284008,-0.10665482775911883
29,8,8,-0.6867968371144288,0.8095238095238096,-0.18073600976695497,0.05989745556707231,0.1227269724093808
29,9,7,-0.6546536707079773,0.6785714285714287,-0.21821789023599242,0.11056669073123543,0.023917757863451405
29,10,6,-0.6179143806533246,0.942857142857143,-0.6179143806533246,0.19109390169019305,0.32494276220381835
29,11,4,-0.2581988897471611,0.7999999999999999,-0.2581988897471611,0.7418011102528389,0.5418011102528388
30,1,15,-0.7534394885727158,0.6749999999999999,-0.28908949201830825,0.0011812759785156338,-0.07843948857271588
30,2,15,-0.7410263712012786,0.914285714285714,-0.6007349708282209,0.001573073144720513,0.17325934308443547
30,3,14,-0.37600145129652274,0.8549450549450549,-0.1023435902937281,0.1851859901086549,0.47894360364853217
30,4,13,-0.49379733098216677,0.9230769230769231,-0.4165552903816044,0.08634326494486189,0.42927959209475636
30,5,11,-0.33932860375277213,0.7272727272727273,0.04779276109193974,0.3073076336891516,0.38794412351995516
30,6,10,-0.8051426574760588,0.8666666666666665,-0.7927558473610427,0.0049488994886480436,0.06152400919060763
