season,week,n_contestants,rho,p_value
18,6,8,0.9285714285714287,0.0008629681828999769
18,7,7,0.8571428571428573,0.01369732661532562
18,8,6,0.48571428571428577,0.32872303206997094
18,9,5,0.09999999999999999,0.8728885715695383
18,10,4,0.6000000000000001,0.3999999999999999
19,1,13,0.8516483516483516,0.00022021941625366222
19,2,12,0.8391608391608393,0.0006428259886278202
19,3,11,0.790909090909091,0.003746082953397406
19,4,10,0.9515151515151514,2.279854920641689e-05
19,5,9,0.8666666666666667,0.0024953982859902053
19,6,9,0.9333333333333332,0.00023589981215941676
19,7,8,0.7619047619047621,0.028004939153071794
19,8,7,0.7857142857142859,0.03623846267982713
19,9,6,0.8285714285714287,0.04156268221574334
19,10,5,0.6,0.28475697986529375
19,11,4,0.7999999999999999,0.20000000000000007
20,1,12,0.9510489510489512,2.0384246324655723e-06
20,2,12,0.8601398601398602,0.0003316683391269209
20,3,11,0.9363636363636365,2.208207644917754e-05
20,4,10,0.8424242424242423,0.0022200312259168407
20,5,9,0.9,0.0009430623223403293
20,6,8,0.8333333333333335,0.01017554012345675
20,7,7,0.8928571428571429,0.006807187408935393
20,8,6,1.0,0.0
20,9,4,0.39999999999999997,0.6
21,1,13,0.967032967032967,7.064113887175154e-08
21,2,13,0.9340659340659341,2.998703750099579e-06
21,3,10,0.8424242424242423,0.0022200312259168407
21,4,10,0.9030303030303028,0.00034361219776328223
21,5,9,0.5833333333333334,0.09918581647988323
21,6,9,0.7999999999999999,0.00962792472537983
21,7,8,0.5952380952380953,0.11952980613879262
21,8,7,0.9285714285714288,0.0025194724037946874
21,9,6,0.4285714285714286,0.39650145772594736
21,10,4,-0.39999999999999997,0.6
21,11,4,0.39999999999999997,0.6
22,1,12,0.8741258741258742,0.00020071307332423193
22,2,12,0.9300699300699302,1.1702227928659668e-05
22,3,11,0.9090909090909091,0.00010559337630360869
22,4,10,0.9030303030303028,0.00034361219776328223
22,5,9,0.7333333333333334,0.02455415007146968
22,6,9,0.9,0.0009430623223403293
22,7,8,0.5952380952380953,0.11952980613879262
22,8,6,0.8857142857142858,0.01884548104956266
22,9,5,0.7,0.1881204043741873
23,1,13,0.8351648351648352,0.00038020808018512014
23,2,13,0.8571428571428571,0.0001809340887252406
23,3,12,0.9580419580419581,9.543581826838402e-07
23,4,11,0.9,0.00015997142806871369
23,5,9,0.6333333333333333,0.06708578689234565
23,6,9,0.7999999999999999,0.00962792472537983
23,7,8,0.7857142857142858,0.020815127253525276
23,8,7,0.9285714285714288,0.0025194724037946874
23,9,6,0.5428571428571429,0.26570262390670557
23,10,5,0.09999999999999999,0.8728885715695383
23,11,4,0.19999999999999998,0.8
24,1,12,0.8811188811188813,0.00015267406467669873
24,2,12,0.8391608391608393,0.0006428259886278202
24,3,11,0.6727272727272727,0.023313039833185972
24,4,10,0.9515151515151514,2.279854920641689e-05
24,5,9,0.8833333333333333,0.0015905004234978686
24,6,8,0.8571428571428572,0.006530017254715292
24,7,7,0.8571428571428573,0.01369732661532562
24,8,5,0.7,0.1881204043741873
24,9,4,0.7999999999999999,0.20000000000000007
25,1,13,0.7912087912087913,0.0012750239017411194
25,2,13,0.8846153846153846,5.9057452171910124e-05
25,3,11,0.9090909090909091,0.00010559337630360869
25,4,11,0.9545454545454546,4.988898739949763e-06
25,5,10,0.9151515151515152,0.0002044724061488323
25,6,9,0.5166666666666667,0.1543901209862251
25,7,8,0.7857142857142858,0.020815127253525276
25,8,6,1.0,0.0
25,9,5,0.09999999999999999,0.8728885715695383
25,10,4,0.0,1.0
26,1,8,0.9523809523809524,0.00026040002438725105
26,2,8,0.9285714285714287,0.0008629681828999769
26,3,6,0.942857142857143,0.0048046647230320545
27,1,13,0.6208791208791209,0.02353816709643306
27,2,12,0.7272727272727274,0.007355028857805126
27,3,11,0.7272727272727273,0.011204967253592057
27,4,10,0.6121212121212121,0.059972142477255234
27,5,9,0.2833333333333333,0.46003032896571994
27,6,9,0.8166666666666667,0.007224785246358785
27,7,8,0.9285714285714287,0.0008629681828999769
27,8,6,0.48571428571428577,0.32872303206997094
27,9,4,-0.19999999999999998,0.8
28,1,12,0.8391608391608393,0.0006428259886278202
28,2,12,0.9720279720279721,1.2868115751495013e-07
28,3,10,0.7939393939393938,0.0060999233136969115
28,4,10,0.8787878787878788,0.0008138621117322101
28,5,9,0.9500000000000001,8.762523965086177e-05
28,6,9,0.8166666666666667,0.007224785246358785
28,7,8,0.7142857142857144,0.04652823228416724
28,8,7,0.8928571428571429,0.006807187408935393
28,9,6,0.5428571428571429,0.26570262390670557
28,10,5,0.19999999999999998,0.747060078104662
28,11,4,-0.6000000000000001,0.3999999999999999
29,1,15,0.8642857142857141,3.243373143346797e-05
29,2,15,0.782142857142857,0.0005697096277734958
29,3,14,0.7142857142857143,0.00410440916188023
29,4,13,0.8901098901098902,4.5654374407447036e-05
29,5,12,0.8951048951048951,8.36658642909172e-05
29,6,11,0.7363636363636363,0.009759535959916903
29,7,10,0.7818181818181817,0.007547007781067878
29,8,8,0.8095238095238096,0.014902667686230067
29,9,7,0.6785714285714287,0.0937502539598313
29,10,6,0.942857142857143,0.0048046647230320545
29,11,4,0.7999999999999999,0.20000000000000007
30,1,15,0.6749999999999999,0.00576349921805083
30,2,15,0.914285714285714,1.853112130892652e-06
30,3,14,0.8549450549450549,9.766040002967738e-05
30,4,13,0.9230769230769231,6.851685949643363e-06
30,5,11,0.7272727272727273,0.011204967253592057
30,6,10,0.8666666666666665,0.0011735381801554687
30,7,9,0.65,0.05807305801714865
30,8,8,0.5714285714285715,0.1389599571607067
30,9,6,0.7714285714285715,0.07239650145772594
30,10,4,0.39999999999999997,0.6
31,1,16,0.8676470588235294,1.334868129916698e-05
31,2,15,0.9571428571428571,2.2736751556259742e-08
31,3,14,0.8725274725274725,4.680621207250762e-05
31,4,13,0.8461538461538461,0.00026601205575225274
31,5,12,0.9440559440559443,3.927261080965945e-06
31,6,10,0.9393939393939393,5.484052998513666e-05
31,7,9,0.8333333333333333,0.005265691029161747
31,8,8,0.9285714285714287,0.0008629681828999769
31,9,6,0.942857142857143,0.0048046647230320545
31,10,4,0.7999999999999999,0.20000000000000007
32,1,14,0.8153846153846154,0.00037913223820058216
32,2,13,0.9065934065934067,1.9296152005272254e-05
32,3,12,0.9580419580419581,9.543581826838402e-07
32,4,11,0.8909090909090911,0.0002334581703787316
32,5,10,0.8787878787878788,0.0008138621117322101
32,6,9,0.9166666666666666,0.0005066190663052084
32,7,8,0.9285714285714287,0.0008629681828999769
32,8,7,0.7857142857142859,0.03623846267982713
32,9,6,0.942857142857143,0.0048046647230320545
32,10,5,0.6,0.28475697986529375
32,11,5,0.7,0.1881204043741873
33,1,13,0.8650170564347366,0.00013457711420810734
33,2,13,0.9434491733171197,1.312773375364647e-06
33,3,11,0.961278120390013,2.4488608545989222e-06
33,4,9,0.7999999999999999,0.00962792472537983
33,5,8,0.8571428571428572,0.006530017254715292
33,6,7,0.5357142857142858,0.21521745567801273
33,7,6,0.5428571428571429,0.26570262390670557
33,8,5,0.7,0.1881204043741873
33,9,5,0.19999999999999998,0.747060078104662
34,1,14,0.7656770309841704,0.0014116277732486064
34,2,14,0.8580863278270876,8.625120340715158e-05
34,3,12,0.8881118881118882,0.00011413359814618011
34,4,11,0.8909090909090911,0.0002334581703787316
34,5,10,0.8666666666666665,0.0011735381801554687
34,6,10,0.9151515151515152,0.0002044724061488323
34,7,9,0.9666666666666667,2.155031274835775e-05
34,8,8,0.9523809523809524,0.00026040002438725105
34,9,7,0.9285714285714288,0.0025194724037946874
34,10,6,1.0,0.0
34,11,5,0.9999999999999999,1.4042654220543672e-24
