Season,Week,Contestant_ID,Celebrity_Name,Actual_Eliminated,Predicted_Elim_Probability
29,2,28,8,0,0.000416667
29,2,29,50,0,0
29,2,30,20,0,0.000166667
29,2,31,99,0,0.004
29,2,32,61,0,0
29,2,33,17,1,0.986416667
29,2,34,110,0,0.000166667
29,2,35,57,0,8.33E-05
29,2,36,86,0,0
29,2,37,0,0,0
29,2,38,85,0,0
29,2,39,62,0,0
29,2,40,14,0,0.00375
29,2,41,84,0,0.0045
29,2,42,46,0,0.0005
29,3,28,8,0,0.007666667
29,3,29,50,0,0
29,3,30,20,0,0
29,3,31,99,0,0.00025
29,3,32,61,0,0.000416667
29,3,34,110,0,0
29,3,35,57,0,0
29,3,36,86,0,0
29,3,37,0,0,0
29,3,38,85,0,8.33E-05
29,3,39,62,0,0
29,3,40,14,1,0.991583333
29,3,41,84,0,0
29,3,42,46,0,0
29,4,28,8,1,0.84975
29,4,29,50,0,0.071833333
29,4,30,20,0,0.000416667
29,4,31,99,0,0
29,4,32,61,0,0.000416667
29,4,34,110,0,0.001166667
29,4,35,57,0,8.33E-05
29,4,36,86,0,0.000166667
29,4,37,0,0,0.00025
29,4,38,85,0,0.00225
29,4,39,62,0,0
29,4,41,84,0,8.33E-05
29,4,42,46,0,0.073583333
29,5,29,50,1,0.954583333
29,5,30,20,0,0.040333333
29,5,31,99,0,0
29,5,32,61,0,0.000833333
29,5,34,110,0,0.002666667
29,5,35,57,0,0
29,5,36,86,0,0
29,5,37,0,0,0.000666667
29,5,38,85,0,8.33E-05
29,5,39,62,0,0
29,5,41,84,0,0
29,5,42,46,0,0.000833333
29,6,30,20,0,0.000333333
29,6,31,99,0,0.277583333
29,6,32,61,0,0
29,6,34,110,1,0.719083333
29,6,35,57,0,0.002916667
29,6,36,86,0,0
29,6,37,0,0,0
29,6,38,85,0,0
29,6,39,62,0,0
29,6,41,84,0,0
29,6,42,46,0,8.33E-05
29,7,30,20,0,0.009916667
29,7,31,99,0,8.33E-05
29,7,32,61,0,0.022166667
29,7,35,57,0,0.0035
29,7,36,86,0,0.00225
29,7,37,0,0,0.024583333
29,7,38,85,0,0.000333333
29,7,39,62,0,0.079083333
29,7,41,84,1,0.967833333
29,7,42,46,1,0.89025
29,8,30,20,1,0.5855
29,8,31,99,0,0.102
29,8,32,61,0,0.000333333
29,8,35,57,0,0
29,8,36,86,0,0
29,8,37,0,0,0.125083333
29,8,38,85,0,0.186833333
29,8,39,62,0,0.00025
29,9,31,99,0,0
29,9,32,61,0,0.003166667
29,9,35,57,0,8.33E-05
29,9,36,86,0,8.33E-05
29,9,37,0,1,0.792083333
29,9,38,85,0,0.204583333
29,9,39,62,0,0
29,10,31,99,1,0.83075
29,10,32,61,0,0.111333333
29,10,35,57,1,0.953416667
29,10,36,86,0,0.042
29,10,38,85,0,0.04275
29,10,39,62,0,0.01975
29,11,32,61,1,0.346916667
29,11,36,86,0,0.287083333
29,11,38,85,0,0.171583333
29,11,39,62,0,0.194416667
30,2,43,74,1,0.995083333
30,2,44,12,0,0.000583333
30,2,45,81,0,0
30,2,46,77,0,0.003583333
30,2,47,82,0,0
30,2,48,102,0,0
30,2,49,41,0,0
30,2,50,22,0,0
30,2,51,80,0,0
30,2,52,52,0,0
30,2,53,87,0,0
30,2,54,53,0,0
30,2,55,21,0,0.000416667
30,2,56,68,0,0.000333333
30,2,57,5,0,0
30,3,44,12,0,0.25875
30,3,45,81,0,0
30,3,46,77,0,0.123583333
30,3,47,82,0,0
30,3,48,102,0,0.006833333
30,3,49,41,0,0.0455
30,3,50,22,0,0.1125
30,3,51,80,0,0
30,3,52,52,0,0.1255
30,3,53,87,0,0
30,3,54,53,0,0
30,3,55,21,1,0.307583333
30,3,56,68,0,0.01975
30,3,57,5,0,0
30,4,44,12,1,0.96
30,4,45,81,0,0
30,4,46,77,1,0.918
30,4,47,82,0,0.001833333
30,4,48,102,0,0.00025
30,4,49,41,0,0.000666667
30,4,50,22,0,0.009166667
30,4,51,80,0,0.00725
30,4,52,52,0,0.0025
30,4,53,87,0,0.000166667
30,4,54,53,0,0.00025
30,4,56,68,0,0.099333333
30,4,57,5,0,0.000583333
30,5,45,81,0,0.009333333
30,5,47,82,0,0.244333333
30,5,48,102,0,0.006083333
30,5,49,41,0,0.12325
30,5,50,22,0,0.045083333
30,5,51,80,1,0.41475
30,5,52,52,0,0.124333333
30,5,53,87,0,0.013
30,5,54,53,0,0
30,5,56,68,0,0.019833333
30,5,57,5,0,0
30,6,45,81,0,0.001583333
30,6,47,82,0,0.00075
30,6,48,102,0,0.000166667
30,6,49,41,0,0
30,6,50,22,0,0
30,6,52,52,0,0
30,6,53,87,0,8.33E-05
30,6,54,53,0,0
30,6,56,68,1,0.997416667
30,6,57,5,0,0
30,7,45,81,0,8.33E-05
30,7,47,82,1,0.988166667
30,7,48,102,0,0.004833333
30,7,49,41,0,0.0005
30,7,50,22,0,0
30,7,52,52,0,0
30,7,53,87,0,0
30,7,54,53,0,0
30,7,57,5,0,0.006416667
30,8,45,81,0,0.007583333
30,8,48,102,0,0.003666667
30,8,49,41,0,0.02
30,8,50,22,0,0.003416667
30,8,52,52,1,0.9845
30,8,53,87,1,0.95725
30,8,54,53,0,0.01675
30,8,57,5,0,0.006833333
30,9,45,81,1,0.973083333
30,9,48,102,1,0.92775
30,9,49,41,0,0.0055
30,9,50,22,0,0.041583333
30,9,54,53,0,0.01375
30,9,57,5,0,0.038333333
30,10,49,41,0,0.004583333
30,10,50,22,0,0.363
30,10,54,53,0,0.011083333
30,10,57,5,1,0.621333333
31,1,58,44,1,0.927166667
31,1,59,19,0,0.00025
31,1,60,97,0,0
31,1,61,60,0,0
31,1,62,107,0,0.000166667
31,1,63,24,0,0
31,1,64,112,0,0
31,1,65,94,0,0.013083333
31,1,66,51,0,0.000916667
31,1,67,59,0,0
31,1,68,38,0,0
31,1,69,18,0,0
31,1,70,104,0,0.010083333
31,1,71,111,0,0.048333333
31,1,72,98,0,0
31,1,73,33,0,0
31,2,59,19,0,0.857666667
31,2,60,97,0,0
31,2,61,60,0,0.000166667
31,2,62,107,0,0
31,2,63,24,0,0
31,2,64,112,0,0
31,2,65,94,0,0.00025
31,2,66,51,0,0
31,2,67,59,0,0
31,2,68,38,0,0
31,2,69,18,0,0
31,2,70,104,1,0.141916667
31,2,71,111,0,0
31,2,72,98,0,0
31,2,73,33,0,0
31,3,59,19,1,0.867666667
31,3,60,97,0,0
31,3,61,60,0,0
31,3,62,107,0,0
31,3,63,24,0,0
31,3,64,112,0,0
31,3,65,94,0,0.005166667
31,3,66,51,0,0.000166667
31,3,67,59,0,0
31,3,68,38,0,0
31,3,69,18,0,0
31,3,71,111,0,0.127
31,3,72,98,0,0
31,3,73,33,0,0
31,4,60,97,0,8.33E-05
31,4,61,60,0,0.000416667
31,4,62,107,0,0.000333333
31,4,63,24,0,0.000166667
31,4,64,112,0,0
31,4,65,94,1,0.998833333
31,4,66,51,0,0.000166667
31,4,67,59,0,0
31,4,68,38,0,0
31,4,69,18,0,0
31,4,71,111,0,0
31,4,72,98,0,0
31,4,73,33,0,0
31,5,60,97,1,0.75275
31,5,61,60,1,0.875916667
31,5,62,107,0,0.013416667
31,5,63,24,0,0.18475
31,5,64,112,0,0.000916667
31,5,66,51,0,0.0115
31,5,67,59,0,0.068916667
31,5,68,38,0,0.009666667
31,5,69,18,0,8.33E-05
31,5,71,111,0,0.071666667
31,5,72,98,0,0.010166667
31,5,73,33,0,0.00025
31,6,62,107,0,0.0015
31,6,63,24,0,0.001833333
31,6,64,112,0,0.005916667
31,6,66,51,1,0.921833333
31,6,67,59,0,0.001916667
31,6,68,38,0,0.000416667
31,6,69,18,0,0
31,6,71,111,0,0.066416667
31,6,72,98,0,0.000166667
31,6,73,33,0,0
31,7,62,107,0,0
31,7,63,24,0,0
31,7,64,112,0,0
31,7,67,59,1,0.854916667
31,7,68,38,0,0.003583333
31,7,69,18,0,0
31,7,71,111,0,0.141083333
31,7,72,98,0,8.33E-05
31,7,73,33,0,0.000333333
31,8,62,107,0,0.043666667
31,8,63,24,0,0.027916667
31,8,64,112,0,0.011666667
31,8,68,38,1,0.984166667
31,8,69,18,0,0.00375
31,8,71,111,1,0.891333333
31,8,72,98,0,0.01125
31,8,73,33,0,0.02625
31,9,62,107,1,0.961416667
31,9,63,24,1,0.914416667
31,9,64,112,0,0.070333333
31,9,69,18,0,0.010916667
31,9,72,98,0,0.032166667
31,9,73,33,0,0.01075
31,10,64,112,0,0.628916667
31,10,69,18,0,0.01425
31,10,72,98,1,0.344666667
31,10,73,33,0,0.012166667
32,1,74,43,0,0.000166667
32,1,75,83,0,0
32,1,76,11,0,0
32,1,77,4,0,0
32,1,78,114,0,0
32,1,79,1,0,0
32,1,80,78,1,0.8415
32,1,81,109,0,0.157583333
32,1,82,45,0,0
32,1,83,72,0,0
32,1,84,37,0,0.000666667
32,1,85,79,0,8.33E-05
32,1,86,16,0,0
32,1,87,9,0,0
32,2,74,43,1,0.301083333
32,2,75,83,0,0.00025
32,2,76,11,0,0.180416667
32,2,77,4,0,0
32,2,78,114,0,0
32,2,79,1,0,0.2405
32,2,81,109,0,0.001
32,2,82,45,0,0
32,2,83,72,0,0
32,2,84,37,0,0.009333333
32,2,85,79,0,0.267416667
32,2,86,16,0,0
32,2,87,9,0,0
32,3,75,83,0,0
32,3,76,11,0,0
32,3,77,4,0,0
32,3,78,114,0,0
32,3,79,1,0,0.000583333
32,3,81,109,1,0.999416667
32,3,82,45,0,0
32,3,83,72,0,0
32,3,84,37,0,0
32,3,85,79,0,0
32,3,86,16,0,0
32,3,87,9,0,0
32,4,75,83,0,0.037833333
32,4,76,11,0,0.454083333
32,4,77,4,0,0.033666667
32,4,78,114,0,0
32,4,79,1,1,0.325416667
32,4,82,45,0,0
32,4,83,72,0,8.33E-05
32,4,84,37,0,0.000333333
32,4,85,79,0,0.148583333
32,4,86,16,0,0
32,4,87,9,0,0
32,5,75,83,1,0.804416667
32,5,76,11,0,0.000333333
32,5,77,4,0,0.046583333
32,5,78,114,0,0
32,5,82,45,0,0
32,5,83,72,0,0.000333333
32,5,84,37,0,0.148083333
32,5,85,79,0,8.33E-05
32,5,86,16,0,0
32,5,87,9,0,0.000166667
32,6,76,11,0,0.426583333
32,6,77,4,0,0.079916667
32,6,78,114,0,0
32,6,82,45,0,0
32,6,83,72,0,0.000833333
32,6,84,37,0,0.236583333
32,6,85,79,1,0.256083333
32,6,86,16,0,0
32,6,87,9,0,0
32,7,76,11,0,0.55975
32,7,77,4,0,0.01425
32,7,78,114,0,0
32,7,82,45,0,0.10475
32,7,83,72,1,0.04
32,7,84,37,0,0.13975
32,7,86,16,0,0.1415
32,7,87,9,0,0
32,8,76,11,1,0.125666667
32,8,77,4,0,0
32,8,78,114,0,8.33E-05
32,8,82,45,0,0.6755
32,8,84,37,0,0.198583333
32,8,86,16,0,0.000166667
32,8,87,9,0,0
32,9,77,4,0,0.002333333
32,9,78,114,0,8.33E-05
32,9,82,45,0,0
32,9,84,37,1,0.990083333
32,9,86,16,0,0.00075
32,9,87,9,0,0.00675
32,11,77,4,1,0.124833333
32,11,78,114,0,0.248416667
32,11,82,45,0,0.270916667
32,11,86,16,1,0.63975
32,11,87,9,0,0.716083333
33,2,88,106,1,0.86175
33,2,89,31,0,0.060333333
33,2,90,91,0,0.069
33,2,91,15,0,8.33E-05
33,2,92,28,0,0
33,2,93,26,0,0.0005
33,2,94,101,0,8.33E-05
33,2,95,40,0,0.00025
33,2,96,7,1,0.968666667
33,2,97,13,0,0.025416667
33,2,98,88,0,0.001916667
33,2,99,48,0,0.011916667
33,2,100,54,0,8.33E-05
33,3,89,31,1,0.943083333
33,3,90,91,1,0.98
33,3,91,15,0,8.33E-05
33,3,92,28,0,0.016416667
33,3,93,26,0,0.003666667
33,3,94,101,0,8.33E-05
33,3,95,40,0,0.006333333
33,3,97,13,0,0.01575
33,3,98,88,0,0.034
33,3,99,48,0,0.000583333
33,3,100,54,0,0
33,4,91,15,0,0.00575
33,4,92,28,0,0.17125
33,4,93,26,0,0
33,4,94,101,0,0
33,4,95,40,0,0.00375
33,4,97,13,1,0.792
33,4,98,88,0,0.016916667
33,4,99,48,0,0.010333333
33,4,100,54,0,0
33,5,91,15,0,0
33,5,92,28,0,0.009333333
33,5,93,26,0,8.33E-05
33,5,94,101,0,0.012583333
33,5,95,40,0,0
33,5,98,88,1,0.977666667
33,5,99,48,0,0.000333333
33,5,100,54,0,0
33,6,91,15,0,0
33,6,92,28,0,0.004333333
33,6,93,26,0,0.243333333
33,6,94,101,0,0.179333333
33,6,95,40,0,0.384916667
33,6,99,48,1,0.188083333
33,6,100,54,0,0
33,7,91,15,0,0
33,7,92,28,1,0.9985
33,7,93,26,0,0.001333333
33,7,94,101,0,0
33,7,95,40,0,0.000166667
33,7,100,54,0,0
33,9,91,15,0,0.137083333
33,9,93,26,1,0.807
33,9,94,101,1,0.192583333
33,9,95,40,0,0.442166667
33,9,100,54,0,0.421166667
34,2,101,23,1,0.988666667
34,2,102,25,0,0.005416667
34,2,103,30,0,0.000416667
34,2,104,10,1,0.965916667
34,2,105,58,0,0.000166667
34,2,106,6,0,0.003833333
34,2,107,92,0,0.0005
34,2,108,39,0,0.019833333
34,2,109,71,0,0.00175
34,2,110,95,0,0.009583333
34,2,111,2,0,0.001333333
34,2,112,47,0,0.000166667
34,2,113,113,0,0.0005
34,2,114,29,0,0.001916667
34,3,102,25,0,0
34,3,103,30,0,0.000333333
34,3,105,58,0,0
34,3,106,6,0,0.002416667
34,3,107,92,0,0.000166667
34,3,108,39,0,8.33E-05
34,3,109,71,1,0.996166667
34,3,110,95,0,0
34,3,111,2,0,0
34,3,112,47,0,0.000833333
34,3,113,113,0,0
34,3,114,29,0,0
34,4,102,25,0,0.292083333
34,4,103,30,0,0
34,4,105,58,0,0
34,4,106,6,0,0.08825
34,4,107,92,0,0.200833333
34,4,108,39,1,0.172333333
34,4,110,95,0,0.242416667
34,4,111,2,0,0
34,4,112,47,0,0.0015
34,4,113,113,0,0
34,4,114,29,0,0.002583333
34,6,102,25,0,0
34,6,103,30,0,0
34,6,105,58,0,8.33E-05
34,6,106,6,0,0.17925
34,6,107,92,0,8.33E-05
34,6,110,95,1,0.818833333
34,6,111,2,0,0.000166667
34,6,112,47,0,0.000833333
34,6,113,113,0,0
34,6,114,29,0,0.00075
34,7,102,25,0,0.000583333
34,7,103,30,0,0.51475
34,7,105,58,0,8.33E-05
34,7,106,6,0,0.205833333
34,7,107,92,0,8.33E-05
34,7,111,2,0,0
34,7,112,47,1,0.278583333
34,7,113,113,0,0
34,7,114,29,0,8.33E-05
34,8,102,25,1,0.75875
34,8,103,30,0,0.002166667
34,8,105,58,0,0
34,8,106,6,0,0.238166667
34,8,107,92,0,0.00075
34,8,111,2,0,0
34,8,113,113,0,0
34,8,114,29,0,0.000166667
34,9,103,30,0,0.00775
34,9,105,58,0,0.001833333
34,9,106,6,1,0.989333333
34,9,107,92,0,8.33E-05
34,9,111,2,0,0.000833333
34,9,113,113,0,8.33E-05
34,9,114,29,0,8.33E-05
34,10,103,30,0,0.15775
34,10,105,58,0,0.25175
34,10,107,92,0,0
34,10,111,2,0,0.012916667
34,10,113,113,1,0.163
34,10,114,29,0,0.414583333
34,11,103,30,1,0.722666667
34,11,105,58,0,0.303916667
34,11,107,92,0,0.3285
34,11,111,2,0,0.151416667
34,11,114,29,1,0.4935
