Winner_ObsID,Loser_ObsID,Satisfaction_Rate
454,448,0.9345833333333333
455,448,0.9915833333333334
456,448,0.9999166666666667
457,448,0.93175
458,448,0.9893333333333333
459,448,0.99975
450,449,0.9933333333333333
451,449,0.9070833333333334
452,449,0.9991666666666666
453,449,0.9945
454,449,0.9629166666666666
455,449,0.9945833333333334
456,449,1.0
457,449,0.9645833333333333
458,449,0.9943333333333333
459,449,1.0
460,463,0.9866666666666667
461,463,0.9909166666666667
462,463,0.93375
464,463,0.97775
465,463,0.9783333333333334
466,463,0.999
467,463,0.9923333333333333
468,463,0.9891666666666666
469,463,0.9978333333333333
470,473,0.9998333333333334
471,473,0.9988333333333334
472,473,0.9951666666666666
474,473,0.9046666666666666
475,473,0.9996666666666667
476,473,0.98675
477,473,0.995
478,473,0.988
479,482,0.9928333333333333
480,482,0.9954166666666666
481,482,0.998
483,482,0.9993333333333333
485,482,0.9985
486,482,0.99625
479,484,0.95975
480,484,0.9728333333333333
481,484,0.9886666666666667
483,484,0.9963333333333333
485,484,0.9889166666666667
486,484,0.9745
489,487,0.9749166666666667
490,487,0.99525
491,487,0.988
492,487,0.9955833333333334
489,488,0.9460833333333334
490,488,0.99125
491,488,0.9756666666666667
492,488,0.99175
497,503,0.9921666666666666
498,503,0.9991666666666666
499,503,0.99925
500,503,1.0
501,503,1.0
502,503,0.99975
504,503,0.8424166666666667
505,503,1.0
506,503,0.9999166666666667
507,503,0.9989166666666667
508,503,0.99825
509,503,1.0
510,503,0.9999166666666667
512,511,0.9856666666666667
513,511,0.97225
514,511,0.9999166666666667
515,511,0.9999166666666667
516,511,0.9526666666666667
517,511,0.9550833333333333
518,511,1.0
519,511,0.9995
520,511,0.9989166666666667
521,511,0.947
522,511,0.9996666666666667
523,511,0.9993333333333333
524,529,0.9994166666666666
525,529,0.9996666666666667
526,529,0.9999166666666667
527,529,0.9999166666666667
528,529,0.9723333333333334
530,529,1.0
531,529,1.0
532,529,1.0
533,529,0.9975
534,529,0.9999166666666667
535,529,1.0
536,540,0.9536666666666667
537,540,0.9143333333333333
538,540,0.99525
539,540,0.9998333333333334
541,540,0.9984166666666666
542,540,0.9881666666666666
543,540,0.9995833333333334
544,540,0.9740833333333333
545,540,0.9984166666666666
546,540,0.9994166666666666
548,547,0.99325
549,547,0.9975833333333334
550,547,0.9995
551,547,0.9985
552,547,0.9816666666666667
553,547,0.9919166666666667
554,547,0.9956666666666667
555,547,0.9994166666666666
556,547,0.9903333333333333
557,563,0.89525
558,563,0.9839166666666667
559,563,1.0
560,563,0.9985
561,563,0.9505833333333333
562,563,0.9473333333333334
564,563,0.9941666666666666
565,563,0.9986666666666667
566,570,0.9073333333333333
567,570,0.998
568,570,0.9986666666666667
569,570,0.9876666666666667
571,570,0.9829166666666667
572,570,0.982
573,570,0.9966666666666667
575,574,0.99975
576,574,0.99825
577,574,0.8828333333333334
578,574,0.9740833333333333
579,574,0.9908333333333333
580,574,0.9985833333333334
581,584,0.9906666666666667
582,584,0.9925
583,584,0.9965
585,584,0.9706666666666667
586,584,0.902
611,610,0.94525
612,610,0.9366666666666666
613,610,0.9999166666666667
614,610,1.0
615,610,0.9995833333333334
616,610,0.9998333333333334
617,610,0.9998333333333334
619,610,0.9759166666666667
620,610,0.99825
621,610,0.9879166666666667
622,610,0.9998333333333334
611,618,0.98425
612,618,0.9838333333333333
613,618,1.0
614,618,1.0
615,618,0.9999166666666667
616,618,1.0
617,618,0.9999166666666667
619,618,0.9936666666666667
620,618,0.9995
621,618,0.9981666666666666
622,618,0.9999166666666667
625,623,0.9999166666666667
626,623,0.9858333333333333
627,623,0.99725
628,623,1.0
629,623,0.9945833333333334
630,623,0.9876666666666667
631,623,0.9725
632,623,0.9995833333333334
633,623,1.0
625,624,0.9999166666666667
626,624,0.99525
627,624,0.9986666666666667
628,624,0.9999166666666667
629,624,0.99825
630,624,0.9943333333333333
631,624,0.99
632,624,0.99975
633,624,1.0
634,639,0.9941666666666666
635,639,0.99125
636,639,0.9998333333333334
637,639,0.99875
638,639,0.996
640,639,0.9823333333333333
641,639,0.9891666666666666
642,639,0.9995
643,648,0.9995
644,648,0.9906666666666667
645,648,0.9931666666666666
646,648,0.98725
647,648,0.9981666666666666
649,648,0.9884166666666667
650,648,0.9971666666666666
651,656,0.9961666666666666
652,656,0.9951666666666666
653,656,0.9774166666666667
654,656,0.9876666666666667
655,656,0.9674166666666667
657,656,0.9954166666666666
658,659,0.9990833333333333
660,659,0.9546666666666667
661,659,0.9964166666666666
662,659,0.9885
663,659,0.9959166666666667
689,688,0.999
690,688,0.9998333333333334
692,688,1.0
693,688,0.9991666666666666
694,688,0.9996666666666667
695,688,0.9939166666666667
696,688,0.9989166666666667
697,688,0.9974166666666666
698,688,0.9996666666666667
699,688,0.9999166666666667
700,688,0.9998333333333334
701,688,0.99975
689,691,0.9953333333333333
690,691,0.9996666666666667
692,691,0.9998333333333334
693,691,0.9966666666666667
694,691,0.9998333333333334
695,691,0.9848333333333333
696,691,0.99925
697,691,0.9924166666666666
698,691,0.99875
699,691,0.9999166666666667
700,691,0.9995833333333334
701,691,0.9983333333333333
702,708,0.99625
703,708,0.9970833333333333
704,708,0.99975
705,708,0.9975833333333334
706,708,0.9975
707,708,0.9646666666666667
709,708,0.9994166666666666
710,708,0.9989166666666667
711,708,0.9925
712,708,0.9996666666666667
713,708,0.9996666666666667
714,719,0.9810833333333333
715,719,0.9996666666666667
716,719,0.9985833333333334
717,719,0.99475
718,719,0.9881666666666666
720,719,0.98375
721,719,0.99825
722,719,0.9983333333333333
723,719,0.9988333333333334
724,719,0.9973333333333333
735,740,0.9975833333333334
736,740,0.9981666666666666
737,740,0.9985833333333334
738,740,0.9860833333333333
739,740,0.9955833333333334
741,740,0.9865
742,740,0.9870833333333333
743,740,0.99725
744,740,0.9815
745,751,0.9823333333333333
746,751,0.89925
747,751,0.9903333333333333
748,751,0.9651666666666666
749,751,0.9963333333333333
750,751,0.9996666666666667
752,751,0.99725
753,751,0.994
755,754,0.9748333333333333
756,754,0.9983333333333333
757,754,0.9745
758,754,0.97725
759,754,0.992
760,754,0.9983333333333333
761,754,0.9893333333333333
762,764,0.94575
763,764,0.9635
765,764,0.9935833333333334
766,764,0.982
767,764,0.98775
768,764,0.996
769,773,0.9805833333333334
770,773,0.96675
771,773,0.9946666666666667
772,773,0.9835
774,773,0.9393333333333334
