celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_age_during_season,season,is_from_usa,is_final_awarded,is_final_reached,low_score_advanced_count,week1_score_sum,week2_score_sum,week3_score_sum,week4_score_sum,week5_score_sum,week6_score_sum,week7_score_sum,week8_score_sum,week9_score_sum,week10_score_sum,week11_score_sum,participated_ratio,ballroom_partner_count,is_legacy_season,season_total_contestants,relative_placement,gender,week1_audience_votes,week2_audience_votes,week3_audience_votes,week4_audience_votes,week5_audience_votes,week6_audience_votes,week7_audience_votes,week8_audience_votes,week9_audience_votes,week10_audience_votes,week11_audience_votes,week1_judge_rank,week1_audience_rank,week1_judge_pct,week1_audience_pct,week1_combined_rank,week1_combined_pct,week2_judge_rank,week2_audience_rank,week2_judge_pct,week2_audience_pct,week2_combined_rank,week2_combined_pct,week3_judge_rank,week3_audience_rank,week3_judge_pct,week3_audience_pct,week3_combined_rank,week3_combined_pct,week4_judge_rank,week4_audience_rank,week4_judge_pct,week4_audience_pct,week4_combined_rank,week4_combined_pct,week5_judge_rank,week5_audience_rank,week5_judge_pct,week5_audience_pct,week5_combined_rank,week5_combined_pct,week6_judge_rank,week6_audience_rank,week6_judge_pct,week6_audience_pct,week6_combined_rank,week6_combined_pct,week7_judge_rank,week7_audience_rank,week7_judge_pct,week7_audience_pct,week7_combined_rank,week7_combined_pct,week8_judge_rank,week8_audience_rank,week8_judge_pct,week8_audience_pct,week8_combined_rank,week8_combined_pct,week9_judge_rank,week9_audience_rank,week9_judge_pct,week9_audience_pct,week9_combined_rank,week9_combined_pct,week10_judge_rank,week10_audience_rank,week10_judge_pct,week10_audience_pct,week10_combined_rank,week10_combined_pct,week11_judge_rank,week11_audience_rank,week11_judge_pct,week11_audience_pct,week11_combined_rank,week11_combined_pct,total_audience_votes
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,51,9,True,True,True,1,29.9999,25.0,21.0,24.0,29.0,30.9999,26.0,25.0,24.666600000000003,28.9998,0.0,1.0,14,False,16,0.0,1.0,62.71656398,45.72209224,47.76657987,38.44687993,34.86196674,37.75710855,37.15036788,34.62252821,38.12124933,26.27014721,-1.0,5.0,3.0,0.07389167050904634,0.08900412919851743,8.0,0.16289579970756377,3.0,2.0,0.08503401360544217,0.10350131137944597,5.0,0.18853532498488815,4.5,3.0,0.08139534883720931,0.10144465410089179,7.5,0.1828400029381011,4.5,3.0,0.09917355371900827,0.11433906051487555,7.5,0.21351261423388382,1.0,5.0,0.11983471074380166,0.11093095816832162,6.0,0.23076566891212327,5.0,3.0,0.1192307973373754,0.14458890958933723,8.0,0.26381970692671264,3.5,2.0,0.14814814814814814,0.1976127458030597,5.5,0.34576089395120785,4.5,1.0,0.19083969465648856,0.2516957438076938,5.5,0.4425354384641823,4.0,1.0,0.23125016992245911,0.3380917176569814,5.0,0.5693418875794405,1.0,2.0,0.35127769056340485,0.33375839982206273,3.0,0.6850360903854675,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,403.43548394
Kelly Osbourne,Louis van Amstel,TV Personality,N,24,9,False,True,True,0,30.9998,19.0,20.0,23.0,24.0,24.9998,26.0,25.5,25.9998,25.2222,0.0,1.0,11,False,16,0.13333333333333333,0.0,63.55394788,48.92559265,52.16105737,40.74223828,37.62528344,41.46186286,36.78687782,34.45395519,36.93287572,26.32355307,-1.0,4.0,2.0,0.07635448809650482,0.09019250145768849,6.0,0.1665469895541933,10.5,1.0,0.06462585034013606,0.11075309005350939,11.5,0.17537894039364543,6.5,1.0,0.07751937984496124,0.11077746066051813,7.5,0.18829684050547937,6.0,1.0,0.09504132231404959,0.12116533920801825,7.0,0.21620666152206786,5.0,1.0,0.09917355371900827,0.11972384617546347,6.0,0.21889739989447174,6.0,1.0,0.09615340976180302,0.1587760761005106,7.0,0.2549294858623136,3.5,3.0,0.14814814814814814,0.19567924492735536,6.5,0.3438273930755035,3.0,2.0,0.1946564885496183,0.2504702668177565,5.0,0.44512675536737484,3.0,2.0,0.2437489628870599,0.3275522080111907,5.0,0.5713011708982506,3.0,1.0,0.305519216233502,0.3344369135065211,4.0,0.6399561297400231,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,418.96724428000005
Aiden Turner,Edyta Sliwinska,Actor/Actress,N,32,10,False,False,False,1,15.0,19.0,20.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,11,False,11,0.8,1.0,55.75860158,37.79773342,36.66417233,3.183073002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,2.0,0.07177033492822966,0.1130370105188179,12.0,0.18480734544704758,8.0,7.0,0.08636363636363636,0.1076698807530253,15.0,0.19403351711666167,7.5,8.0,0.09852216748768473,0.10627347074843532,15.5,0.20479563823612007,8.0,9.0,0.0889487870619946,0.010774374291963434,17.0,0.09972316135395803,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,133.403580332
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,38,10,True,False,False,0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,21,False,11,1.0,0.0,4.352878033,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,10.0,0.0861244019138756,0.00882440208435644,17.0,0.09494880399823205,6.5,-1.0,0.09090909090909091,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.352878033
Niecy Nash,Louis van Amstel,Actor/Actress,California,40,10,True,False,False,2,18.0,21.0,21.0,18.0,18.0,25.9998,24.5,21.5,0.0,0.0,0.0,0.8,11,False,11,0.4,0.0,53.62049238,38.75973785,38.65811774,38.16868045,35.29128384,33.84161077,35.7777715,4.58716199,-1.0,-1.0,-1.0,7.0,6.0,0.0861244019138756,0.10870251386211784,13.0,0.19482691577599343,5.0,5.0,0.09545454545454546,0.11041022767041943,10.0,0.20586477312496487,5.0,4.0,0.10344827586206896,0.11205305025990911,9.0,0.2155013261219781,7.0,2.0,0.09703504043126684,0.1291970523893901,9.0,0.22623209282065695,6.5,2.0,0.10404624277456648,0.14663920861177487,8.5,0.25068545138634135,6.0,2.0,0.1244013735931173,0.16860254870622682,8.0,0.29300392229934413,6.0,1.0,0.15755627009646303,0.2106056589642012,7.0,0.36816192906066425,5.0,5.0,0.16996047430830039,0.035546617102912605,10.0,0.20550709141121298,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,278.70485652
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,80,10,True,False,False,2,14.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,4,False,11,0.9,1.0,56.27530751,36.98864484,3.409211389,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,1.0,0.06698564593301436,0.11408450618745919,12.0,0.18107015212047356,11.0,9.0,0.05454545454545454,0.10536512692138048,20.0,0.159910581466835,10.0,10.0,0.06403940886699508,0.009881819329320288,20.0,0.07392122819631537,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,96.673163739
Chad Ochocinco,Cheryl Burke,Athlete,Florida,32,10,True,False,False,1,18.0,16.0,20.0,22.0,18.0,30.9999,26.0,22.5,26.0,0.0,0.0,0.9,25,False,11,0.3,1.0,54.70789488,39.35060028,38.54779527,35.81610498,35.13113578,32.4240789,32.66429496,32.40413141,5.662116895,-1.0,-1.0,7.0,5.0,0.0861244019138756,0.11090695809758405,12.0,0.19703136001145966,9.0,4.0,0.07272727272727272,0.11209334677898165,13.0,0.1848206195062544,7.5,6.0,0.09852216748768473,0.11173327345756065,13.5,0.2102554409452454,4.0,6.0,0.11859838274932614,0.1212338267115796,10.0,0.23983220946090575,6.5,3.0,0.10404624277456648,0.14597377561461955,9.5,0.250020018389186,3.0,4.0,0.148325377166335,0.1615402522990424,7.0,0.30986562946537743,3.0,3.0,0.16720257234726688,0.1922781961043,6.0,0.35948076845156685,4.0,1.0,0.17786561264822134,0.2511045509826727,5.0,0.428970163630894,4.0,4.0,0.23008849557522124,0.0580490380255763,8.0,0.2881375336007975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,306.708153355
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,24,10,True,True,True,0,23.0,24.0,26.0,26.0,27.0,27.0,27.0,26.5,29.5,26.8887,0.0,1.0,11,False,11,0.1,1.0,51.92923089,40.527919,38.99035772,36.73546102,34.05843047,35.25044076,31.79545015,31.10471797,29.91164056,25.59988838,-1.0,2.0,7.0,0.11004784688995216,0.10527389231462597,9.0,0.21532173920457814,2.0,2.0,0.10909090909090909,0.11544703375227594,4.0,0.224537942843185,1.0,3.0,0.12807881773399016,0.11301606929326391,4.0,0.24109488702725407,1.0,4.0,0.14016172506738545,0.12434575222391109,5.0,0.26450747729129653,2.0,4.0,0.15606936416184972,0.1415165657708178,6.0,0.2975859299326675,5.0,1.0,0.12918703555466454,0.17562149141028793,6.0,0.3048085269649525,1.5,4.0,0.17363344051446947,0.1871637458164257,5.5,0.3607971863308952,2.5,2.0,0.20948616600790515,0.24103519827379694,4.5,0.4505213642817021,1.5,3.0,0.2610619469026549,0.306659504293899,4.5,0.5677214511965538,3.0,2.0,0.325268368450467,0.334022063997751,5.0,0.6592904324482181,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,355.90353692
Pamela Anderson,Damian Whitewood,Model,N,42,10,False,False,False,0,21.0,22.0,21.0,23.5,21.0,29.9998,25.5,0.0,0.0,0.0,0.0,0.7,1,False,11,0.5,0.0,50.94827623,37.64752636,36.80964142,34.80914638,33.21931122,31.39140771,3.8125437,-1.0,-1.0,-1.0,-1.0,3.5,9.0,0.10047846889952153,0.10328524519868616,12.5,0.2037637140982077,4.0,8.0,0.1,0.10724200387324645,12.0,0.20724200387324646,5.0,7.0,0.10344827586206896,0.1066951222981218,12.0,0.21014339816019076,3.0,7.0,0.12668463611859837,0.11782537555570145,10.0,0.2445100116742998,5.0,6.0,0.12138728323699421,0.1380299319801978,11.0,0.259417215217192,4.0,6.0,0.1435401936752898,0.15639537323897598,10.0,0.2999355669142658,4.5,6.0,0.1639871382636656,0.02244251792676114,10.5,0.18642965619042673,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,228.63785302000002
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,31,10,True,True,True,0,25.0,28.0,23.0,25.0,29.0,35.9999,27.0,29.5,29.5,28.7777,0.0,1.0,17,False,11,0.0,0.0,51.11683282,39.9189324,38.57803666,36.16988972,33.22483599,31.66432291,31.29965953,29.92489893,30.17073119,25.16645503,-1.0,1.0,8.0,0.11961722488038277,0.10362695271101519,9.0,0.22324417759139797,1.0,3.0,0.12727272727272726,0.11371228648916373,4.0,0.240985013761891,2.5,5.0,0.11330049261083744,0.1118209300790338,7.5,0.22512142268987123,2.0,5.0,0.1347708894878706,0.12243135162073185,7.0,0.25720224110860246,1.0,5.0,0.1676300578034682,0.13805288801388124,6.0,0.30568294581734945,1.0,5.0,0.17224890226905065,0.1577550661511544,6.0,0.3300039684202051,1.5,5.0,0.17363344051446947,0.1842452770058859,6.5,0.3578787175203554,1.0,4.0,0.233201581027668,0.2318926007904223,5.0,0.46509418181809026,1.5,2.0,0.2610619469026549,0.30931574790593425,3.5,0.5703776948085891,1.0,3.0,0.3481193038992962,0.3283667150359342,4.0,0.6764860189352304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,347.23459518000004
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,32,10,True,True,True,0,21.0,23.0,23.0,19.5,22.0,34.0,25.5,26.5,28.0,26.9998,0.0,1.0,17,False,11,0.2,0.0,55.2936619,42.14293111,39.88343816,38.50879128,35.50185036,32.48599455,34.53067025,31.02546215,31.79574781,25.87496607,-1.0,3.5,4.0,0.10047846889952153,0.11209445833835527,7.5,0.2125729272378768,3.0,1.0,0.10454545454545454,0.12004752551632394,4.0,0.22459298006177847,2.5,1.0,0.11330049261083744,0.11560472061101587,3.5,0.2289052132218533,5.0,1.0,0.10512129380053908,0.13034829252144736,6.0,0.23546958632198645,4.0,1.0,0.12716763005780346,0.14751413591657128,5.0,0.27468176597437477,2.0,3.0,0.16267997069846646,0.16184872273402706,5.0,0.3245286934324935,4.5,2.0,0.1639871382636656,0.20326460418242617,6.5,0.36725174244609177,2.5,3.0,0.20948616600790515,0.24042103285019537,5.5,0.4499071988581005,3.0,1.0,0.24778761061946902,0.32597570977459034,4.0,0.5737633203940593,2.0,1.0,0.32661232765023673,0.3376112209663148,3.0,0.6642235486165515,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,367.04351364
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,35,10,True,False,False,4,16.0,15.0,15.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,21,False,11,0.7,0.0,55.3349681,37.91803457,39.14278049,37.94932117,3.495900056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,3.0,0.07655502392344497,0.11217819661785988,12.0,0.18873322054130487,10.0,6.0,0.06818181818181818,0.1080125682451832,16.0,0.17619438642700136,9.0,2.0,0.07389162561576355,0.11345787653339998,11.0,0.18734950214916352,9.0,3.0,0.0862533692722372,0.12845454381806592,12.0,0.21470791309030313,8.0,8.0,0.08670520231213873,0.01452585346347376,16.0,0.10123105577561249,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,173.841004386
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,32,10,True,False,False,0,20.0,20.0,21.0,19.0,23.0,24.9999,0.0,0.0,0.0,0.0,0.0,0.6,7,False,11,0.6,1.0,3.939246189,-1.0,34.31480139,34.08949533,30.74469842,3.660407734,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,11.0,0.09569377990430622,0.007985864069121914,16.0,0.10367964397342813,6.5,-1.0,0.09090909090909091,-1.0,-1.0,-1.0,5.0,9.0,0.10344827586206896,0.09946366738993921,14.0,0.20291194325200818,6.0,8.0,0.10242587601078167,0.11538943086720935,14.0,0.217815306877991,3.0,7.0,0.1329479768786127,0.12774764062866367,10.0,0.2606956175072764,7.0,7.0,0.11961714704307622,0.01823654546028526,14.0,0.1378536925033615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,106.74864906299999
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,58,11,True,False,False,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,14,False,12,1.0,1.0,2.953770478,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,12.0,0.06607929515418502,0.005680153829178476,23.0,0.0717594489833635,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.953770478
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,76,11,True,False,False,0,18.0,19.0,20.0,17.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2,False,12,0.6363636363636364,0.0,47.38249118,40.62447765,40.03364092,36.53009399,3.29671179,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,5.0,0.07929515418502203,0.09111738393916347,12.5,0.1704125381241855,8.0,8.0,0.08597285067873303,0.09605990292014707,16.0,0.1820327535988801,7.5,4.0,0.09049773755656108,0.1111812989197567,11.5,0.2016790364763178,6.0,5.0,0.09776536312849161,0.12097125112332667,11.0,0.21873661425181828,6.0,8.0,0.11538461538461539,0.012748551895353481,14.0,0.12813316727996887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,167.86741553
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,19,11,True,True,True,2,23.0,22.0,23.0,20.0,20.0,29.9999,33.5,28.0,29.0,27.3332,0.0,1.0,6,False,12,0.09090909090909091,1.0,50.58719469,44.47761341,42.39579623,39.78568996,40.28329346,37.92646079,36.80373375,41.22336851,27.04642398,26.71092331,-1.0,2.5,2.0,0.1013215859030837,0.09728008650840086,4.5,0.19860167241148458,3.5,2.0,0.09954751131221719,0.10517095784207409,5.5,0.20471846915429126,5.5,2.0,0.10407239819004525,0.11774146905618806,7.5,0.2218138672462333,4.0,2.0,0.11173184357541899,0.1317523215949978,6.0,0.2434841651704168,7.0,2.0,0.10989010989010989,0.15577754135145783,9.0,0.2656676512415677,4.0,3.0,0.144927543233238,0.16611515904544694,7.0,0.3110427022786849,5.0,2.0,0.1606714628297362,0.2083865842908156,7.0,0.3690580471205518,3.0,2.0,0.21132075471698114,0.28843996327663773,5.0,0.4997607179936189,2.0,3.0,0.2543859649122807,0.3260425173063786,5.0,0.5804284822186594,2.0,2.0,0.3293164561842318,0.3344921422835992,4.0,0.663808598467831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,387.24049808999996
Jennifer Grey,Derek Hough,Actor/Actress,New York,50,11,True,True,True,0,24.0,24.0,24.0,28.0,25.0,29.0,36.5,28.5,30.0,30.0,0.0,1.0,17,False,12,0.0,0.0,47.76447816,42.37496429,40.7829294,36.91174507,36.11642648,37.69569138,32.88076041,40.42003513,27.43959783,26.34034994,-1.0,1.0,3.0,0.10572687224669604,0.09185195178162239,4.0,0.19757882402831844,1.0,3.0,0.1085972850678733,0.10019907187513336,4.0,0.20879635694300666,3.0,3.0,0.1085972850678733,0.11326222047866472,6.0,0.22185950554653802,1.0,4.0,0.1564245810055866,0.12223510794923048,5.0,0.2786596889548171,2.0,3.0,0.13736263736263737,0.13966405515084432,5.0,0.27702669251348166,5.0,4.0,0.14009709211577046,0.16510440569682228,9.0,0.30520149781259276,1.5,3.0,0.1750599520383693,0.18617429952265585,4.5,0.3612342515610252,1.5,3.0,0.21509433962264152,0.2828190385681223,4.5,0.4979133781907638,1.0,2.0,0.2631578947368421,0.3307821971948487,3.0,0.5939400919316908,1.0,3.0,0.36144665408832305,0.32985157336855364,4.0,0.6912982274568766,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,368.72697809
Rick Fox,Cheryl Burke,Athlete,N,41,11,False,False,False,0,22.0,21.0,24.0,19.5,24.0,30.0,34.5,0.0,0.0,0.0,0.0,0.7,25,False,12,0.45454545454545453,1.0,44.20528617,40.45597164,36.95902943,36.05139922,33.42830585,34.87606054,3.761256972,-1.0,-1.0,-1.0,-1.0,4.0,11.0,0.09691629955947137,0.08500756148069805,15.0,0.18192386104016942,6.0,9.0,0.09502262443438914,0.09566145666561261,15.0,0.19068408110000173,3.0,7.0,0.1085972850678733,0.10264249776962117,10.0,0.21123978283749448,5.0,6.0,0.10893854748603352,0.11938602921700074,11.0,0.22832457670303424,3.5,6.0,0.13186813186813187,0.12926895617480513,9.5,0.261137088042937,3.0,5.0,0.1449280263266591,0.15275462626368452,8.0,0.29768265259034365,4.0,6.0,0.16546762589928057,0.021296629802814392,10.0,0.18676425570209496,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,229.737309822
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,39,11,True,False,False,1,19.0,21.0,23.0,17.0,24.0,21.9999,35.0,24.0,0.0,0.0,0.0,0.8,11,False,12,0.36363636363636365,1.0,46.77559666,42.02659239,38.22283622,38.36786813,35.29767518,40.8362184,32.78123404,7.687838466,-1.0,-1.0,-1.0,5.5,6.0,0.08370044052863436,0.08995031484650343,11.5,0.1736507553751378,6.0,4.0,0.09502262443438914,0.0993753179998855,10.0,0.19439794243427463,5.5,6.0,0.10407239819004525,0.10615233792571876,11.5,0.21022473611576403,7.0,3.0,0.09497206703910614,0.12705713300084812,10.0,0.22202920003995424,3.5,4.0,0.13186813186813187,0.13649790229844766,7.5,0.26836603416657956,7.0,2.0,0.10628006954612891,0.17885968722183546,9.0,0.2851397567679644,3.0,4.0,0.16786570743405277,0.18561077082113753,7.0,0.3534764782551903,4.0,4.0,0.1811320754716981,0.05379181578215387,8.0,0.23492389125385196,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,281.995859486
Margaret Cho,Louis van Amstel,Comedian,California,41,11,True,False,False,2,15.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,11,False,12,0.8181818181818182,0.0,45.65984248,41.0245809,3.264197816,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,8.0,0.06607929515418502,0.08780469946265679,19.0,0.15388399461684182,9.5,6.0,0.08144796380090498,0.09700597980719437,15.5,0.17845394360809935,10.0,10.0,0.08144796380090498,0.009065319685489974,20.0,0.09051328348639495,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,89.948621196
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,57,11,True,False,False,0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7,False,12,0.9090909090909091,1.0,45.86305441,3.633769957,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,7.0,0.07048458149779736,0.088195479664071,16.0,0.15868006116186836,11.0,11.0,0.05429864253393665,0.008592346523465194,22.0,0.06289098905740184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49.496824366999995
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,31,11,True,False,False,0,23.0,21.0,24.0,24.0,27.0,35.9999,36.5,28.5,28.5,0.0,0.0,0.9,17,False,12,0.2727272727272727,0.0,44.27039572,40.87945657,36.18749655,34.81501197,33.25093274,32.06177109,30.17120723,6.617575848,-1.0,-1.0,-1.0,2.5,10.0,0.1013215859030837,0.08513276831802788,12.5,0.18645435422111156,6.0,7.0,0.09502262443438914,0.09666282144904251,13.0,0.19168544588343164,3.0,9.0,0.1085972850678733,0.10049979913451285,12.0,0.20909708420238615,2.0,7.0,0.1340782122905028,0.11529167039749229,9.0,0.2493698826879951,1.0,7.0,0.14835164835164835,0.12858304535162238,8.0,0.27693469370327073,1.0,6.0,0.17391314849856981,0.14042824173296828,7.0,0.31434139023153806,1.5,5.0,0.1750599520383693,0.17083252643055707,6.5,0.34589247846892635,1.5,5.0,0.21509433962264152,0.04630318684690828,6.5,0.2613975264695498,3.0,-1.0,0.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,258.253847718
The Situation,Karina Smirnoff,TV Personality,New York,28,11,True,False,False,2,15.0,18.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,18,False,12,0.7272727272727273,1.0,47.61172184,41.08726099,38.84019167,3.363072736,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,4.0,0.06607929515418502,0.09155819862698773,15.0,0.15763749378117276,9.5,5.0,0.08144796380090498,0.09715419201098688,14.5,0.17860215581189187,7.5,5.0,0.09049773755656108,0.10786685549766165,12.5,0.19836459305422272,9.0,9.0,0.0782122905027933,0.011136985210167791,18.0,0.08934927571296108,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,130.902247236
