Date,Value,IsRest,StandardValue,PredictVal
2016-11-09,720.93,0,-0.817803112316463,702.3278123686125
2016-11-10,721.5,0,-0.8177625252758375,704.0993293166072
2016-11-11,715.45,0,-0.818193317549144,705.2105766125671
2016-11-12,703.71,0,-0.8190292681753621,707.8152588163725
2016-11-13,702.28,0,-0.8191310918035982,700.5458242221653
2016-11-14,706.46,0,-0.8188334535056773,704.6242492579772
2016-11-15,710.91,0,-0.8185165897674601,710.5425638183291
2016-11-16,711.73,0,-0.8184582013932269,712.1647488548018
2016-11-17,736.96,0,-0.8166616908055365,712.1978164766542
2016-11-18,747.52,0,-0.8159097624739469,713.5692297806289
2016-11-19,748.98,0,-0.8158058026856778,715.8783345063223
2016-11-20,729.06,0,-0.8172242129475403,715.4589535082345
2016-11-21,738.53,0,-0.8165498984304801,714.1760404570401
2016-11-22,736.97,0,-0.8166609787521923,714.5516253115019
2016-11-23,741.63,0,-0.8163291618937446,718.2622450648151
2016-11-24,737.45,0,-0.8166268001916654,723.4411616614752
2016-11-25,735.64,0,-0.8167556818469853,728.618400785633
2016-11-26,733.67,0,-0.816895956355814,733.7891954502037
2016-11-27,727.96,0,-0.8173025388154141,739.9637863318194
2016-11-28,727.31,0,-0.8173488222827943,740.4440798531705
2016-11-29,732.71,0,-0.8169643134768676,738.067333330351
2016-11-30,742.69,0,-0.8162536842392478,734.8498860726837
2016-12-01,742.05,0,-0.8162992556532837,736.7072466163722
2016-12-02,772.43,0,-0.8141360375932745,736.3574136901148
2016-12-03,764.33,0,-0.8147128008021643,737.2706401753624
2016-12-04,762.97,0,-0.8148096400569903,736.8634473856922
2016-12-05,754.63,0,-0.8154034925461436,737.4842610245739
2016-12-06,756.62,0,-0.8152617939306261,738.5164042407011
2016-12-07,758.99,0,-0.8150930372880251,740.4181706079663
2016-12-08,769.72,0,-0.8143290040495821,744.4658648712427
2016-12-09,770.02,0,-0.8143076424492528,750.030208460455
2016-12-10,769.08,0,-0.8143745754636178,755.4822678787282
2016-12-11,777.0,0,-0.8138106292149255,759.4739497701576
2016-12-12,777.0,0,-0.8138106292149255,764.8809732685913
2016-12-13,777.99,0,-0.813740135933839,763.1311481959091
2016-12-14,774.89,0,-0.8139608724705747,763.2422264472762
2016-12-15,776.75,0,-0.8138284305485333,763.6687480029082
2016-12-16,775.88,0,-0.8138903791894881,766.5936400839324
2016-12-17,788.7,0,-0.8129775268020846,769.6662476567474
2016-12-18,788.4,0,-0.812998888402414,773.2287653998507
2016-12-19,788.67,0,-0.8129796629621175,774.6677122154529
2016-12-20,793.09,0,-0.8126649353839333,776.3904935580839
2016-12-21,824.21,0,-0.8104490253764453,778.9401591708388
2016-12-22,834.97,0,-0.8096828559779695,780.8449246344722
2016-12-23,901.31,0,-0.8049590940918272,783.5494622354424
2016-12-24,891.61,0,-0.8056497858358063,788.6478761895227
2016-12-25,892.6,0,-0.8055792925547197,795.5974147202799
2016-12-26,897.33,0,-0.8052424913228619,803.7931747544383
2016-12-27,930.37,0,-0.8028898670732667,814.4237811465786
2016-12-28,930.34,0,-0.8028920032332997,825.1151063484904
2016-12-29,963.38,0,-0.8005393789837046,838.5623824427284
2016-12-30,952.15,0,-0.801339014889363,856.2894554303872
2016-12-31,958.12,0,-0.8009139190428107,876.8726610633945
2017-01-01,997.72,0,-0.7980941877993494,894.065343160283
2017-01-02,1015.97,0,-0.7967946904459864,913.7334884810216
2017-01-03,1013.42,0,-0.7969762640487851,920.287480606109
2017-01-04,1126.76,0,-0.788905851444393,931.1199895836313
2017-01-05,994.67,0,-0.7983113640693634,947.7917781912207
2017-01-06,999.65,0,-0.7979567615038978,963.3344859630824
2017-01-07,896.83,0,-0.8052780939900773,973.6590345769539
2017-01-08,908.14,0,-0.8044727616576645,983.4810616551545
2017-01-09,910.49,0,-0.804305429121752,986.845118721944
2017-01-10,906.05,0,-0.8046215808066249,994.2660754528283
2017-01-11,785.22,0,-0.813225321365904,1001.7367159918458
2017-01-12,780.92,0,-0.8135315043039566,996.3504754797183
2017-01-13,826.29,0,-0.8103009182808292,984.3770385574295
2017-01-14,817.91,0,-0.8108976189833597,971.4888195947965
2017-01-15,819.55,0,-0.8107808422348931,923.3831135961267
2017-01-16,830.5,0,-0.8100011438228752,900.2950848675971
2017-01-17,903.84,0,-0.8047789445957171,870.3695821544655
2017-01-18,906.6,0,-0.8045824178726879,863.9652863555087
2017-01-19,895.798875,0,-0.8053515155905423,852.8752961982894
2017-01-20,893.6210875,0,-0.8055065856777992,838.0298204745668
2017-01-21,895.64,0,-0.8053628283380501,820.6510063464829
2017-01-22,918.603625,0,-0.8037276957401805,832.8293702733575
2017-01-23,922.0736125,0,-0.8034806141197721,849.9472122460252
2017-01-24,919.97,0,-0.8036304025513477,858.741973971375
2017-01-25,893.045625,0,-0.805547561677564,872.0191731828055
2017-01-26,915.95625,0,-0.8039162029624194,887.346668247477
2017-01-27,915.05,0,-0.8039807327967474,904.128223719977
2017-01-28,920.31225,0,-0.8036060325256386,904.5373930744797
2017-01-29,915.933,0,-0.8039178584864449,904.4341038368749
2017-01-30,912.19,0,-0.8041843800532195,907.1983957765339
2017-01-31,964.706075,0,-0.8004449553698492,911.1511376255313
2017-02-01,979.703875,0,-0.7993770320051223,917.1059158821039
2017-02-02,983.42,0,-0.7991124240817105,918.5689296834357
2017-02-03,1013.027,0,-0.7970042477452164,919.5376020454287
2017-02-04,1030.999413,0,-0.7957245160670221,922.2279649960815
2017-02-05,1034.07,0,-0.7955058738927882,933.6721738931057
2017-02-06,1024.01375,0,-0.7962219325371582,941.6531379836044
2017-02-07,1050.11,0,-0.7943637403285173,951.5807416507641
2017-02-08,1052.84,0,-0.7941693497655211,963.301215499764
2017-02-09,976.103,0,-0.7996334335137409,979.2604136752591
2017-02-10,999.1035,0,-0.7979956752191643,997.9500447747715
2017-02-11,997.59,0,-0.7981034444928253,1007.2954559281906
2017-02-12,1000.604625,0,-0.7978887871115168,1014.7312327704024
2017-02-13,999.877375,0,-0.7979405711909816,1023.0758266706432
2017-02-14,1001.2,0,-0.79784639323553,1025.1925904199493
2017-02-15,1012.325988,0,-0.7970541635391164,1022.8447400679979
2017-02-16,1035.208125,0,-0.795424833321539,1019.3845269272919
2017-02-17,1035.2,0,-0.7954254118648811,1018.5638646998361
2017-02-18,1056.637138,0,-0.793898973284351,1010.2289489694049
2017-02-19,1052.779286,0,-0.7941736729261958,999.6903758812041
2017-02-20,1050.87,0,-0.7943096242743498,1007.8930722468724
2017-02-21,1123.788429,0,-0.789117443151233,1011.6472166100915
2017-02-22,1123.223188,0,-0.789157691325672,1018.9566308935516
2017-02-23,1130.01,0,-0.7886744341074927,1027.2320867542064
2017-02-24,1174.86625,0,-0.785480429824929,1037.984186178401
2017-02-25,1150.605714,0,-0.7872079094042808,1052.4028218629726
2017-02-26,1150.37,0,-0.7872246934984807,1066.5804560175632
2017-02-27,1190.75195,0,-0.7843492832437611,1077.8867514440406
2017-02-28,1187.565286,0,-0.7845761907195999,1093.2362850279324
2017-03-01,1190.89,0,-0.7843394533473429,1106.3234166856164
2017-03-02,1259.410817,0,-0.7794604056573832,1123.8627924219518
2017-03-03,1285.14,0,-0.7776283505772358,1148.3823472597062
2017-03-04,1287.0,0,-0.7774959086551944,1159.3830820119358
2017-03-05,1270.9333,0,-0.7786399434018944,1173.3482439135314
2017-03-06,1275.197375,0,-0.7783363185154812,1188.420729624837
2017-03-07,1279.5,0,-0.7780299486634257,1194.8265635483124
2017-03-08,1157.3933,0,-0.7867245970731727,1209.7579573941828
2017-03-09,1192.469143,0,-0.7842270099419137,1224.816155370235
2017-03-10,1192.09,0,-0.7842540069460259,1233.38384710644
2017-03-11,1179.159875,0,-0.7851747008208836,1244.974557127159
2017-03-12,1227.494625,0,-0.7817330087825023,1258.1429414929212
2017-03-13,1227.68,0,-0.781719809093632,1256.8661709406476
2017-03-14,1245.370786,0,-0.7804601307601576,1248.0697442402816
2017-03-15,1257.399625,0,-0.7796036132563477,1237.0852831646566
2017-03-16,1257.0,0,-0.7796320686881197,1228.2162866698761
2017-03-17,1091.171888,0,-0.7914399148611153,1215.923772892134
2017-03-18,952.2323625,0,-0.8013331502400058,1194.3662072152945
2017-03-19,967.69,0,-0.8002324839923076,1197.4397189240208
2017-03-20,1049.084488,0,-0.7944367622534402,1191.922678100846
2017-03-21,1118.630043,0,-0.7894847477514865,1187.580305442834
2017-03-22,1113.0,0,-0.7898856368461614,1187.8651259036355
2017-03-23,1038.789,0,-0.7951698559196089,1174.5146043747193
2017-03-24,941.9197143,0,-0.8020674658039545,1155.5428190840219
2017-03-25,927.93,0,-0.803063608089278,1123.960276065855
2017-03-26,956.7863125,0,-0.8010088847072745,1080.6924429754642
2017-03-27,1037.22925,0,-0.7952809184399874,1027.5873588685267
2017-03-28,1041.04,0,-0.7950095727118052,1010.06903323836
2017-03-29,1040.5755,0,-0.7950426475896482,1027.1988741433026
2017-03-30,1037.90455,0,-0.7952328334776464,1044.267946425964
2017-03-31,1034.74,0,-0.7954581663187195,1042.7276016493172
2017-04-01,1086.929571,0,-0.791741990461862,1021.2292027587549
2017-04-02,1099.169125,0,-0.7908704689260077,997.5024988455355
2017-04-03,1079.99,0,-0.7922361249357237,988.9966586337267
2017-04-04,1141.600363,0,-0.7878491384339029,1004.9180219995151
2017-04-05,1133.079314,0,-0.7884558825776494,1030.5906428238313
2017-04-06,1133.53,0,-0.7884237913302962,1054.3433076931549
2017-04-07,1190.45425,0,-0.7843704810718211,1061.5178324300255
2017-04-08,1181.149838,0,-0.7850330048399635,1071.1305598941683
2017-04-09,1184.03,0,-0.7848279219415385,1082.9967554191132
2017-04-10,1207.744875,0,-0.7831392963361777,1098.6641734873053
2017-04-11,1226.617038,0,-0.7817954976583293,1119.8479167581459
2017-04-12,1219.09,0,-0.7823314629163931,1132.278263265596
2017-04-13,1180.023713,0,-0.7851131909471994,1144.161875828545
2017-04-14,1185.260057,0,-0.7847403353214846,1163.213114862019
2017-04-15,1170.36,0,-0.7858012988632082,1169.929261699722
2017-04-16,1186.927413,0,-0.7846216106798892,1180.2628743807181
2017-04-17,1205.634875,0,-0.7832895395918269,1193.5518900103607
2017-04-18,1176.97,0,-0.7853306316026203,1194.7828203055406
2017-04-19,1217.930088,0,-0.7824140548382634,1198.0653674428472
2017-04-20,1241.686325,0,-0.7807224840378599,1202.5936718153184
2017-04-21,1236.63,0,-0.7810825213504761,1202.3265773922335
2017-04-22,1261.311225,0,-0.7793250864701882,1196.5550776648502
2017-04-23,1257.988113,0,-0.7795617097714993,1192.1910475044967
2017-04-24,1240.84,0,-0.7807827468925221,1197.5774704146322
2017-04-25,1279.414688,0,-0.7780360233329167,1202.3282550723695
2017-04-26,1309.109875,0,-0.7759215676115951,1213.5998727504
2017-04-27,1288.02,0,-0.7774232792140748,1223.9423274007315
2017-04-28,1331.294429,0,-0.774341909024826,1230.9967223133428
2017-04-29,1334.979038,0,-0.7740795452087341,1249.1443339126897
2017-04-30,1333.0,0,-0.7742204632713755,1260.4678572436408
2017-05-01,1417.172813,0,-0.7682269099717255,1267.9092764939996
2017-05-02,1452.076288,0,-0.7657415963615518,1281.1584806273888
2017-05-03,1447.55,0,-0.7660638922123222,1291.8570887951232
2017-05-04,1508.292125,0,-0.7617387288876569,1306.0249444194521
2017-05-05,1533.335071,0,-0.7599555375425934,1330.3641512425024
2017-05-06,1518.75,0,-0.7609940724008459,1350.7375536156333
2017-05-07,1535.868429,0,-0.7597751489389702,1367.4488890102355
2017-05-08,1640.619225,0,-0.752316333477893,1394.759548609742
2017-05-09,1651.1,0,-0.7515700463889236,1419.928017741884
2017-05-10,1762.88625,0,-0.7436102690729035,1450.6718300331804
2017-05-11,1820.990563,0,-0.739472932033864,1493.0175686196815
2017-05-12,1829.0,0,-0.7389026173936761,1524.1225920098736
2017-05-13,1771.920013,0,-0.7429670169573194,1553.469229861659
2017-05-14,1776.3165,0,-0.7426539636301637,1589.7036747838404
2017-05-15,1780.0,0,-0.7423916787807876,1618.1167419718208
2017-05-16,1739.031975,0,-0.7453088207018838,1646.730006184123
2017-05-17,1807.485063,0,-0.7404345956780197,1685.3494511690287
2017-05-18,1783.98,0,-0.7421082815497528,1730.887914886242
2017-05-19,1961.520488,0,-0.7294664517266973,1757.7663132097618
2017-05-20,2052.909788,0,-0.7229590460567965,1793.7680310079509
2017-05-21,2008.84,0,-0.7260970500496329,1810.2102272040331
2017-05-22,2090.662313,0,-0.7202708648885626,1813.164257171107
2017-05-23,2287.710288,0,-0.7062399979297667,1817.0741776994141
2017-05-24,2256.32,0,-0.7084751538846873,1843.873854104734
2017-05-25,2387.206286,0,-0.6991553521176459,1875.1981278370858
2017-05-26,2211.976857,0,-0.7116326222117171,1917.2579087220188
2017-05-27,2279.82,0,-0.7068018285255624,1976.0370566284264
2017-05-28,2192.9808,0,-0.7129852428032695,2032.3793769023628
2017-05-29,2275.9307,0,-0.7070787674327643,2106.778923207774
2017-05-30,2290.02,0,-0.7060755341143677,2152.5486527294165
2017-05-31,2285.933914,0,-0.7063664852345111,2184.5888805579166
2017-06-01,2399.242671,0,-0.6982982972983826,2236.8590247169363
2017-06-02,2409.93,0,-0.697537302462765,2282.6880047176687
2017-06-03,2525.765158,0,-0.6892892212985252,2285.107893812767
2017-06-04,2516.173143,0,-0.689972223934466,2300.407773593404
2017-06-05,2529.53,0,-0.689021144464836,2282.5865093464727
2017-06-06,2883.313697,0,-0.6638298580037701,2309.7885591414074
2017-06-07,2664.920863,0,-0.6793805927860402,2335.4293007880506
2017-06-08,2683.03,0,-0.6780911256297012,2385.233872978887
2017-06-09,2827.4913,0,-0.6678047104508865,2424.802185326025
2017-06-10,2845.372857,0,-0.6665314482045572,2474.6608708652157
2017-06-11,2898.63,0,-0.662739255526411,2538.6663726041106
2017-06-12,2657.675063,0,-0.6798965323982592,2588.5401546184685
2017-06-13,2748.185086,0,-0.6734517359412008,2640.6430221395485
2017-06-14,2706.0,0,-0.6764555390978246,2676.0512253383113
2017-06-15,2442.48025,0,-0.6952195510257074,2721.7293259252974
2017-06-16,2464.959814,0,-0.6936188861532279,2767.1613483678057
2017-06-17,2477.94,0,-0.6926946276681233,2725.542287957782
2017-06-18,2507.389252,0,-0.6905976838307251,2735.074650526976
2017-06-19,2617.210263,0,-0.6827778420149365,2742.803845804434
2017-06-20,2600.0,0,-0.6840033045474943,2715.308292648735
2017-06-21,2671.04325,0,-0.6789446461721901,2675.4131610074173
2017-06-22,2727.288013,0,-0.6749397190127915,2612.7648345183884
2017-06-23,2713.48,0,-0.675922923196282,2603.6307171807375
2017-06-24,2589.164888,0,-0.68477482232105,2566.448454111574
2017-06-25,2512.366286,0,-0.6902432924602814,2528.047036443288
2017-06-26,2502.03,0,-0.6909792911616842,2551.5403852326376
2017-06-27,2517.903114,0,-0.6898490407708553,2574.300323522477
2017-06-28,2585.349186,0,-0.6850465206580485,2599.5921976425766
2017-06-29,2558.3,0,-0.6869725669932605,2624.987389033168
2017-06-30,2477.641375,0,-0.6927158913611177,2625.160087981367
2017-07-01,2501.191343,0,-0.691039008013842,2627.770472591167
2017-07-02,2421.26,0,-0.6967305460236636,2611.844396166871
2017-07-03,2561.225429,0,-0.6867642608429618,2573.7804454413695
2017-07-04,2599.729838,0,-0.6840225415230548,2534.276871714566
2017-07-05,2598.89,0,-0.6840823424687126,2520.8725827613384
2017-07-06,2609.96775,0,-0.6832935475752212,2525.6011467400544
2017-07-07,2491.201214,0,-0.6917503584902942,2534.7398981473034
2017-07-08,2502.86,0,-0.6909201907341066,2538.14609963017
2017-07-09,2536.238938,0,-0.6885434322908701,2523.8646668443675
2017-07-10,2366.170143,0,-0.7006532377150961,2514.592400891845
2017-07-11,2327.09,0,-0.7034359523670163,2520.4779317846346
2017-07-12,2385.748571,0,-0.6992591492017258,2520.0639054794287
2017-07-13,2354.783417,0,-0.7014640333479985,2543.6969621847547
2017-07-14,2338.49,0,-0.7026242115545047,2533.106605193005
2017-07-15,2058.9956,0,-0.7225257037780531,2508.5946456615266
2017-07-16,1931.2143,0,-0.7316244139785614,2469.784799043272
2017-07-17,1910.96,0,-0.7330666281837239,2414.3272058244656
2017-07-18,2320.12225,0,-0.7039320933359968,2377.6593636652733
2017-07-19,2264.7657,0,-0.7078737749916847,2340.863812191804
2017-07-20,2265.21,0,-0.7078421384615969,2283.8561348499566
2017-07-21,2682.195363,0,-0.6781505562364145,2260.241502612123
2017-07-22,2807.609857,0,-0.6692203752486693,2254.208306452694
2017-07-23,2825.51,0,-0.6679457895799943,2234.0096901634233
2017-07-24,2751.821029,0,-0.6731928374039141,2217.9722129950815
2017-07-25,2560.997917,0,-0.6867804609110089,2200.2726894054836
2017-07-26,2564.3,0,-0.6865453349866754,2250.688457759991
2017-07-27,2647.625,0,-0.6806121504952253,2349.595506418051
2017-07-28,2781.636583,0,-0.6710698109101033,2481.407787203267
2017-07-29,2784.8,0,-0.670844558744674,2535.6080900819147
2017-07-30,2745.955417,0,-0.6736105002680158,2618.9574515394997
2017-07-31,2866.431667,0,-0.6650319485957917,2721.851560975822
2017-08-01,2862.9,0,-0.6652834221256251,2737.3060682182395
2017-08-02,2693.633983,0,-0.6773360654738872,2721.392837298295
2017-08-03,2794.117717,0,-0.6701810875895572,2691.3976968725174
2017-08-04,2790.0,0,-0.6704742910056337,2677.563833629858
2017-08-05,3218.115017,0,-0.6399902180452816,2713.5919922181656
2017-08-06,3252.562533,0,-0.6375373711481896,2770.576883169769
2017-08-07,3210.2,0,-0.6405538094777925,2819.5068756717087
2017-08-08,3457.374333,0,-0.6229536784338062,2841.8624489399044
2017-08-09,3357.326317,0,-0.6300776308722288,2876.3540947729425
2017-08-10,3340.28,0,-0.631291419575028,2927.3392537562277
2017-08-11,3632.506667,0,-0.6104833220216818,2956.815984007761
2017-08-12,3852.802914,0,-0.5947970540801866,3003.4390245268355
2017-08-13,3868.52,0,-0.5936779137152782,3115.7494649186674
2017-08-14,4282.992,0,-0.5641652963430569,3228.4674315970033
2017-08-15,4217.028329,0,-0.5688622615968981,3382.982384579579
2017-08-16,4179.97,0,-0.5715010123067914,3454.239109382201
2017-08-17,4328.725717,0,-0.5609088117293062,3532.547772399723
2017-08-18,4130.440067,0,-0.5750278077503937,3646.7716499206076
2017-08-19,4104.71,0,-0.5768599257760568,3714.3617904360563
2017-08-20,4157.958033,0,-0.5730683817785072,3826.0964012391432
2017-08-21,4043.722,0,-0.5812025967123253,3972.140175219772
2017-08-22,3986.28,0,-0.5852927735327018,4069.414851036366
2017-08-23,4174.95,0,-0.5718584630856343,4127.581833293218
2017-08-24,4340.316717,0,-0.5600834706979183,4201.562426912882
2017-08-25,4331.77,0,-0.560692042540189,4182.9289347701715
2017-08-26,4360.513317,0,-0.5586453650405523,4177.8546622737895
2017-08-27,4354.308333,0,-0.5590871930014103,4182.755228008697
2017-08-28,4339.05,0,-0.5601736677055326,4147.031940576897
2017-08-29,4607.98545,0,-0.5410240290479726,4157.45334419861
2017-08-30,4594.98785,0,-0.5419495275027709,4185.773962622986
2017-08-31,4582.52,0,-0.5428373049316546,4205.870551471307
2017-09-01,4911.740017,0,-0.519395083519841,4262.610725815354
2017-09-02,4580.38748,0,-0.542989151731435,4359.524361379517
2017-09-03,4585.57,0,-0.5426201286616406,4417.860495641165
2017-09-04,4344.098317,0,-0.5598142006052346,4444.6218349583805
2017-09-05,4488.72014,0,-0.5495163553325211,4473.205537780249
2017-09-06,4385.02,0,-0.5569003584817466,4505.234100660139
2017-09-07,4654.6585,0,-0.5377006589138151,4543.889121097451
2017-09-08,4310.750183,0,-0.5621887656393493,4604.590057682165
2017-09-09,4312.26,0,-0.5620812586149349,4594.802583488244
2017-09-10,4329.955,0,-0.560821280222181,4586.253915948843
2017-09-11,4248.090017,0,-0.5666505037148715,4579.592118213392
2017-09-12,4198.59,0,-0.5701751689796891,4476.597487479704
2017-09-13,3961.271267,0,-0.5870735287296586,4439.168360808007
2017-09-14,3319.63,0,-0.632761809731025,4383.793688405363
2017-09-15,3216.43,0,-0.6401102002442882,4362.909143866469
2017-09-16,3763.62604,0,-0.6011469232168539,4293.1953702065
2017-09-17,3746.060783,0,-0.6023976632159028,4251.552304120783
2017-09-18,3678.53,0,-0.6072062152037945,4123.451893609618
2017-09-19,3943.413333,0,-0.5883451088923726,4057.6148403579523
2017-09-20,3977.561667,0,-0.5859135653496463,3982.861386037896
2017-09-21,3894.48,0,-0.5918294232334536,3885.4906120512364
2017-09-22,3637.50255,0,-0.6101275885018894,3784.2068015124
2017-09-23,3776.3869,0,-0.6002382819129288,3663.7376645382838
2017-09-24,3777.62,0,-0.600150478615042,3583.7943172593855
2017-09-25,3942.555,0,-0.5884062267806905,3663.6083294279993
2017-09-26,3910.307383,0,-0.5907024291337735,3797.2393511580017
2017-09-27,3881.0,0,-0.5927892711415813,3810.053762787846
2017-09-28,4201.98905,0,-0.5699331384876919,3830.1099757583042
2017-09-29,4193.574667,0,-0.5705322874432361,3883.746724643068
2017-09-30,4164.27,0,-0.5726189360573557,3876.3530648807223
2017-10-01,4360.722967,0,-0.5586304368421888,3856.6657123457226
2017-10-02,4386.88375,0,-0.556767649539701,3861.2332611510164
2017-10-03,4394.07,0,-0.5562559502051474,3939.70175183747
2017-10-04,4225.175,0,-0.568282175163845,3999.105778365271
2017-10-05,4338.852,0,-0.5601877663617498,4067.9363486217076
2017-10-06,4318.58,0,-0.561631240901332,4111.199352038732
2017-10-07,4376.191667,0,-0.5575289828854785,4173.70014804953
2017-10-08,4602.280883,0,-0.5414302246489907,4261.766867367937
2017-10-09,4605.66,0,-0.5411896134929248,4288.7491228361905
2017-10-10,4782.28,0,-0.528613327325749,4324.935198686178
2017-10-11,4819.485767,0,-0.5259640782437578,4383.686642646804
2017-10-12,4822.17,0,-0.5257729465353025,4403.223734488496
2017-10-13,5563.806567,0,-0.4729644667559234,4420.398903525788
2017-10-14,5739.438733,0,-0.46045851963907963,4462.158105310394
2017-10-15,5825.99,0,-0.4542956077269312,4566.941672239323
2017-10-16,5711.205867,0,-0.46246885030455087,4668.686140602187
2017-10-17,5603.71294,0,-0.4701229201205363,4798.092504038527
2017-10-18,5594.66,0,-0.4707675377408187,4940.482423378291
2017-10-19,5727.6335,0,-0.4612991152028787,5054.876191393718
2017-10-20,5979.45984,0,-0.44336773644468286,5200.920857332511
2017-10-21,5986.44,0,-0.4428707118175021,5341.583337108562
2017-10-22,5983.18455,0,-0.443102517223475,5507.2010336260255
2017-10-23,5876.079867,0,-0.45072894199559965,5713.373474535199
2017-10-24,5900.59,0,-0.44898368977839015,5760.156059719233
2017-10-25,5669.622533,0,-0.46542980550877044,5770.181622931806
2017-10-26,5893.138417,0,-0.4495142822379443,5751.5271582560035
2017-10-27,5889.82,0,-0.4497505712302104,5767.078659032547
2017-10-28,5776.69695,0,-0.45780553583729766,5816.524061205733
2017-10-29,6155.43402,0,-0.4308374361065891,5877.464394045222
2017-10-30,6136.49,0,-0.43218635138615374,5927.7871753891595
2017-10-31,6388.645167,0,-0.41423155839145304,5919.591308521795
2017-11-01,6665.306683,0,-0.39453178262052835,5914.974475634622
2017-11-02,6751.98,0,-0.38836018009731266,5918.435117452627
2017-11-03,7197.72006,0,-0.35662111005578756,5955.36449147196
2017-11-04,7437.543317,0,-0.339544414836808,6008.066139010756
2017-11-05,7365.99,0,-0.34463939270342925,6145.842948609281
2017-11-06,6989.071667,0,-0.371477988657811,6253.311502647922
2017-11-07,7092.127233,0,-0.3641398826158209,6377.241692659523
2017-11-08,7128.64,0,-0.3615399788305904,6566.9362375933215
2017-11-09,7158.03706,0,-0.3594467513420068,6699.07858955366
2017-11-10,6719.39785,0,-0.3906802029845386,6870.44627464889
2017-11-11,6569.22,0,-0.40137366701789395,7000.843132259734
2017-11-12,5716.301583,0,-0.4621060081426062,7081.837671804301
2017-11-13,6550.227533,0,-0.40272603198229573,7133.156585933377
2017-11-14,6493.63,0,-0.4067560782475216,7097.543957994711
2017-11-15,7301.42992,0,-0.34923641479071144,6984.15822611732
2017-11-16,7815.0307,0,-0.3126652994868683,6886.758795612273
2017-11-17,7868.77,0,-0.30883877465828874,6886.019282325422
