Date,USD (PM),IsRest,StandardValue,PredictVal
2016-12-29,1145.9,0,-1.2743936885268685,1131.862691336254
2016-12-30,1145.9,1,-1.2743936885268685,1131.0560643974816
2016-12-31,1145.9,1,-1.2743936885268685,1133.00254625734
2017-01-01,1145.9,1,-1.2743936885268685,1133.2090717110802
2017-01-02,1145.9,1,-1.2743936885268685,1134.1113954217763
2017-01-03,1151.0,0,-1.2539388643209395,1135.2393000601467
2017-01-04,1164.25,0,-1.2007964288839663,1136.8025509263516
2017-01-05,1176.7,0,-1.1508625933224326,1139.155075960913
2017-01-06,1175.85,0,-1.154271730690088,1142.4701356560004
2017-01-07,1175.85,1,-1.154271730690088,1146.5883985968192
2017-01-08,1175.85,1,-1.154271730690088,1150.8259914450412
2017-01-09,1178.5,0,-1.143643243602693,1152.9581625501937
2017-01-10,1189.5,0,-1.0995249953153943,1155.7030687219956
2017-01-11,1178.55,0,-1.1434427061104782,1159.4649996231526
2017-01-12,1205.05,0,-1.0371578352365316,1163.838118691314
2017-01-13,1190.35,0,-1.09611585794774,1170.1014404301277
2017-01-14,1190.35,1,-1.09611585794774,1176.0601558681158
2017-01-15,1190.35,1,-1.09611585794774,1179.7975887137954
2017-01-16,1203.0,0,-1.045379872417346,1180.98247636901
2017-01-17,1216.05,0,-0.9930395869492329,1183.0820655304337
2017-01-18,1214.75,0,-0.9982535617468226,1186.0989989215389
2017-01-19,1196.05,0,-1.0732545838352303,1189.8310713292997
2017-01-20,1200.55,0,-1.055206209535881,1193.191612631752
2017-01-21,1200.55,1,-1.055206209535881,1194.4468176042146
2017-01-22,1200.55,1,-1.055206209535881,1199.0826183780775
2017-01-23,1212.85,0,-1.0058739864509927,1197.4554464417947
2017-01-24,1216.8,0,-0.990031524566008,1199.908440706253
2017-01-25,1195.0,0,-1.077465871171745,1203.0934701583074
2017-01-26,1189.7,0,-1.0987228453465343,1206.4191751130459
2017-01-27,1184.85,0,-1.118174982091389,1206.8740038113817
2017-01-28,1184.85,1,-1.118174982091389,1203.6417408173343
2017-01-29,1184.85,1,-1.118174982091389,1199.9655064058952
2017-01-30,1192.8,0,-1.086289520829205,1200.6075703084844
2017-01-31,1212.8,0,-1.0060745239432074,1200.388900527002
2017-02-01,1203.65,0,-1.0427728850185507,1200.717014548158
2017-02-02,1221.95,0,-0.9693761628678632,1200.8519931286382
2017-02-03,1215.2,0,-0.9964487243168874,1198.1261517286414
2017-02-04,1215.2,1,-0.9964487243168874,1193.409573560961
2017-02-05,1215.2,1,-0.9964487243168874,1193.61943271169
2017-02-06,1226.75,0,-0.950124563615224,1195.366141230823
2017-02-07,1231.0,0,-0.9330788767769496,1199.255216903106
2017-02-08,1242.1,0,-0.8885595535052213,1204.2443698836616
2017-02-09,1236.8,0,-0.9098165276800105,1210.8146165520009
2017-02-10,1228.3,0,-0.9439079013565594,1216.6414634356192
2017-02-11,1228.3,1,-0.9439079013565594,1218.0679540117308
2017-02-12,1228.3,1,-0.9439079013565594,1222.4137311778336
2017-02-13,1222.25,0,-0.9681729379145735,1222.7206247435347
2017-02-14,1230.75,0,-0.9340815642380246,1224.812792494341
2017-02-15,1224.4,0,-0.9595498257493283,1227.683618963253
2017-02-16,1240.55,0,-0.894776215763886,1231.0811912781496
2017-02-17,1241.95,0,-0.8891611659818658,1232.5789904588128
2017-02-18,1241.95,1,-0.8891611659818658,1233.3030326318
2017-02-19,1241.95,1,-0.8891611659818658,1231.0992799053902
2017-02-20,1237.3,0,-0.9078111527578605,1229.8289735781
2017-02-21,1233.2,0,-0.9242552271194897,1230.4818700342287
2017-02-22,1236.65,0,-0.9104181401566549,1231.174693098548
2017-02-23,1247.9,0,-0.8652972044082813,1232.1444722692281
2017-02-24,1253.65,0,-0.8422353928035571,1235.389451562106
2017-02-25,1253.65,1,-0.8422353928035571,1237.2379761316017
2017-02-26,1253.65,1,-0.8422353928035571,1241.3270926147145
2017-02-27,1257.2,0,-0.8279972308562926,1241.9153163358385
2017-02-28,1255.6,0,-0.834414430607173,1242.3652519964044
2017-03-01,1240.4,0,-0.8953778282405304,1242.879555472271
2017-03-02,1238.1,0,-0.9046025528824209,1243.065331868618
2017-03-03,1226.5,0,-0.951127251076299,1244.5307228856927
2017-03-04,1226.5,1,-0.951127251076299,1247.1619174390328
2017-03-05,1226.5,1,-0.951127251076299,1249.484660290427
2017-03-06,1230.95,0,-0.9332794142691644,1249.2372725276646
2017-03-07,1216.65,0,-0.9906331370426524,1247.4514434930907
2017-03-08,1209.2,0,-1.0205132233826866,1244.7891195575478
2017-03-09,1206.55,0,-1.0311417104700817,1241.2371740482363
2017-03-10,1202.65,0,-1.0467836348628508,1235.7232922747141
2017-03-11,1202.65,1,-1.0467836348628508,1229.1617731642905
2017-03-12,1202.65,1,-1.0467836348628508,1225.2169772247469
2017-03-13,1204.2,0,-1.040566972604186,1220.9301491938388
2017-03-14,1204.6,0,-1.0389626726664667,1218.8670683507692
2017-03-15,1198.8,0,-1.0622250217634057,1216.3002463218922
2017-03-16,1229.35,0,-0.9396966140200448,1212.9172979238735
2017-03-17,1229.6,0,-0.9386939265589698,1208.361006305001
2017-03-18,1229.6,1,-0.9386939265589698,1206.6781975643369
2017-03-19,1229.6,1,-0.9386939265589698,1206.6612272283892
2017-03-20,1232.4,0,-0.9274638269949294,1207.382206598816
2017-03-21,1241.6,0,-0.8905649284273712,1209.4599169799324
2017-03-22,1249.05,0,-0.860684842087337,1212.3337225304115
2017-03-23,1247.5,0,-0.8669015043460017,1216.150020058394
2017-03-24,1247.5,0,-0.8669015043460017,1220.4396670249303
2017-03-25,1247.5,1,-0.8669015043460017,1225.689696708141
2017-03-26,1247.5,1,-0.8669015043460017,1233.8766546740762
2017-03-27,1257.55,0,-0.8265934684107881,1235.5541353501628
2017-03-28,1257.25,0,-0.8277966933640779,1237.883197306795
2017-03-29,1251.1,0,-0.8524628049065225,1240.7855029838656
2017-03-30,1248.8,0,-0.861687529548412,1244.2284388214407
2017-03-31,1244.85,0,-0.8775299914333967,1247.678738550168
2017-04-01,1244.85,1,-0.8775299914333967,1249.2961590155112
2017-04-02,1244.85,1,-0.8775299914333967,1249.2313940073072
2017-04-03,1247.25,0,-0.8679041918070766,1249.5845502187728
2017-04-04,1257.65,0,-0.8261923934263575,1250.0981696328658
2017-04-05,1245.8,0,-0.8737197790813116,1251.0529485494465
2017-04-06,1252.5,0,-0.8468477551245023,1251.890062330727
2017-04-07,1266.45,0,-0.7908977947965188,1250.323211473287
2017-04-08,1266.45,1,-0.7908977947965188,1248.8681819156923
2017-04-09,1266.45,1,-0.7908977947965188,1248.7718412274617
2017-04-10,1250.05,0,-0.8566740922430371,1249.2955822606941
2017-04-11,1252.9,0,-0.8452434551867819,1250.56335515035
2017-04-12,1274.3,0,-0.7594134085187652,1252.2337780652608
2017-04-13,1284.15,0,-0.7199075225524109,1254.9653595442678
2017-04-14,1284.15,1,-0.7199075225524109,1258.0038769829107
2017-04-15,1284.15,1,-0.7199075225524109,1258.8892691322492
2017-04-16,1284.15,1,-0.7199075225524109,1263.3148691833674
2017-04-17,1284.15,1,-0.7199075225524109,1266.9703830791823
2017-04-18,1278.95,0,-0.7407634217427704,1267.6327632034654
2017-04-19,1279.05,0,-0.7403623467583408,1268.3043610343364
2017-04-20,1282.1,0,-0.7281295597332264,1269.146865579166
2017-04-21,1281.85,0,-0.7291322471943013,1274.8849075988905
2017-04-22,1281.85,1,-0.7291322471943013,1281.2517351801057
2017-04-23,1281.85,1,-0.7291322471943013,1283.2167168212547
2017-04-24,1269.4,0,-0.779066082755834,1282.9142291330477
2017-04-25,1267.8,0,-0.7854832825067144,1282.1617161209033
2017-04-26,1261.85,0,-0.8093472440802988,1281.172958755882
2017-04-27,1262.8,0,-0.8055370317282138,1279.7580803033234
2017-04-28,1266.45,0,-0.7908977947965188,1278.0180511719047
2017-04-29,1266.45,1,-0.7908977947965188,1277.409156934876
2017-04-30,1266.45,1,-0.7908977947965188,1276.6200318823492
2017-05-01,1266.45,1,-0.7908977947965188,1274.7794042513701
2017-05-02,1255.45,0,-0.8350160430838175,1272.5486378532462
2017-05-03,1250.3,0,-0.8556714047819621,1269.4293816691868
2017-05-04,1228.45,0,-0.9433062888799141,1265.3754377427501
2017-05-05,1228.05,0,-0.9449105888176343,1263.1378257481408
2017-05-06,1228.05,1,-0.9449105888176343,1260.7768978297588
2017-05-07,1228.05,1,-0.9449105888176343,1259.4921696780648
2017-05-08,1229.8,0,-0.9378917765901096,1257.6201905541664
2017-05-09,1220.4,0,-0.9755928251265279,1254.3105787807324
2017-05-10,1222.95,0,-0.9653654130235634,1249.890881977376
2017-05-11,1223.15,0,-0.9645632630547032,1244.4429460073015
2017-05-12,1231.25,0,-0.9320761893158745,1237.639040557189
2017-05-13,1231.25,1,-0.9320761893158745,1232.458544686396
2017-05-14,1231.25,1,-0.9320761893158745,1227.4252985442668
2017-05-15,1233.3,0,-0.9238541521350601,1227.2533263550547
2017-05-16,1234.2,0,-0.9202444772751898,1227.2120388964204
2017-05-17,1257.4,0,-0.8271950808874325,1227.1874948792881
2017-05-18,1255.9,0,-0.8332112056538823,1227.854498305562
2017-05-19,1252.0,0,-0.8488531300466522,1228.1530167606036
2017-05-20,1252.0,1,-0.8488531300466522,1231.0415639226078
2017-05-21,1252.0,1,-0.8488531300466522,1233.9380628409915
2017-05-22,1258.85,0,-0.8213794936131984,1237.5026719764912
2017-05-23,1260.2,0,-0.815964981323393,1239.8958426928657
2017-05-24,1252.55,0,-0.8466472176322875,1242.9279040475744
2017-05-25,1256.95,0,-0.8289999183173676,1246.4879256385968
2017-05-26,1265.05,0,-0.796512844578539,1250.4961231490156
2017-05-27,1265.05,1,-0.796512844578539,1255.4978924863224
2017-05-28,1265.05,1,-0.796512844578539,1255.2524207102658
2017-05-29,1265.05,1,-0.796512844578539,1255.3656898337958
2017-05-30,1262.7,0,-0.8059381067126433,1256.5995592315705
2017-05-31,1266.2,0,-0.7919004822575938,1258.0712254571474
2017-06-01,1264.85,0,-0.7973149945473992,1260.0160622075202
2017-06-02,1274.95,0,-0.7568064211199699,1260.488013133803
2017-06-03,1274.95,1,-0.7568064211199699,1261.0035867126596
2017-06-04,1274.95,1,-0.7568064211199699,1263.7906087885938
2017-06-05,1279.95,0,-0.7367526718984705,1266.0420671089496
2017-06-06,1293.5,0,-0.6824070115082074,1266.7381650659531
2017-06-07,1291.0,0,-0.6924338861189571,1268.0157707327332
2017-06-08,1273.1,0,-0.7642263083319252,1269.5375964102077
2017-06-09,1266.55,0,-0.7904967198120892,1270.9015796400827
2017-06-10,1266.55,1,-0.7904967198120892,1273.067753915345
2017-06-11,1266.55,1,-0.7904967198120892,1274.795217791021
2017-06-12,1266.4,0,-0.7910983322887336,1277.332645594857
2017-06-13,1262.0,0,-0.8087456316036534,1277.6711865850475
2017-06-14,1275.5,0,-0.7546005087056051,1277.962043548224
2017-06-15,1254.55,0,-0.8386257179436877,1278.7315943446001
2017-06-16,1255.4,0,-0.8352165805760322,1277.6631498457796
2017-06-17,1255.4,1,-0.8352165805760322,1272.5581726797686
2017-06-18,1255.4,1,-0.8352165805760322,1266.8771326282558
2017-06-19,1248.15,0,-0.8642945169472064,1264.789131430832
2017-06-20,1242.2,0,-0.8881584785207908,1263.795579140372
2017-06-21,1242.5,0,-0.886955253567501,1262.3747070310149
2017-06-22,1250.8,0,-0.8536660298598122,1260.6076386630389
2017-06-23,1255.7,0,-0.8340133556227425,1258.6904163553515
2017-06-24,1255.7,1,-0.8340133556227425,1257.6735633010667
2017-06-25,1255.7,1,-0.8340133556227425,1252.6215173908051
2017-06-26,1245.25,0,-0.8759256914956763,1252.173980185267
2017-06-27,1249.55,0,-0.8586794671651871,1251.0622387232195
2017-06-28,1248.0,0,-0.8648961294238517,1249.801873913982
2017-06-29,1243.5,0,-0.8829445037232011,1248.1798054307144
2017-06-30,1242.25,0,-0.887957941028576,1248.0474193732312
2017-07-01,1242.25,1,-0.887957941028576,1249.5107778446584
2017-07-02,1242.25,1,-0.887957941028576,1251.2559541652229
2017-07-03,1229.25,0,-0.9400976890044743,1251.1128222980053
2017-07-04,1223.75,0,-0.9621568131481236,1249.1706085970156
2017-07-05,1220.3,0,-0.9759939001109584,1246.5774423775756
2017-07-06,1224.9,0,-0.9575444508271784,1243.2322342629946
2017-07-07,1215.65,0,-0.9946438868869523,1242.1158161838944
2017-07-08,1215.65,1,-0.9946438868869523,1239.237810364494
2017-07-09,1215.65,1,-0.9946438868869523,1236.0744155619639
2017-07-10,1211.9,0,-1.009684198803077,1233.3804985896033
2017-07-11,1211.05,0,-1.0130933361707322,1230.2504209681513
2017-07-12,1218.8,0,-0.9820100248774082,1226.3122622632961
2017-07-13,1218.9,0,-0.9816089498929776,1221.6226262408302
2017-07-14,1230.3,0,-0.9358864016679597,1219.4045317801933
2017-07-15,1230.3,1,-0.9358864016679597,1218.5151400089644
2017-07-16,1230.3,1,-0.9358864016679597,1218.3696506352096
2017-07-17,1234.1,0,-0.9206455522596203,1216.899455130974
2017-07-18,1240.75,0,-0.8939740657950258,1217.7666576900053
2017-07-19,1242.15,0,-0.8883590160130056,1219.050643428757
2017-07-20,1238.7,0,-0.9021961029758404,1220.697727189557
2017-07-21,1248.55,0,-0.862690217009487,1223.7031036592775
2017-07-22,1248.55,1,-0.862690217009487,1227.9941006641127
2017-07-23,1248.55,1,-0.862690217009487,1231.187284561553
2017-07-24,1255.55,0,-0.8346149680993878,1235.1507571771135
2017-07-25,1254.4,0,-0.8392273304203322,1237.1227786720024
2017-07-26,1248.1,0,-0.8644950544394221,1239.553222093853
2017-07-27,1261.1,0,-0.8123553064635237,1242.4018192280441
2017-07-28,1264.9,0,-0.7971144570551835,1245.2892332198664
2017-07-29,1264.9,1,-0.7971144570551835,1247.150293906803
2017-07-30,1264.9,1,-0.7971144570551835,1249.084518178113
2017-07-31,1267.55,0,-0.7864859699677893,1252.4685488575321
2017-08-01,1270.95,0,-0.7728494204971694,1254.019564757523
2017-08-02,1269.6,0,-0.7782639327869748,1256.0605813446732
2017-08-03,1268.1,0,-0.7842800575534246,1258.5712541193702
2017-08-04,1257.7,0,-0.8259918559341427,1259.703978307338
2017-08-05,1257.7,1,-0.8259918559341427,1261.1292123400938
2017-08-06,1257.7,1,-0.8259918559341427,1264.6752120241613
2017-08-07,1258.0,0,-0.824788630980853,1265.46676831804
2017-08-08,1261.8,0,-0.8095477815725136,1265.400959716987
2017-08-09,1271.05,0,-0.7724483455127398,1265.4329747027923
2017-08-10,1284.4,0,-0.7189048350913358,1265.7511646372532
2017-08-11,1286.1,0,-0.7120865603560268,1265.8081784730132
2017-08-12,1286.1,1,-0.7120865603560268,1264.978322411633
2017-08-13,1286.1,1,-0.7120865603560268,1264.3191002941483
2017-08-14,1282.3,0,-0.7273274097643662,1263.9151814908926
2017-08-15,1270.3,0,-0.7754564078959647,1266.208761898666
2017-08-16,1272.75,0,-0.7656300707774298,1268.7148666595774
2017-08-17,1285.15,0,-0.715896772708111,1271.9211753885982
2017-08-18,1295.8,0,-0.6731822868663179,1276.2179393049191
2017-08-19,1295.8,1,-0.6731822868663179,1280.8448912527624
2017-08-20,1295.8,1,-0.6731822868663179,1284.0379099853633
2017-08-21,1292.9,0,-0.6848134614147869,1284.290214693069
2017-08-22,1284.2,0,-0.719706985060196,1284.042261790659
2017-08-23,1286.65,0,-0.7098806479416612,1283.470689369763
2017-08-24,1289.0,0,-0.7004553858075568,1282.8299016215237
2017-08-25,1285.3,0,-0.7152951602314666,1283.1638631949875
2017-08-26,1285.3,1,-0.7152951602314666,1286.8309174297406
2017-08-27,1285.3,1,-0.7152951602314666,1290.728557445301
2017-08-28,1285.3,1,-0.7152951602314666,1292.1277076909862
2017-08-29,1318.65,0,-0.5815366529240652,1290.8938727085283
2017-08-30,1308.5,0,-0.6222457638437092,1290.3544989365098
2017-08-31,1311.75,0,-0.6092108268497347,1289.3750452131223
2017-09-01,1320.4,0,-0.5745178406965404,1289.0606743176509
2017-09-02,1320.4,1,-0.5745178406965404,1291.3644696559584
2017-09-03,1320.4,1,-0.5745178406965404,1293.558036050962
2017-09-04,1333.1,0,-0.5235813176739327,1295.6418235230758
2017-09-05,1335.55,0,-0.5137549805553978,1299.6647478865846
2017-09-06,1337.85,0,-0.5045302559135083,1304.7670811188511
2017-09-07,1343.5,0,-0.48186951929321364,1311.214164552706
2017-09-08,1346.25,0,-0.470839957221389,1319.4429288225872
2017-09-09,1346.25,1,-0.470839957221389,1320.4711637504852
2017-09-10,1346.25,1,-0.470839957221389,1324.5991939187222
2017-09-11,1334.2,0,-0.5191694928452023,1328.848995801217
2017-09-12,1326.5,0,-0.5500522666463116,1331.376246112647
2017-09-13,1327.55,0,-0.5458409793097968,1334.303750271451
2017-09-14,1324.55,0,-0.5578732288426964,1337.9947066604768
2017-09-15,1322.85,0,-0.5646915035780065,1338.9612629170722
2017-09-16,1322.85,1,-0.5646915035780065,1339.432157103855
2017-09-17,1322.85,1,-0.5646915035780065,1339.3766079438128
2017-09-18,1312.1,0,-0.60780706440423,1337.7247615161968
2017-09-19,1309.6,0,-0.6178339390149797,1334.566473889272
2017-09-20,1311.3,0,-0.6110156642796698,1330.5434329496143
2017-09-21,1292.1,0,-0.6880220612902276,1325.565755131123
2017-09-22,1294.8,0,-0.6771930367106177,1322.1411390368464
2017-09-23,1294.8,1,-0.6771930367106177,1320.0981235679644
2017-09-24,1294.8,1,-0.6771930367106177,1317.250278041342
2017-09-25,1293.3,0,-0.6832091614770676,1314.5306888202651
2017-09-26,1300.05,0,-0.6561366000280434,1311.5622168063987
2017-09-27,1282.55,0,-0.7263247223032913,1308.054616585269
2017-09-28,1283.35,0,-0.7231161224278515,1303.143846466849
2017-09-29,1283.1,0,-0.7241188098889264,1300.0402219145494
2017-09-30,1283.1,1,-0.7241188098889264,1296.8533544895756
2017-10-01,1283.1,1,-0.7241188098889264,1292.3936468522777
2017-10-02,1273.7,0,-0.7618198584253447,1292.1964055037436
2017-10-03,1271.25,0,-0.7716461955438796,1290.9109758130305
2017-10-04,1274.25,0,-0.75961394601098,1289.2305109217582
2017-10-05,1274.5,0,-0.758611258549905,1287.2201474948693
2017-10-06,1261.8,0,-0.8095477815725136,1285.1348201954584
2017-10-07,1261.8,1,-0.8095477815725136,1280.255749732507
2017-10-08,1261.8,1,-0.8095477815725136,1279.058181495825
2017-10-09,1278.75,0,-0.7415655717116305,1277.3371631500524
2017-10-10,1291.4,0,-0.6908295861812368,1275.7656382911239
2017-10-11,1289.25,0,-0.6994526983464818,1274.1816501318283
2017-10-12,1290.25,0,-0.695441948502182,1272.1370089235477
2017-10-13,1299.6,0,-0.6579414374579785,1272.2439620621615
2017-10-14,1299.6,1,-0.6579414374579785,1273.3450097217537
2017-10-15,1299.6,1,-0.6579414374579785,1273.8811016090426
2017-10-16,1303.3,0,-0.6431016630340688,1274.4811983275536
2017-10-17,1284.75,0,-0.7175010726458313,1278.8995092490593
2017-10-18,1280.2,0,-0.7357499844373956,1283.8645518684136
2017-10-19,1286.4,0,-0.7108833354027362,1289.9340249836846
2017-10-20,1281.2,0,-0.7317392345930956,1292.9600863319686
2017-10-21,1281.2,1,-0.7317392345930956,1293.0433677784767
2017-10-22,1281.2,1,-0.7317392345930956,1293.7496255957722
2017-10-23,1274.9,0,-0.7570069586121847,1294.3523753049917
2017-10-24,1276.45,0,-0.7507902963535201,1292.2976768399492
2017-10-25,1275.0,0,-0.756605883627755,1289.7759162303666
2017-10-26,1273.75,0,-0.7616193209331299,1286.5801102529083
2017-10-27,1266.45,0,-0.7908977947965188,1281.5114935972024
2017-10-28,1266.45,1,-0.7908977947965188,1280.1515391045757
2017-10-29,1266.45,1,-0.7908977947965188,1279.7259261477138
2017-10-30,1272.0,0,-0.7686381331606547,1277.4574600647538
2017-10-31,1270.15,0,-0.7760580203726091,1276.2451575068585
2017-11-01,1277.05,0,-0.7483838464469406,1274.6741450690486
2017-11-02,1279.2,0,-0.7397607342816954,1272.9178802023482
2017-11-03,1267.2,0,-0.787889732413294,1272.5516622712573
2017-11-04,1267.2,1,-0.787889732413294,1271.2989066368677
2017-11-05,1267.2,1,-0.787889732413294,1270.1390673093615
2017-11-06,1270.9,0,-0.7730499579893843,1269.0393588529791
2017-11-07,1275.6,0,-0.7541994337211755,1269.8205214689056
2017-11-08,1284.0,0,-0.7205091350290562,1270.938315782096
2017-11-09,1284.8,0,-0.7173005351536165,1272.5881681977473
2017-11-10,1284.3,0,-0.7193059100757664,1273.1201390459094
2017-11-11,1284.3,1,-0.7193059100757664,1274.2882005653523
2017-11-12,1284.3,1,-0.7193059100757664,1273.815776784093
2017-11-13,1277.95,0,-0.7447741715870703,1272.6230910483582
